"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia MAYNAS (000)",10499,245,5813,2661,1557,223
"Sin nivel (001)",146,24,39,29,44,10
"Educación inicial (002)",7,1,4,2,,
"Primaria (003)",2445,135,926,649,580,155
"Secundaria (004)",5626,85,3583,1258,662,38
"Superior no univ. incompleta (005)",504,,340,123,38,3
"Superior no univ. completa (006)",665,,347,245,70,3
"Superior univ. incompleta (007)",444,,278,104,58,4
"Superior univ. completa (008)",662,,296,251,105,10
"Hombres (010)",7388,155,3821,1931,1286,195
"Sin nivel (011)",104,13,29,24,30,8
"Educación inicial (012)",5,,4,1,,
"Primaria (013)",1858,91,671,500,464,132
"Secundaria (014)",3970,51,2390,924,570,35
"Superior no univ. incompleta (015)",328,,210,86,29,3
"Superior no univ. completa (016)",391,,186,149,53,3
"Superior univ. incompleta (017)",289,,159,78,48,4
"Superior univ. completa (018)",443,,172,169,92,10
"Mujeres (020)",3111,90,1992,730,271,28
"Sin nivel (021)",42,11,10,5,14,2
"Educación inicial (022)",2,1,,1,,
"Primaria (023)",587,44,255,149,116,23
"Secundaria (024)",1656,34,1193,334,92,3
"Superior no univ. incompleta (025)",176,,130,37,9,
"Superior no univ. completa (026)",274,,161,96,17,
"Superior univ. incompleta (027)",155,,119,26,10,
"Superior univ. completa (028)",219,,124,82,13,
,,,,,,
"Area Urbana (030)",8916,173,4967,2256,1337,183
"Sin nivel (031)",93,11,26,20,28,8
"Educación inicial (032)",6,,4,2,,
"Primaria (033)",1586,83,541,408,432,122
"Secundaria (034)",4993,79,3156,1115,609,34
"Superior no univ. incompleta (035)",492,,331,121,37,3
"Superior no univ. completa (036)",650,,338,240,69,3
"Superior univ. incompleta (037)",442,,278,103,58,3
"Superior univ. completa (038)",654,,293,247,104,10
"Hombres (040)",6033,106,3121,1570,1078,158
"Sin nivel (041)",57,5,17,15,14,6
"Educación inicial (042)",5,,4,1,,
"Primaria (043)",1120,54,353,286,326,101
"Secundaria (044)",3423,47,2035,791,518,32
"Superior no univ. incompleta (045)",319,,203,85,28,3
"Superior no univ. completa (046)",383,,180,148,52,3
"Superior univ. incompleta (047)",287,,159,77,48,3
"Superior univ. completa (048)",439,,170,167,92,10
"Mujeres (050)",2883,67,1846,686,259,25
"Sin nivel (051)",36,6,9,5,14,2
"Educación inicial (052)",1,,,1,,
"Primaria (053)",466,29,188,122,106,21
"Secundaria (054)",1570,32,1121,324,91,2
"Superior no univ. incompleta (055)",173,,128,36,9,
"Superior no univ. completa (056)",267,,158,92,17,
"Superior univ. incompleta (057)",155,,119,26,10,
"Superior univ. completa (058)",215,,123,80,12,
,,,,,,
"Area Rural (060)",1583,72,846,405,220,40
"Sin nivel (061)",53,13,13,9,16,2
"Educación inicial (062)",1,1,,,,
"Primaria (063)",859,52,385,241,148,33
"Secundaria (064)",633,6,427,143,53,4
"Superior no univ. incompleta (065)",12,,9,2,1,
"Superior no univ. completa (066)",15,,9,5,1,
"Superior univ. incompleta (067)",2,,,1,,1
"Superior univ. completa (068)",8,,3,4,1,
"Hombres (070)",1355,49,700,361,208,37
"Sin nivel (071)",47,8,12,9,16,2
"Primaria (073)",738,37,318,214,138,31
"Secundaria (074)",547,4,355,133,52,3
"Superior no univ. incompleta (075)",9,,7,1,1,
"Superior no univ. completa (076)",8,,6,1,1,
"Superior univ. incompleta (077)",2,,,1,,1
"Superior univ. completa (078)",4,,2,2,,
"Mujeres (080)",228,23,146,44,12,3
"Sin nivel (081)",6,5,1,,,
"Educación inicial (082)",1,1,,,,
"Primaria (083)",121,15,67,27,10,2
"Secundaria (084)",86,2,72,10,1,1
"Superior no univ. incompleta (085)",3,,2,1,,
"Superior no univ. completa (086)",7,,3,4,,
"Superior univ. completa (088)",4,,1,2,1,
