"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TACNA (000)",207470,12092,38754,12007,145353
"Conviviente (001)",50178,3325,6077,1804,39073
"Separado(a) (002)",9885,504,1313,374,7711
"Casado(a) (003)",54834,2235,17886,4580,30548
"Viudo(a) (004)",6291,323,1582,335,4068
"Divorciado(a) (005)",1745,43,556,130,1027
"Soltero(a) (006)",84537,5662,11340,4784,62926
"Hombres (008)",101963,4999,18449,7340,71617
"Conviviente (009)",24486,1108,3128,1186,19117
"Separado(a) (010)",3244,92,466,182,2514
"Casado(a) (011)",26853,933,8804,2787,14600
"Viudo(a) (012)",1942,108,429,111,1306
"Divorciado(a) (013)",739,21,215,77,431
"Soltero(a) (014)",44699,2737,5407,2997,33649
"Mujeres (016)",105507,7093,20305,4667,73736
"Conviviente (017)",25692,2217,2949,618,19956
"Separado(a) (018)",6641,412,847,192,5197
"Casado(a) (019)",27981,1302,9082,1793,15948
"Viudo(a) (020)",4349,215,1153,224,2762
"Divorciado(a) (021)",1006,22,341,53,596
"Soltero(a) (022)",39838,2925,5933,1787,29277
,,,,,
"URBANA (024)",193935,10616,37635,11563,134849
"Conviviente (025)",46291,2826,5795,1736,36033
"Separado(a) (026)",9416,477,1284,357,7315
"Casado(a) (027)",51052,1977,17412,4443,27631
"Viudo(a) (028)",5753,262,1527,322,3658
"Divorciado(a) (029)",1666,33,545,127,972
"Soltero(a) (030)",79757,5041,11072,4578,59240
"Hombres (032)",94378,4328,17801,6996,65691
"Conviviente (033)",22466,912,2959,1139,17509
"Separado(a) (034)",3017,86,449,170,2322
"Casado(a) (035)",24825,816,8537,2687,13053
"Viudo(a) (036)",1731,88,409,103,1142
"Divorciado(a) (037)",686,14,210,74,393
"Soltero(a) (038)",41653,2412,5237,2823,31272
"Mujeres (040)",99557,6288,19834,4567,69158
"Conviviente (041)",23825,1914,2836,597,18524
"Separado(a) (042)",6399,391,835,187,4993
"Casado(a) (043)",26227,1161,8875,1756,14578
"Viudo(a) (044)",4022,174,1118,219,2516
"Divorciado(a) (045)",980,19,335,53,579
"Soltero(a) (046)",38104,2629,5835,1755,27968
,,,,,
"RURAL (048)",13535,1476,1119,444,10504
"Conviviente (049)",3887,499,282,68,3040
"Separado(a) (050)",469,27,29,17,396
"Casado(a) (051)",3782,258,474,137,2917
"Viudo(a) (052)",538,61,55,13,410
"Divorciado(a) (053)",79,10,11,3,55
"Soltero(a) (054)",4780,621,268,206,3686
"Hombres (056)",7585,671,648,344,5926
"Conviviente (057)",2020,196,169,47,1608
"Separado(a) (058)",227,6,17,12,192
"Casado(a) (059)",2028,117,267,100,1547
"Viudo(a) (060)",211,20,20,8,164
"Divorciado(a) (061)",53,7,5,3,38
"Soltero(a) (062)",3046,325,170,174,2377
"Mujeres (064)",5950,805,471,100,4578
"Conviviente (065)",1867,303,113,21,1432
"Separado(a) (066)",242,21,12,5,204
"Casado(a) (067)",1754,141,207,37,1370
"Viudo(a) (068)",327,41,35,5,246
"Divorciado(a) (069)",26,3,6,,17
"Soltero(a) (070)",1734,296,98,32,1309
