"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia AIJA (000)",2185,2121,12,315,350,326,521,345,187,65,64,8786
"De 12 a 14 años (001)",2,2,,1,1,,,,,,,3
"De 15 a 19 años (002)",51,50,1,46,3,,,,,,1,52
"De 20 a 24 años (003)",208,184,1,97,62,20,4,,,,24,297
"De 25 a 29 años (004)",210,192,1,59,58,44,27,3,,,18,444
"De 30 a 34 años (005)",214,208,,27,50,57,61,10,3,,6,653
"De 35 a 39 años (006)",231,228,1,21,51,50,72,22,11,,3,815
"De 40 a 44 años (007)",188,186,,13,28,31,63,41,8,2,2,792
"De 45 a 49 años (008)",199,197,1,11,21,27,62,49,19,7,2,959
"De 50 y más años (009)",882,874,7,40,76,97,232,220,146,56,8,4771
"PEA (010)",469,450,2,80,98,89,93,55,29,4,19,1585
"De 15 a 19 años (012)",4,4,,4,,,,,,,,4
"De 20 a 24 años (013)",38,32,,19,10,3,,,,,6,48
"De 25 a 29 años (014)",61,55,1,22,14,15,3,,,,6,108
"De 30 a 34 años (015)",48,45,,10,15,10,9,1,,,3,117
"De 35 a 39 años (016)",73,71,,8,26,20,14,1,2,,2,200
"De 40 a 44 años (017)",62,61,,9,12,9,17,12,2,,1,224
"De 45 a 49 años (018)",57,57,,6,7,13,17,9,4,1,,235
"De 50 y más años (019)",126,125,1,2,14,19,33,32,21,3,1,649
"Ocupada (020)",463,445,1,79,97,87,93,55,29,4,18,1576
"De 15 a 19 años (022)",4,4,,4,,,,,,,,4
"De 20 a 24 años (023)",37,31,,19,9,3,,,,,6,46
"De 25 a 29 años (024)",58,52,,21,14,14,3,,,,6,104
"De 30 a 34 años (025)",47,44,,10,15,9,9,1,,,3,114
