"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PACASMAYO (000)",31416,7012,11850,9917,872,889,876
"Conviviente (001)",10848,1691,4901,3505,314,254,183
"Separado(a) (002)",1478,296,438,548,27,16,153
"Casado(a) (003)",9835,2669,3076,3369,372,240,109
"Viudo(a) (004)",652,85,237,271,21,5,33
"Divorciado(a) (005)",134,39,30,51,9,2,3
"Soltero(a) (006)",8469,2232,3168,2173,129,372,395
"Hombres (008)",22701,4053,10401,7036,746,422,43
"Conviviente (009)",8452,1137,4299,2660,282,67,7
"Separado(a) (010)",598,82,269,218,18,9,2
"Casado(a) (011)",7352,1725,2790,2446,323,63,5
"Viudo(a) (012)",279,24,142,98,12,3,
"Divorciado(a) (013)",65,13,22,25,5,,
"Soltero(a) (014)",5955,1072,2879,1589,106,280,29
"Mujeres (016)",8715,2959,1449,2881,126,467,833
"Conviviente (017)",2396,554,602,845,32,187,176
"Separado(a) (018)",880,214,169,330,9,7,151
"Casado(a) (019)",2483,944,286,923,49,177,104
"Viudo(a) (020)",373,61,95,173,9,2,33
"Divorciado(a) (021)",69,26,8,26,4,2,3
"Soltero(a) (022)",2514,1160,289,584,23,92,366
,,,,,,,
"URBANA (024)",29256,6870,10364,9599,754,821,848
"Conviviente (025)",9987,1645,4272,3393,263,235,179
"Separado(a) (026)",1394,293,384,536,21,14,146
"Casado(a) (027)",9283,2629,2749,3244,324,230,107
"Viudo(a) (028)",611,84,214,257,18,5,33
"Divorciado(a) (029)",132,39,28,51,9,2,3
"Soltero(a) (030)",7849,2180,2717,2118,119,335,380
"Hombres (032)",20862,3955,9085,6775,633,373,41
"Conviviente (033)",7698,1098,3738,2563,232,61,6
"Separado(a) (034)",555,81,236,213,15,8,2
"Casado(a) (035)",6872,1696,2498,2340,276,57,5
"Viudo(a) (036)",249,24,126,87,9,3,
"Divorciado(a) (037)",63,13,20,25,5,,
"Soltero(a) (038)",5425,1043,2467,1547,96,244,28
"Mujeres (040)",8394,2915,1279,2824,121,448,807
"Conviviente (041)",2289,547,534,830,31,174,173
"Separado(a) (042)",839,212,148,323,6,6,144
"Casado(a) (043)",2411,933,251,904,48,173,102
"Viudo(a) (044)",362,60,88,170,9,2,33
"Divorciado(a) (045)",69,26,8,26,4,2,3
"Soltero(a) (046)",2424,1137,250,571,23,91,352
,,,,,,,
"RURAL (048)",2160,142,1486,318,118,68,28
"Conviviente (049)",861,46,629,112,51,19,4
"Separado(a) (050)",84,3,54,12,6,2,7
"Casado(a) (051)",552,40,327,125,48,10,2
"Viudo(a) (052)",41,1,23,14,3,,
"Divorciado(a) (053)",2,,2,,,,
"Soltero(a) (054)",620,52,451,55,10,37,15
"Hombres (056)",1839,98,1316,261,113,49,2
"Conviviente (057)",754,39,561,97,50,6,1
"Separado(a) (058)",43,1,33,5,3,1,
"Casado(a) (059)",480,29,292,106,47,6,
"Viudo(a) (060)",30,,16,11,3,,
"Divorciado(a) (061)",2,,2,,,,
"Soltero(a) (062)",530,29,412,42,10,36,1
"Mujeres (064)",321,44,170,57,5,19,26
"Conviviente (065)",107,7,68,15,1,13,3
"Separado(a) (066)",41,2,21,7,3,1,7
"Casado(a) (067)",72,11,35,19,1,4,2
"Viudo(a) (068)",11,1,7,3,,,
"Soltero(a) (070)",90,23,39,13,,1,14
