"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SIHUAS (000)",8239,1249,1341,4183,63,1268,135
"Conviviente (001)",2483,360,466,1369,18,251,19
"Separado(a) (002)",202,38,21,123,3,7,10
"Casado(a) (003)",3362,534,479,1862,29,429,29
"Viudo(a) (004)",360,19,35,271,3,25,7
"Divorciado(a) (005)",25,3,2,16,,2,2
"Soltero(a) (006)",1807,295,338,542,10,554,68
"Hombres (008)",5649,728,1074,3220,49,573,5
"Conviviente (009)",1832,222,385,1150,15,59,1
"Separado(a) (010)",53,10,8,32,1,2,
"Casado(a) (011)",2428,354,405,1564,24,81,
"Viudo(a) (012)",146,6,19,113,2,6,
"Divorciado(a) (013)",15,1,2,10,,2,
"Soltero(a) (014)",1175,135,255,351,7,423,4
"Mujeres (016)",2590,521,267,963,14,695,130
"Conviviente (017)",651,138,81,219,3,192,18
"Separado(a) (018)",149,28,13,91,2,5,10
"Casado(a) (019)",934,180,74,298,5,348,29
"Viudo(a) (020)",214,13,16,158,1,19,7
"Divorciado(a) (021)",10,2,,6,,,2
"Soltero(a) (022)",632,160,83,191,3,131,64
,,,,,,,
"URBANA (024)",2672,988,431,946,22,188,97
"Conviviente (025)",759,282,146,273,4,38,16
"Separado(a) (026)",91,36,10,35,2,,8
"Casado(a) (027)",1078,432,143,411,13,63,16
"Viudo(a) (028)",94,15,12,56,,6,5
"Divorciado(a) (029)",10,2,2,4,,,2
"Soltero(a) (030)",640,221,118,167,3,81,50
"Hombres (032)",1621,560,365,596,18,80,2
"Conviviente (033)",498,172,131,184,3,7,1
"Separado(a) (034)",23,10,4,8,1,,
"Casado(a) (035)",697,279,123,275,11,9,
"Viudo(a) (036)",34,5,8,21,,,
"Divorciado(a) (037)",4,1,2,1,,,
"Soltero(a) (038)",365,93,97,107,3,64,1
"Mujeres (040)",1051,428,66,350,4,108,95
"Conviviente (041)",261,110,15,89,1,31,15
"Separado(a) (042)",68,26,6,27,1,,8
"Casado(a) (043)",381,153,20,136,2,54,16
"Viudo(a) (044)",60,10,4,35,,6,5
"Divorciado(a) (045)",6,1,,3,,,2
"Soltero(a) (046)",275,128,21,60,,17,49
,,,,,,,
"RURAL (048)",5567,261,910,3237,41,1080,38
"Conviviente (049)",1724,78,320,1096,14,213,3
"Separado(a) (050)",111,2,11,88,1,7,2
"Casado(a) (051)",2284,102,336,1451,16,366,13
"Viudo(a) (052)",266,4,23,215,3,19,2
"Divorciado(a) (053)",15,1,,12,,2,
"Soltero(a) (054)",1167,74,220,375,7,473,18
"Hombres (056)",4028,168,709,2624,31,493,3
"Conviviente (057)",1334,50,254,966,12,52,
"Separado(a) (058)",30,,4,24,,2,
"Casado(a) (059)",1731,75,282,1289,13,72,
"Viudo(a) (060)",112,1,11,92,2,6,
"Divorciado(a) (061)",11,,,9,,2,
"Soltero(a) (062)",810,42,158,244,4,359,3
"Mujeres (064)",1539,93,201,613,10,587,35
"Conviviente (065)",390,28,66,130,2,161,3
"Separado(a) (066)",81,2,7,64,1,5,2
"Casado(a) (067)",553,27,54,162,3,294,13
"Viudo(a) (068)",154,3,12,123,1,13,2
"Divorciado(a) (069)",4,1,,3,,,
"Soltero(a) (070)",357,32,62,131,3,114,15
