"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia SAN IGNACIO",,,,,
"Viviendas particulares (001)",1695,228,240,467,760
"Ocupantes presentes (002)",7543,946,1035,2070,3492
"Casa independiente",,,,,
"Viviendas particulares (004)",1664,227,238,456,743
"Ocupantes presentes (005)",7434,945,1027,2033,3429
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",14,1,1,3,9
"Ocupantes presentes (011)",43,1,2,13,27
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",17,,1,8,8
"Ocupantes presentes (014)",66,,6,24,36
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",298,49,41,88,120
"Ocupantes presentes (029)",1140,141,159,350,490
"Casa independiente",,,,,
"Viviendas particulares (031)",267,48,39,77,103
"Ocupantes presentes (032)",1031,140,151,313,427
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",14,1,1,3,9
"Ocupantes presentes (038)",43,1,2,13,27
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",17,,1,8,8
"Ocupantes presentes (041)",66,,6,24,36
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",1397,179,199,379,640
"Ocupantes presentes (056)",6403,805,876,1720,3002
"Casa independiente",,,,,
"Viviendas particulares (058)",1397,179,199,379,640
"Ocupantes presentes (059)",6403,805,876,1720,3002
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
