"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia TAMBOPATA (000)",74893,1788,23375,23066,15582,8976,2106
"Jefe o Jefa (001)",19922,,95,4860,8121,5616,1230
"Esposa(o) / compañera(o) (002)",10836,,40,3643,4677,2162,314
"Hijo(a) / hijastro(a) (003)",29680,1287,18474,8970,831,118,
"Yerno / nuera (004)",983,,14,730,212,27,
"Nieto(a) (005)",2951,313,2313,313,12,,
"Padres / suegros (006)",673,,,1,42,254,376
"Otro(a) pariente (007)",6212,141,2025,2651,858,419,118
"Trabajador(a) del hogar (008)",206,,13,144,36,13,
"Pensionistas (009)",241,,12,134,63,27,5
"Otro(a) no pariente (010)",3189,47,389,1620,730,340,63
"Hombres (011)",38625,905,11882,11255,8005,5321,1257
"Jefe o Jefa (012)",13737,,43,2951,5604,4209,930
"Esposa(o) / compañera(o) (013)",1441,,29,451,597,311,53
"Hijo(a) / hijastro(a) (014)",15354,638,9450,4703,483,80,
"Yerno / nuera (015)",493,,6,316,149,22,
"Nieto(a) (016)",1518,174,1159,177,8,,
"Padres / suegros (017)",293,,,1,19,110,163
"Otro(a) pariente (018)",3422,66,980,1470,553,291,62
"Trabajador(a) del hogar (019)",55,,4,31,12,8,
"Pensionistas (020)",159,,8,86,42,19,4
"Otro(a) no pariente (021)",2153,27,203,1069,538,271,45
"Mujeres (022)",36268,883,11493,11811,7577,3655,849
"Jefe o Jefa (023)",6185,,52,1909,2517,1407,300
"Esposa(o) / compañera(o) (024)",9395,,11,3192,4080,1851,261
"Hijo(a) / hijastro(a) (025)",14326,649,9024,4267,348,38,
"Yerno / nuera (026)",490,,8,414,63,5,
"Nieto(a) (027)",1433,139,1154,136,4,,
"Padres / suegros (028)",380,,,,23,144,213
"Otro(a) pariente (029)",2790,75,1045,1181,305,128,56
"Trabajador(a) del hogar (030)",151,,9,113,24,5,
"Pensionistas (031)",82,,4,48,21,8,1
"Otro(a) no pariente (032)",1036,20,186,551,192,69,18
,,,,,,,
"URBANA (033)",62582,1495,19706,19336,13123,7385,1537
"Jefe o Jefa (034)",16624,,82,4092,6935,4655,860
"Esposa(o) / compañera(o) (035)",9003,,40,2992,3982,1765,224
"Hijo(a) / hijastro(a) (036)",25335,1095,15610,7834,702,94,
"Yerno / nuera (037)",815,,11,601,183,20,
"Nieto(a) (038)",2481,263,1951,256,11,,
"Padres / suegros (039)",581,,,1,39,223,318
"Otro(a) pariente (040)",5323,113,1719,2309,724,361,97
"Trabajador(a) del hogar (041)",153,,11,111,21,10,
"Pensionistas (042)",228,,11,128,58,27,4
"Otro(a) no pariente (043)",2039,24,271,1012,468,230,34
"Hombres (044)",31559,754,10057,9129,6499,4262,858
"Jefe o Jefa (045)",11031,,35,2384,4644,3366,602
"Esposa(o) / compañera(o) (046)",1249,,29,396,502,275,47
"Hijo(a) / hijastro(a) (047)",13057,544,8048,4014,390,61,
"Yerno / nuera (048)",394,,5,246,127,16,
"Nieto(a) (049)",1273,147,974,145,7,,
"Padres / suegros (050)",250,,,1,18,96,135
"Otro(a) pariente (051)",2872,49,819,1253,451,252,48
"Trabajador(a) del hogar (052)",37,,4,20,7,6,
"Pensionistas (053)",149,,8,80,39,19,3
"Otro(a) no pariente (054)",1247,14,135,590,314,171,23
"Mujeres (055)",31023,741,9649,10207,6624,3123,679
"Jefe o Jefa (056)",5593,,47,1708,2291,1289,258
"Esposa(o) / compañera(o) (057)",7754,,11,2596,3480,1490,177
"Hijo(a) / hijastro(a) (058)",12278,551,7562,3820,312,33,
"Yerno / nuera (059)",421,,6,355,56,4,
"Nieto(a) (060)",1208,116,977,111,4,,
"Padres / suegros (061)",331,,,,21,127,183
"Otro(a) pariente (062)",2451,64,900,1056,273,109,49
"Trabajador(a) del hogar (063)",116,,7,91,14,4,
"Pensionistas (064)",79,,3,48,19,8,1
"Otro(a) no pariente (065)",792,10,136,422,154,59,11
,,,,,,,
"RURAL (066)",12311,293,3669,3730,2459,1591,569
"Jefe o Jefa (067)",3298,,13,768,1186,961,370
"Esposa(o) / compañera(o) (068)",1833,,,651,695,397,90
"Hijo(a) / hijastro(a) (069)",4345,192,2864,1136,129,24,
"Yerno / nuera (070)",168,,3,129,29,7,
"Nieto(a) (071)",470,50,362,57,1,,
"Padres / suegros (072)",92,,,,3,31,58
"Otro(a) pariente (073)",889,28,306,342,134,58,21
"Trabajador(a) del hogar (074)",53,,2,33,15,3,
"Pensionistas (075)",13,,1,6,5,,1
"Otro(a) no pariente (076)",1150,23,118,608,262,110,29
"Hombres (077)",7066,151,1825,2126,1506,1059,399
"Jefe o Jefa (078)",2706,,8,567,960,843,328
"Esposa(o) / compañera(o) (079)",192,,,55,95,36,6
"Hijo(a) / hijastro(a) (080)",2297,94,1402,689,93,19,
"Yerno / nuera (081)",99,,1,70,22,6,
"Nieto(a) (082)",245,27,185,32,1,,
"Padres / suegros (083)",43,,,,1,14,28
"Otro(a) pariente (084)",550,17,161,217,102,39,14
"Trabajador(a) del hogar (085)",18,,,11,5,2,
"Pensionistas (086)",10,,,6,3,,1
"Otro(a) no pariente (087)",906,13,68,479,224,100,22
"Mujeres (088)",5245,142,1844,1604,953,532,170
"Jefe o Jefa (089)",592,,5,201,226,118,42
"Esposa(o) / compañera(o) (090)",1641,,,596,600,361,84
"Hijo(a) / hijastro(a) (091)",2048,98,1462,447,36,5,
"Yerno / nuera (092)",69,,2,59,7,1,
"Nieto(a) (093)",225,23,177,25,,,
"Padres / suegros (094)",49,,,,2,17,30
"Otro(a) pariente (095)",339,11,145,125,32,19,7
"Trabajador(a) del hogar (096)",35,,2,22,10,1,
"Pensionistas (097)",3,,1,,2,,
