"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia SANTA",,,,,,,,,
"Viviendas particulares (001)",89198,60060,12939,2541,780,11852,53,83,890
"Ocupantes presentes (002)",392074,273342,56192,10386,3009,44820,237,357,3731
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",83754,58331,12812,2284,752,8651,53,79,792
"Ocupantes presentes (005)",373504,267252,55700,9438,2940,34201,237,347,3389
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",954,927,7,16,1,,,3,
"Ocupantes presentes (008)",3342,3262,27,45,2,,,6,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",482,417,31,28,6,,,,
"Ocupantes presentes (011)",1734,1485,140,98,11,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",367,290,32,21,4,15,,,5
"Ocupantes presentes (014)",1408,1119,119,76,14,72,,,8
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",352,,46,,16,287,,1,2
"Ocupantes presentes (017)",1053,,170,,41,830,,4,8
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3155,,,182,,2891,,,82
"Ocupantes presentes (020)",10701,,,711,,9699,,,291
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",125,95,11,10,1,8,,,
"Ocupantes presentes (023)",297,224,36,18,1,18,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",9,,,,,,,,9
"Ocupantes presentes (026)",35,,,,,,,,35
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",82681,59271,8708,2434,414,10854,41,80,879
"Ocupantes presentes (029)",366116,270145,38708,10025,1644,41370,182,347,3695
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",77592,57544,8628,2177,402,7940,41,77,783
"Ocupantes presentes (032)",348607,264059,38390,9077,1616,31581,182,341,3361
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",954,927,7,16,1,,,3,
"Ocupantes presentes (035)",3342,3262,27,45,2,,,6,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",482,417,31,28,6,,,,
"Ocupantes presentes (038)",1734,1485,140,98,11,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",367,290,32,21,4,15,,,5
"Ocupantes presentes (041)",1408,1119,119,76,14,72,,,8
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3155,,,182,,2891,,,82
"Ocupantes presentes (047)",10701,,,711,,9699,,,291
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",122,93,10,10,1,8,,,
"Ocupantes presentes (050)",289,220,32,18,1,18,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",9,,,,,,,,9
"Ocupantes presentes (053)",35,,,,,,,,35
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",6517,789,4231,107,366,998,12,3,11
"Ocupantes presentes (056)",25958,3197,17484,361,1365,3450,55,10,36
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",6162,787,4184,107,350,711,12,2,9
"Ocupantes presentes (059)",24897,3193,17310,361,1324,2620,55,6,28
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",352,,46,,16,287,,1,2
"Ocupantes presentes (071)",1053,,170,,41,830,,4,8
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,2,1,,,,,,
"Ocupantes presentes (077)",8,4,4,,,,,,
"Otro tipo",,,,,,,,,
