"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ATALAYA (000)",646,191,455
"Sin nivel (001)",102,25,77
"Educación inicial (002)",6,1,5
"Primaria (003)",263,95,168
"Secundaria (004)",222,57,165
"Superior no univ. incompleta (005)",26,7,19
"Superior no univ. completa (006)",9,3,6
"Superior univ. incompleta (007)",5,1,4
"Superior univ. completa (008)",13,2,11
"De 14 a 29 años (010)",346,129,217
"Sin nivel (011)",42,14,28
"Educación inicial (012)",5,1,4
"Primaria (013)",143,65,78
"Secundaria (014)",125,39,86
"Superior no univ. incompleta (015)",15,6,9
"Superior no univ. completa (016)",6,1,5
"Superior univ. incompleta (017)",4,1,3
"Superior univ. completa (018)",6,2,4
"De 30 a 44 años (020)",203,47,156
"Sin nivel (021)",37,6,31
"Educación inicial (022)",1,,1
"Primaria (023)",70,23,47
"Secundaria (024)",77,15,62
"Superior no univ. incompleta (025)",7,1,6
"Superior no univ. completa (026)",3,2,1
"Superior univ. incompleta (027)",1,,1
"Superior univ. completa (028)",7,,7
"De 45 a 64 años (030)",86,15,71
"Sin nivel (031)",23,5,18
"Primaria (033)",42,7,35
"Secundaria (034)",17,3,14
"Superior no univ. incompleta (035)",4,,4
"De 65 y más años (040)",11,,11
"Primaria (043)",8,,8
"Secundaria (044)",3,,3
,,,
"AREA URBANA (050)",261,63,198
"Sin nivel (051)",10,1,9
"Educación inicial (052)",6,1,5
"Primaria (053)",73,20,53
"Secundaria (054)",126,31,95
"Superior no univ. incompleta (055)",20,5,15
"Superior no univ. completa (056)",8,2,6
"Superior univ. incompleta (057)",5,1,4
"Superior univ. completa (058)",13,2,11
"De 14 a 29 años (060)",132,45,87
"Sin nivel (061)",3,,3
"Educación inicial (062)",5,1,4
"Primaria (063)",25,15,10
"Secundaria (064)",71,21,50
"Superior no univ. incompleta (065)",12,4,8
"Superior no univ. completa (066)",6,1,5
"Superior univ. incompleta (067)",4,1,3
"Superior univ. completa (068)",6,2,4
"De 30 a 44 años (070)",80,14,66
"Sin nivel (071)",5,1,4
"Educación inicial (072)",1,,1
"Primaria (073)",20,3,17
"Secundaria (074)",39,8,31
"Superior no univ. incompleta (075)",5,1,4
"Superior no univ. completa (076)",2,1,1
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",7,,7
"De 45 a 64 años (080)",38,4,34
"Sin nivel (081)",2,,2
"Primaria (083)",20,2,18
"Secundaria (084)",13,2,11
"Superior no univ. incompleta (085)",3,,3
"De 65 y más años (090)",11,,11
"Primaria (093)",8,,8
"Secundaria (094)",3,,3
,,,
"AREA RURAL (100)",385,128,257
"Sin nivel (101)",92,24,68
"Primaria (103)",190,75,115
"Secundaria (104)",96,26,70
"Superior no univ. incompleta (105)",6,2,4
"Superior no univ. completa (106)",1,1,
"De 14 a 29 años (110)",214,84,130
"Sin nivel (111)",39,14,25
"Primaria (113)",118,50,68
"Secundaria (114)",54,18,36
"Superior no univ. incompleta (115)",3,2,1
"De 30 a 44 años (120)",123,33,90
"Sin nivel (121)",32,5,27
"Primaria (123)",50,20,30
"Secundaria (124)",38,7,31
"Superior no univ. incompleta (125)",2,,2
"Superior no univ. completa (126)",1,1,
"De 45 a 64 años (130)",48,11,37
"Sin nivel (131)",21,5,16
"Primaria (133)",22,5,17
"Secundaria (134)",4,1,3
"Superior no univ. incompleta (135)",1,,1
