"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CAMANA (000)",47222,5732,7108,2552,31950
"Hombres (001)",24736,2509,3429,1462,17402
"Mujeres (002)",22486,3223,3679,1090,14548
"PEA (003)",23206,1016,3446,1327,17488
"Hombres (004)",15565,460,1994,948,12208
"Mujeres (005)",7641,556,1452,379,5280
"Ocupada (006)",22182,962,3388,1313,16590
"Hombres (007)",14895,435,1961,939,11605
"Mujeres (008)",7287,527,1427,374,4985
"Desocupada (009)",1024,54,58,14,898
"Hombres (010)",670,25,33,9,603
"Mujeres (011)",354,29,25,5,295
"No PEA (012)",24016,4716,3662,1225,14462
"Hombres (013)",9171,2049,1435,514,5194
"Mujeres (014)",14845,2667,2227,711,9268
,,,,,
"URBANA (018)",39943,4955,6758,2379,25966
"Hombres (019)",20233,2165,3223,1342,13567
"Mujeres (020)",19710,2790,3535,1037,12399
"PEA (021)",18855,912,3265,1211,13536
"Hombres (022)",12040,413,1862,845,8964
"Mujeres (023)",6815,499,1403,366,4572
"Ocupada (024)",17888,864,3212,1197,12684
"Hombres (025)",11415,392,1832,836,8399
"Mujeres (026)",6473,472,1380,361,4285
"Desocupada (027)",967,48,53,14,852
"Hombres (028)",625,21,30,9,565
"Mujeres (029)",342,27,23,5,287
"No PEA (030)",21088,4043,3493,1168,12430
"Hombres (031)",8193,1752,1361,497,4603
"Mujeres (032)",12895,2291,2132,671,7827
,,,,,
"RURAL (036)",7279,777,350,173,5984
"Hombres (037)",4503,344,206,120,3835
"Mujeres (038)",2776,433,144,53,2149
"PEA (039)",4351,104,181,116,3952
"Hombres (040)",3525,47,132,103,3244
"Mujeres (041)",826,57,49,13,708
"Ocupada (042)",4294,98,176,116,3906
"Hombres (043)",3480,43,129,103,3206
"Mujeres (044)",814,55,47,13,700
"Desocupada (045)",57,6,5,,46
"Hombres (046)",45,4,3,,38
"Mujeres (047)",12,2,2,,8
"No PEA (048)",2928,673,169,57,2032
"Hombres (049)",978,297,74,17,591
"Mujeres (050)",1950,376,95,40,1441
