"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",333,10,102,117,94,10
"Hogares privados con servicio doméstico (041)",27,3,13,7,3,1
"Actividad economica no especificada (043)",390,8,145,108,104,25
"Mujeres (045)",7352,239,2217,2821,1777,298
"Agric., ganadería, caza y silvicultura (046)",2091,153,655,669,484,130
"Pesca (047)",2,,2,,,
"Explotación de minas y canteras (048)",1,,1,,,
"Industrias manufactureras (049)",392,26,118,115,110,23
"Suministro de electricidad, gas y agua (050)",4,1,2,1,,
"Construcción (051)",18,,8,6,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",1509,22,383,610,415,79
"Venta, mant.y rep. veh.autom.y motoc. (053)",16,,13,3,,
"Comercio al por mayor (054)",62,2,21,24,12,3
"Comercio al por menor (055)",1431,20,349,583,403,76
"Hoteles y restaurantes (056)",413,10,107,164,119,13
"Trans., almac. y comunicaciones (057)",107,3,64,25,15,
"Intermediación financiera (058)",20,,9,10,1,
"Activid.inmobil., empres. y alquileres (059)",132,,53,52,25,2
"Admin.pub. y defensa; p. segur.soc.afil (060)",187,,45,85,57,
"Enseñanza (061)",912,1,227,455,224,5
"Servicios sociales y de salud (062)",309,,91,144,73,1
"Otras activ. serv.comun.soc y personales (063)",208,3,49,95,51,10
"Hogares privados con servicio doméstico (064)",647,17,281,225,109,15
"Actividad economica no especificada (066)",400,3,122,165,90,20
,,,,,,
"URBANA (067)",16133,202,4660,5983,4532,756
"Agric., ganadería, caza y silvicultura (068)",4525,76,1168,1442,1466,373
"Pesca (069)",5,,1,2,2,
"Explotación de minas y canteras (070)",17,1,7,3,5,1
"Industrias manufactureras (071)",932,10,350,280,250,42
"Suministro de electricidad, gas y agua (072)",59,3,10,18,26,2
"Construcción (073)",1018,7,328,376,272,35
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",2904,55,832,1071,785,161
"Venta, mant.y rep. veh.autom.y motoc. (075)",301,1,113,101,76,10
"Comercio al por mayor (076)",152,4,53,57,29,9
"Comercio al por menor (077)",2451,50,666,913,680,142
"Hoteles y restaurantes (078)",512,12,135,203,145,17
"Trans., almac. y comunicaciones (079)",1599,5,638,600,331,25
"Intermediación financiera (080)",52,,26,21,4,1
"Activid.inmobil., empres. y alquileres (081)",494,1,156,206,118,13
"Admin.pub. y defensa; p. segur.soc.afil (082)",697,,109,348,235,5
"Enseñanza (083)",1424,,287,680,442,15
"Servicios sociales y de salud (084)",418,,107,188,113,10
"Otras activ. serv.comun.soc y personales (085)",465,10,133,182,123,17
"Hogares privados con servicio doméstico (086)",563,14,235,205,98,11
"Actividad economica no especificada (088)",449,8,138,158,117,28
"Hombres (089)",11363,145,3307,4012,3302,597
"Agric., ganadería, caza y silvicultura (090)",4221,65,1080,1343,1380,353
"Pesca (091)",4,,,2,2,
"Explotación de minas y canteras (092)",17,1,7,3,5,1
"Industrias manufactureras (093)",710,10,289,211,169,31
"Suministro de electricidad, gas y agua (094)",55,2,8,17,26,2
"Construcción (095)",1004,7,323,370,269,35
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",1556,36,497,519,417,87
"Venta, mant.y rep. veh.autom.y motoc. (097)",285,1,100,98,76,10
"Comercio al por mayor (098)",96,2,36,34,17,7
"Comercio al por menor (099)",1175,33,361,387,324,70
"Hoteles y restaurantes (100)",120,2,33,48,32,5
"Trans., almac. y comunicaciones (101)",1507,5,583,578,316,25
"Intermediación financiera (102)",32,,17,11,3,1
"Activid.inmobil., empres. y alquileres (103)",368,1,107,156,93,11
"Admin.pub. y defensa; p. segur.soc.afil (104)",521,,69,268,179,5
"Enseñanza (105)",616,,98,277,231,10
"Servicios sociales y de salud (106)",131,,28,53,41,9
"Otras activ. serv.comun.soc y personales (107)",275,9,89,94,75,8
"Hogares privados con servicio doméstico (108)",17,1,11,4,1,
"Actividad economica no especificada (110)",209,6,68,58,63,14
"Mujeres (112)",4770,57,1353,1971,1230,159
"Agric., ganadería, caza y silvicultura (113)",304,11,88,99,86,20
"Pesca (114)",1,,1,,,
"Industrias manufactureras (116)",222,,61,69,81,11
"Suministro de electricidad, gas y agua (117)",4,1,2,1,,
"Construcción (118)",14,,5,6,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",1348,19,335,552,368,74
"Venta, mant.y rep. veh.autom.y motoc. (120)",16,,13,3,,
"Comercio al por mayor (121)",56,2,17,23,12,2
"Comercio al por menor (122)",1276,17,305,526,356,72
"Hoteles y restaurantes (123)",392,10,102,155,113,12
"Trans., almac. y comunicaciones (124)",92,,55,22,15,
"Intermediación financiera (125)",20,,9,10,1,
"Activid.inmobil., empres. y alquileres (126)",126,,49,50,25,2
"Admin.pub. y defensa; p. segur.soc.afil (127)",176,,40,80,56,
"Enseñanza (128)",808,,189,403,211,5
"Servicios sociales y de salud (129)",287,,79,135,72,1
"Otras activ. serv.comun.soc y personales (130)",190,1,44,88,48,9
"Hogares privados con servicio doméstico (131)",546,13,224,201,97,11
"Actividad economica no especificada (133)",240,2,70,100,54,14
,,,,,,
"RURAL (134)",11822,457,4053,3788,2771,753
"Agric., ganadería, caza y silvicultura (135)",9859,401,3299,3091,2376,692
"Pesca (136)",5,,3,1,1,
"Explotación de minas y canteras (137)",56,,22,20,12,2
"Industrias manufactureras (138)",250,27,90,71,46,16
"Suministro de electricidad, gas y agua (139)",4,,2,,2,
"Construcción (140)",134,2,53,49,28,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",325,9,118,108,80,10
"Venta, mant.y rep. veh.autom.y motoc. (142)",29,,22,2,4,1
"Comercio al por mayor (143)",16,,7,7,1,1
"Comercio al por menor (144)",280,9,89,99,75,8
"Hoteles y restaurantes (145)",34,1,15,10,7,1
"Trans., almac. y comunicaciones (146)",212,4,93,78,34,3
"Activid.inmobil., empres. y alquileres (148)",35,,15,12,8,
"Admin.pub. y defensa; p. segur.soc.afil (149)",42,,10,21,10,1
"Enseñanza (150)",292,1,109,133,48,1
"Servicios sociales y de salud (151)",46,,18,22,6,
"Otras activ. serv.comun.soc y personales (152)",76,3,18,30,22,3
"Hogares privados con servicio doméstico (153)",111,6,59,27,14,5
"Actividad economica no especificada (155)",341,3,129,115,77,17
"Hombres (156)",9240,275,3189,2938,2224,614
"Agric., ganadería, caza y silvicultura (157)",8072,259,2732,2521,1978,582
"Pesca (158)",4,,2,1,1,
"Explotación de minas y canteras (159)",55,,21,20,12,2
"Industrias manufactureras (160)",80,1,33,25,17,4
"Suministro de electricidad, gas y agua (161)",4,,2,,2,
"Construcción (162)",130,2,50,49,27,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",164,6,70,50,33,5
"Venta, mant.y rep. veh.autom.y motoc. (164)",29,,22,2,4,1
"Comercio al por mayor (165)",10,,3,6,1,
"Comercio al por menor (166)",125,6,45,42,28,4
"Hoteles y restaurantes (167)",13,1,10,1,1,
"Trans., almac. y comunicaciones (168)",197,1,84,75,34,3
"Activid.inmobil., empres. y alquileres (170)",29,,11,10,8,
"Admin.pub. y defensa; p. segur.soc.afil (171)",31,,5,16,9,1
"Enseñanza (172)",188,,71,81,35,1
"Servicios sociales y de salud (173)",24,,6,13,5,
"Otras activ. serv.comun.soc y personales (174)",58,1,13,23,19,2
"Hogares privados con servicio doméstico (175)",10,2,2,3,2,1
"Actividad economica no especificada (177)",181,2,77,50,41,11
"Mujeres (179)",2582,182,864,850,547,139
"Agric., ganadería, caza y silvicultura (180)",1787,142,567,570,398,110
"Pesca (181)",1,,1,,,
"Explotación de minas y canteras (182)",1,,1,,,
"Industrias manufactureras (183)",170,26,57,46,29,12
"Construcción (185)",4,,3,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",161,3,48,58,47,5
"Comercio al por mayor (188)",6,,4,1,,1
"Comercio al por menor (189)",155,3,44,57,47,4
"Hoteles y restaurantes (190)",21,,5,9,6,1
"Trans., almac. y comunicaciones (191)",15,3,9,3,,
"Activid.inmobil., empres. y alquileres (193)",6,,4,2,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",11,,5,5,1,
"Enseñanza (195)",104,1,38,52,13,
"Servicios sociales y de salud (196)",22,,12,9,1,
"Otras activ. serv.comun.soc y personales (197)",18,2,5,7,3,1
"Hogares privados con servicio doméstico (198)",101,4,57,24,12,4
"Actividad economica no especificada (200)",160,1,52,65,36,6
