"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia LAMPA",,,,,
"Viviendas particulares (001)",233,52,17,48,116
"Ocupantes presentes (002)",922,175,92,190,465
"Casa independiente",,,,,
"Viviendas particulares (004)",230,52,17,48,113
"Ocupantes presentes (005)",915,175,92,190,458
"Departamento en edificio",,,,,
"Viviendas particulares (007)",1,,,,1
"Ocupantes presentes (008)",4,,,,4
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (016)",2,,,,2
"Ocupantes presentes (017)",3,,,,3
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",218,51,17,40,110
"Ocupantes presentes (029)",874,169,92,161,452
"Casa independiente",,,,,
"Viviendas particulares (031)",217,51,17,40,109
"Ocupantes presentes (032)",870,169,92,161,448
"Departamento en edificio",,,,,
"Viviendas particulares (034)",1,,,,1
"Ocupantes presentes (035)",4,,,,4
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",15,1,,8,6
"Ocupantes presentes (056)",48,6,,29,13
"Casa independiente",,,,,
"Viviendas particulares (058)",13,1,,8,4
"Ocupantes presentes (059)",45,6,,29,10
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",2,,,,2
"Ocupantes presentes (071)",3,,,,3
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
