"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia MARAÑON (000)",6142,82,2938,1912,398,102,47,23,2,,638
"Sin Nivel (001)",2285,29,986,782,171,53,31,12,1,,220
"Educación Inicial (002)",13,,8,1,1,,,,,,3
"Primaria (003)",2639,37,1444,746,127,28,9,8,1,,239
"Secundaria (004)",873,15,425,257,52,7,4,1,,,112
"Sup. no Univ. Incompleta (005)",39,,10,16,3,,,,,,10
"Sup. no Univ. Completa (006)",151,1,34,72,18,7,2,1,,,16
"Sup. Univ. Incompleta (007)",56,,16,18,4,2,,,,,16
"Sup. Univ. Completa (008)",86,,15,20,22,5,1,1,,,22
,,,,,,,,,,,
"URBANA (010)",962,10,397,317,86,21,10,8,1,,112
"Sin Nivel (011)",199,,77,70,15,9,4,3,1,,20
"Educación Inicial (012)",1,,1,,,,,,,,
"Primaria (013)",329,5,175,94,17,3,1,3,,,31
"Secundaria (014)",221,5,94,71,20,2,3,1,,,25
"Sup. no Univ. Incompleta (015)",20,,6,9,3,,,,,,2
"Sup. no Univ. Completa (016)",92,,21,47,11,2,2,1,,,8
"Sup. Univ. Incompleta (017)",36,,11,12,3,2,,,,,8
"Sup. Univ. Completa (018)",64,,12,14,17,3,,,,,18
,,,,,,,,,,,
"RURAL (020)",5180,72,2541,1595,312,81,37,15,1,,526
"Sin Nivel (021)",2086,29,909,712,156,44,27,9,,,200
"Educación Inicial (022)",12,,7,1,1,,,,,,3
"Primaria (023)",2310,32,1269,652,110,25,8,5,1,,208
"Secundaria (024)",652,10,331,186,32,5,1,,,,87
"Sup. no Univ. Incompleta (025)",19,,4,7,,,,,,,8
"Sup. no Univ. Completa (026)",59,1,13,25,7,5,,,,,8
"Sup. Univ. Incompleta (027)",20,,5,6,1,,,,,,8
"Sup. Univ. Completa (028)",22,,3,6,5,2,1,1,,,4
