"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia TOCACHE",,,,,,,,,
"Viviendas particulares (001)",17513,6127,5279,2963,1682,699,336,132,295
"Ocupantes presentes (002)",68768,19059,20932,13224,8042,3506,1761,696,1548
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",12919,3571,3947,2528,1530,639,321,115,268
"Ocupantes presentes (005)",52925,11633,15863,11242,7284,3158,1679,623,1443
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",61,28,9,7,2,4,3,1,7
"Ocupantes presentes (008)",158,65,21,27,12,15,3,6,9
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",801,519,118,57,33,26,12,16,20
"Ocupantes presentes (011)",2498,1328,379,257,151,141,79,67,96
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",285,183,56,26,10,10,,,
"Ocupantes presentes (014)",948,446,263,122,55,62,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",3360,1770,1129,340,102,19,,,
"Ocupantes presentes (017)",11960,5430,4331,1552,521,126,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",43,23,12,4,3,1,,,
"Ocupantes presentes (020)",156,73,46,18,15,4,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",34,23,8,1,2,,,,
"Ocupantes presentes (023)",98,59,29,6,4,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",10,10,,,,,,,
"Ocupantes presentes (026)",25,25,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",8446,2510,2178,1615,1069,480,263,113,218
"Ocupantes presentes (029)",34110,7792,8724,7160,5039,2348,1360,591,1096
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",7230,1740,1976,1520,1020,439,248,96,191
"Ocupantes presentes (032)",30268,5832,7990,6730,4803,2126,1278,518,991
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",61,28,9,7,2,4,3,1,7
"Ocupantes presentes (035)",158,65,21,27,12,15,3,6,9
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",801,519,118,57,33,26,12,16,20
"Ocupantes presentes (038)",2498,1328,379,257,151,141,79,67,96
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",285,183,56,26,10,10,,,
"Ocupantes presentes (041)",948,446,263,122,55,62,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",43,23,12,4,3,1,,,
"Ocupantes presentes (047)",156,73,46,18,15,4,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",22,13,7,1,1,,,,
"Ocupantes presentes (050)",68,34,25,6,3,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",4,4,,,,,,,
"Ocupantes presentes (053)",14,14,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",9067,3617,3101,1348,613,219,73,19,77
"Ocupantes presentes (056)",34658,11267,12208,6064,3003,1158,401,105,452
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",5689,1831,1971,1008,510,200,73,19,77
"Ocupantes presentes (059)",22657,5801,7873,4512,2481,1032,401,105,452
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",3360,1770,1129,340,102,19,,,
"Ocupantes presentes (071)",11960,5430,4331,1552,521,126,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",12,10,1,,1,,,,
"Ocupantes presentes (077)",30,25,4,,1,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",6,6,,,,,,,
"Ocupantes presentes (080)",11,11,,,,,,,
