"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia CASTROVIRREYNA",,,
"Viviendas particulares (001)",1294,1189,105
"Ocupantes presentes (002)",4168,3753,415
"Casa independiente",,,
"Viviendas particulares (004)",1232,1135,97
"Ocupantes presentes (005)",3999,3615,384
"Departamento en edificio",,,
"Viviendas particulares (007)",2,2,
"Ocupantes presentes (008)",4,4,
"Vivienda en quinta",,,
"Viviendas particulares (010)",7,7,
"Ocupantes presentes (011)",12,12,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",38,38,
"Ocupantes presentes (014)",101,101,
"Choza o cabaña",,,
"Viviendas particulares (016)",9,2,7
"Ocupantes presentes (017)",36,8,28
"Vivienda improvisada",,,
"Viviendas particulares (019)",1,1,
"Ocupantes presentes (020)",6,6,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",4,4,
"Ocupantes presentes (023)",7,7,
"Otro tipo",,,
"Viviendas particulares (025)",1,,1
"Ocupantes presentes (026)",3,,3
,,,
URBANA,,,
"Viviendas particulares (028)",795,783,12
"Ocupantes presentes (029)",2492,2453,39
"Casa independiente",,,
"Viviendas particulares (031)",744,732,12
"Ocupantes presentes (032)",2363,2324,39
"Departamento en edificio",,,
"Viviendas particulares (034)",2,2,
"Ocupantes presentes (035)",4,4,
"Vivienda en quinta",,,
"Viviendas particulares (037)",7,7,
"Ocupantes presentes (038)",12,12,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",38,38,
"Ocupantes presentes (041)",101,101,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",1,1,
"Ocupantes presentes (047)",6,6,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",3,3,
"Ocupantes presentes (050)",6,6,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",499,406,93
"Ocupantes presentes (056)",1676,1300,376
"Casa independiente",,,
"Viviendas particulares (058)",488,403,85
"Ocupantes presentes (059)",1636,1291,345
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",9,2,7
"Ocupantes presentes (071)",36,8,28
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,1,
"Ocupantes presentes (077)",1,1,
"Otro tipo",,,
"Viviendas particulares (079)",1,,1
"Ocupantes presentes (080)",3,,3
