"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia PUERTO INCA",,,,,,
"Viviendas particulares (001)",7097,7032,52,10,3,
"Ocupantes presentes (002)",30810,30129,491,137,53,
"Casa independiente",,,,,,
"Viviendas particulares (004)",4511,4460,39,9,3,
"Ocupantes presentes (005)",19746,19226,354,113,53,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",6,6,,,,
"Ocupantes presentes (011)",11,11,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",13,13,,,,
"Ocupantes presentes (014)",41,41,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",2546,2533,12,1,,
"Ocupantes presentes (017)",10944,10789,131,24,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",8,7,1,,,
"Ocupantes presentes (020)",31,25,6,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",7,7,,,,
"Ocupantes presentes (023)",19,19,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",6,6,,,,
"Ocupantes presentes (026)",18,18,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",1338,1292,35,8,3,
"Ocupantes presentes (029)",5982,5504,321,104,53,
"Casa independiente",,,,,,
"Viviendas particulares (031)",1309,1264,34,8,3,
"Ocupantes presentes (032)",5886,5414,315,104,53,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",6,6,,,,
"Ocupantes presentes (038)",11,11,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",13,13,,,,
"Ocupantes presentes (041)",41,41,,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",8,7,1,,,
"Ocupantes presentes (047)",31,25,6,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",2,2,,,,
"Ocupantes presentes (050)",13,13,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",5759,5740,17,2,,
"Ocupantes presentes (056)",24828,24625,170,33,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",3202,3196,5,1,,
"Ocupantes presentes (059)",13860,13812,39,9,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",2546,2533,12,1,,
"Ocupantes presentes (071)",10944,10789,131,24,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",5,5,,,,
"Ocupantes presentes (077)",6,6,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",6,6,,,,
"Ocupantes presentes (080)",18,18,,,,
