"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia DATEM DEL MARAÑON (000)",16175,1166,6751,4981,2811,466
"Empleado (001)",1374,15,467,673,216,3
"Obrero (002)",1609,104,811,437,221,36
"Trabajador independiente (003)",7771,13,2801,2743,1851,363
"Empleador o patrono (004)",103,,40,34,27,2
"Trabajador familiar no remunerado (005)",4794,982,2320,994,445,53
"Trabajador del hogar (006)",199,23,131,25,17,3
"Desocupado (008)",325,29,181,75,34,6
"Hombres (009)",10026,596,3911,3252,1930,337
"Empleado (010)",966,7,281,488,189,1
"Obrero (011)",1150,66,579,316,160,29
"Trabajador independiente (012)",5869,6,1984,2154,1445,280
"Empleador o patrono (013)",67,,21,22,23,1
"Trabajador familiar no remunerado (014)",1682,495,884,201,82,20
"Trabajador del hogar (015)",20,2,16,1,1,
"Desocupado (017)",272,20,146,70,30,6
"Mujeres (018)",6149,570,2840,1729,881,129
"Empleado (019)",408,8,186,185,27,2
"Obrero (020)",459,38,232,121,61,7
"Trabajador independiente (021)",1902,7,817,589,406,83
"Empleador o patrono (022)",36,,19,12,4,1
"Trabajador familiar no remunerado (023)",3112,487,1436,793,363,33
"Trabajador del hogar (024)",179,21,115,24,16,3
"Desocupado (026)",53,9,35,5,4,
,,,,,,
"URBANA (027)",4278,201,1633,1458,858,128
"Empleado (028)",788,15,274,373,123,3
"Obrero (029)",569,23,291,170,75,10
"Trabajador independiente (030)",1902,10,575,703,519,95
"Empleador o patrono (031)",60,,18,26,16,
"Trabajador familiar no remunerado (032)",649,124,289,133,91,12
"Trabajador del hogar (033)",148,16,100,21,9,2
"Desocupado (035)",162,13,86,32,25,6
"Hombres (036)",2759,109,1013,942,593,102
"Empleado (037)",500,7,154,239,99,1
"Obrero (038)",478,19,246,141,63,9
"Trabajador independiente (039)",1331,6,375,490,378,82
"Empleador o patrono (040)",45,,13,18,14,
"Trabajador familiar no remunerado (041)",262,68,147,25,18,4
"Trabajador del hogar (042)",16,1,15,,,
"Desocupado (044)",127,8,63,29,21,6
"Mujeres (045)",1519,92,620,516,265,26
"Empleado (046)",288,8,120,134,24,2
"Obrero (047)",91,4,45,29,12,1
"Trabajador independiente (048)",571,4,200,213,141,13
"Empleador o patrono (049)",15,,5,8,2,
"Trabajador familiar no remunerado (050)",387,56,142,108,73,8
"Trabajador del hogar (051)",132,15,85,21,9,2
"Desocupado (053)",35,5,23,3,4,
,,,,,,
"RURAL (054)",11897,965,5118,3523,1953,338
"Empleado (055)",586,,193,300,93,
"Obrero (056)",1040,81,520,267,146,26
"Trabajador independiente (057)",5869,3,2226,2040,1332,268
"Empleador o patrono (058)",43,,22,8,11,2
"Trabajador familiar no remunerado (059)",4145,858,2031,861,354,41
"Trabajador del hogar (060)",51,7,31,4,8,1
"Desocupado (062)",163,16,95,43,9,
"Hombres (063)",7267,487,2898,2310,1337,235
"Empleado (064)",466,,127,249,90,
"Obrero (065)",672,47,333,175,97,20
"Trabajador independiente (066)",4538,,1609,1664,1067,198
"Empleador o patrono (067)",22,,8,4,9,1
"Trabajador familiar no remunerado (068)",1420,427,737,176,64,16
"Trabajador del hogar (069)",4,1,1,1,1,
"Desocupado (071)",145,12,83,41,9,
"Mujeres (072)",4630,478,2220,1213,616,103
"Empleado (073)",120,,66,51,3,
"Obrero (074)",368,34,187,92,49,6
"Trabajador independiente (075)",1331,3,617,376,265,70
"Empleador o patrono (076)",21,,14,4,2,1
"Trabajador familiar no remunerado (077)",2725,431,1294,685,290,25
"Trabajador del hogar (078)",47,6,30,3,7,1
"Desocupado (080)",18,4,12,2,,
