"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANCA SANCOS (000)",9770,1709,231,4458,2439,180,362,121,270
"Jefe o Jefa (001)",3506,595,4,1484,889,93,212,69,160
"Esposa(o)/ compa¤era(o) (002)",1518,309,5,762,300,40,67,10,25
"Hijo(a)/ hijastro(a) (003)",3743,556,190,1802,1051,27,46,33,38
"Yerno/ nuera (004)",72,4,,24,32,2,5,,5
"Nieto(a) (005)",303,87,21,142,47,3,,1,2
"Padres/ suegros (006)",108,69,,37,1,,,1,
"Otro(a) pariente (007)",374,75,10,161,87,8,19,3,11
"Trabajador(a) del hogar (008)",9,1,,4,2,1,,,1
"Otro(a) no pariente (010)",137,13,1,42,30,6,13,4,28
"Hombres (012)",4685,454,102,2037,1489,104,206,98,195
"Jefe o Jefa (013)",2170,117,,914,707,74,159,61,138
"Esposa(o)/ compa¤era(o) (014)",88,5,,38,30,3,5,3,4
"Hijo(a)/ hijastro(a) (015)",1941,266,83,882,621,16,23,26,24
"Yerno/ nuera (016)",31,3,,4,18,1,1,,4
"Nieto(a) (017)",154,36,12,70,33,1,,1,1
"Padres/ suegros (018)",22,6,,15,,,,1,
"Otro(a) pariente (019)",198,18,7,87,57,6,10,3,10
"Trabajador(a) del hogar (020)",1,,,,1,,,,
"Otro(a) no pariente (022)",80,3,,27,22,3,8,3,14
"Mujeres (024)",5085,1255,129,2421,950,76,156,23,75
"Jefe o Jefa (025)",1336,478,4,570,182,19,53,8,22
"Esposa(o)/ compa¤era(o) (026)",1430,304,5,724,270,37,62,7,21
"Hijo(a)/ hijastro(a) (027)",1802,290,107,920,430,11,23,7,14
"Yerno/ nuera (028)",41,1,,20,14,1,4,,1
"Nieto(a) (029)",149,51,9,72,14,2,,,1
"Padres/ suegros (030)",86,63,,22,1,,,,
"Otro(a) pariente (031)",176,57,3,74,30,2,9,,1
"Trabajador(a) del hogar (032)",8,1,,4,1,1,,,1
"Otro(a) no pariente (034)",57,10,1,15,8,3,5,1,14
,,,,,,,,,
"URBANA (036)",6618,934,175,2905,1813,144,318,81,248
"Jefe o Jefa (037)",2221,287,2,884,615,71,178,40,144
"Esposa(o)/ compa¤era(o) (038)",1048,146,4,518,249,34,63,9,25
"Hijo(a)/ hijastro(a) (039)",2613,336,146,1212,793,21,42,26,37
"Yerno/ nuera (040)",48,1,,13,22,2,5,,5
"Nieto(a) (041)",229,61,16,106,40,3,,1,2
"Padres/ suegros (042)",84,48,,34,1,,,1,
"Otro(a) pariente (043)",255,45,6,101,67,7,18,,11
"Trabajador(a) del hogar (044)",7,1,,4,1,1,,,
"Otro(a) no pariente (046)",113,9,1,33,25,5,12,4,24
"Hombres (048)",3194,254,78,1297,1070,78,173,64,180
"Jefe o Jefa (049)",1392,48,,514,482,55,132,36,125
"Esposa(o)/ compa¤era(o) (050)",54,1,,19,21,2,4,3,4
"Hijo(a)/ hijastro(a) (051)",1376,160,64,610,468,12,19,20,23
"Yerno/ nuera (052)",20,,,2,12,1,1,,4
