"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia RIOJA (000)",104454,2292,37043,28556,20176,12502,3885
"Jefe o Jefa (001)",24912,,46,4835,10091,7623,2317
"Esposa(o) / compañera(o) (002)",17289,,50,5861,7024,3665,689
"Hijo(a) / hijastro(a) (003)",47155,1722,30776,12930,1508,212,7
"Yerno / nuera (004)",1157,,36,868,219,34,
"Nieto(a) (005)",4341,388,3370,559,24,,
"Padres / suegros (006)",979,,,1,29,315,634
"Otro(a) pariente (007)",6932,167,2543,2571,968,491,192
"Trabajador(a) del hogar (008)",198,,25,150,14,6,3
"Pensionistas (009)",113,,5,68,20,16,4
"Otro(a) no pariente (010)",1378,15,192,713,279,140,39
"Hombres (011)",53983,1151,18950,14489,10378,6955,2060
"Jefe o Jefa (012)",19869,,18,3849,8230,6101,1671
"Esposa(o) / compañera(o) (013)",772,,24,257,271,174,46
"Hijo(a) / hijastro(a) (014)",25265,856,15745,7639,897,125,3
"Yerno / nuera (015)",506,,11,318,148,29,
"Nieto(a) (016)",2293,198,1741,339,15,,
"Padres / suegros (017)",330,,,1,8,108,213
"Otro(a) pariente (018)",4024,89,1317,1623,599,298,98
"Trabajador(a) del hogar (019)",25,,2,16,2,4,1
"Pensionistas (020)",83,,3,47,16,13,4
"Otro(a) no pariente (021)",816,8,89,400,192,103,24
"Mujeres (022)",50471,1141,18093,14067,9798,5547,1825
"Jefe o Jefa (023)",5043,,28,986,1861,1522,646
"Esposa(o) / compañera(o) (024)",16517,,26,5604,6753,3491,643
"Hijo(a) / hijastro(a) (025)",21890,866,15031,5291,611,87,4
"Yerno / nuera (026)",651,,25,550,71,5,
"Nieto(a) (027)",2048,190,1629,220,9,,
"Padres / suegros (028)",649,,,,21,207,421
"Otro(a) pariente (029)",2908,78,1226,948,369,193,94
"Trabajador(a) del hogar (030)",173,,23,134,12,2,2
"Pensionistas (031)",30,,2,21,4,3,
"Otro(a) no pariente (032)",562,7,103,313,87,37,15
,,,,,,,
"URBANA (033)",74824,1564,25373,20341,15336,9317,2893
"Jefe o Jefa (034)",18389,,39,3268,7666,5711,1705
"Esposa(o) / compañera(o) (035)",12282,,34,3804,5272,2658,514
"Hijo(a) / hijastro(a) (036)",32889,1148,20837,9540,1181,177,6
"Yerno / nuera (037)",860,,24,624,183,29,
"Nieto(a) (038)",3233,285,2491,439,18,,
"Padres / suegros (039)",755,,,1,20,237,497
"Otro(a) pariente (040)",4974,117,1762,1866,730,369,130
"Trabajador(a) del hogar (041)",187,,21,144,13,6,3
"Pensionistas (042)",98,,4,58,16,16,4
"Otro(a) no pariente (043)",1157,14,161,597,237,114,34
"Hombres (044)",38148,786,12882,10084,7723,5186,1487
"Jefe o Jefa (045)",14261,,16,2466,6077,4507,1195
"Esposa(o) / compañera(o) (046)",599,,18,192,208,144,37
"Hijo(a) / hijastro(a) (047)",17403,575,10586,5450,683,106,3
"Yerno / nuera (048)",388,,10,231,123,24,
"Nieto(a) (049)",1714,147,1292,265,10,,
"Padres / suegros (050)",256,,,1,5,85,165
"Otro(a) pariente (051)",2798,56,889,1119,450,223,61
"Trabajador(a) del hogar (052)",21,,,14,2,4,1
"Pensionistas (053)",69,,2,38,12,13,4
"Otro(a) no pariente (054)",639,8,69,308,153,80,21
"Mujeres (055)",36676,778,12491,10257,7613,4131,1406
"Jefe o Jefa (056)",4128,,23,802,1589,1204,510
"Esposa(o) / compañera(o) (057)",11683,,16,3612,5064,2514,477
"Hijo(a) / hijastro(a) (058)",15486,573,10251,4090,498,71,3
"Yerno / nuera (059)",472,,14,393,60,5,
"Nieto(a) (060)",1519,138,1199,174,8,,
"Padres / suegros (061)",499,,,,15,152,332
"Otro(a) pariente (062)",2176,61,873,747,280,146,69
"Trabajador(a) del hogar (063)",166,,21,130,11,2,2
"Pensionistas (064)",29,,2,20,4,3,
"Otro(a) no pariente (065)",518,6,92,289,84,34,13
,,,,,,,
"RURAL (066)",29630,728,11670,8215,4840,3185,992
"Jefe o Jefa (067)",6523,,7,1567,2425,1912,612
"Esposa(o) / compañera(o) (068)",5007,,16,2057,1752,1007,175
"Hijo(a) / hijastro(a) (069)",14266,574,9939,3390,327,35,1
"Yerno / nuera (070)",297,,12,244,36,5,
"Nieto(a) (071)",1108,103,879,120,6,,
"Padres / suegros (072)",224,,,,9,78,137
"Otro(a) pariente (073)",1958,50,781,705,238,122,62
"Trabajador(a) del hogar (074)",11,,4,6,1,,
"Pensionistas (075)",15,,1,10,4,,
"Otro(a) no pariente (076)",221,1,31,116,42,26,5
"Hombres (077)",15835,365,6068,4405,2655,1769,573
"Jefe o Jefa (078)",5608,,2,1383,2153,1594,476
"Esposa(o) / compañera(o) (079)",173,,6,65,63,30,9
"Hijo(a) / hijastro(a) (080)",7862,281,5159,2189,214,19,
"Yerno / nuera (081)",118,,1,87,25,5,
"Nieto(a) (082)",579,51,449,74,5,,
"Padres / suegros (083)",74,,,,3,23,48
"Otro(a) pariente (084)",1226,33,428,504,149,75,37
"Trabajador(a) del hogar (085)",4,,2,2,,,
"Pensionistas (086)",14,,1,9,4,,
"Otro(a) no pariente (087)",177,,20,92,39,23,3
"Mujeres (088)",13795,363,5602,3810,2185,1416,419
"Jefe o Jefa (089)",915,,5,184,272,318,136
"Esposa(o) / compañera(o) (090)",4834,,10,1992,1689,977,166
"Hijo(a) / hijastro(a) (091)",6404,293,4780,1201,113,16,1
"Yerno / nuera (092)",179,,11,157,11,,
"Nieto(a) (093)",529,52,430,46,1,,
"Padres / suegros (094)",150,,,,6,55,89
"Otro(a) pariente (095)",732,17,353,201,89,47,25
"Trabajador(a) del hogar (096)",7,,2,4,1,,
