"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ABANCAY (000)",1516,345,1171
"Sin nivel (001)",45,2,43
"Primaria (003)",287,33,254
"Secundaria (004)",603,148,455
"Superior no univ. incompleta (005)",82,17,65
"Superior no univ. completa (006)",116,24,92
"Superior univ. incompleta (007)",154,59,95
"Superior univ. completa (008)",229,62,167
"De 14 a 29 años (010)",755,257,498
"Sin nivel (011)",2,,2
"Primaria (013)",62,15,47
"Secundaria (014)",373,119,254
"Superior no univ. incompleta (015)",46,11,35
"Superior no univ. completa (016)",62,16,46
"Superior univ. incompleta (017)",98,54,44
"Superior univ. completa (018)",112,42,70
"De 30 a 44 años (020)",502,77,425
"Sin nivel (021)",12,2,10
"Primaria (023)",119,13,106
"Secundaria (024)",155,25,130
"Superior no univ. incompleta (025)",29,6,23
"Superior no univ. completa (026)",44,8,36
"Superior univ. incompleta (027)",46,5,41
"Superior univ. completa (028)",97,18,79
"De 45 a 64 años (030)",226,11,215
"Sin nivel (031)",23,,23
"Primaria (033)",90,5,85
"Secundaria (034)",68,4,64
"Superior no univ. incompleta (035)",7,,7
"Superior no univ. completa (036)",9,,9
"Superior univ. incompleta (037)",10,,10
"Superior univ. completa (038)",19,2,17
"De 65 y más años (040)",33,,33
"Sin nivel (041)",8,,8
"Primaria (043)",16,,16
"Secundaria (044)",7,,7
"Superior no univ. completa (046)",1,,1
"Superior univ. completa (048)",1,,1
,,,
"AREA URBANA (050)",1201,301,900
"Sin nivel (051)",24,1,23
"Primaria (053)",163,27,136
"Secundaria (054)",461,119,342
"Superior no univ. incompleta (055)",71,16,55
"Superior no univ. completa (056)",112,23,89
"Superior univ. incompleta (057)",150,57,93
"Superior univ. completa (058)",220,58,162
"De 14 a 29 años (060)",616,216,400
"Sin nivel (061)",2,,2
"Primaria (063)",32,9,23
"Secundaria (064)",280,91,189
"Superior no univ. incompleta (065)",40,11,29
"Superior no univ. completa (066)",59,15,44
"Superior univ. incompleta (067)",96,52,44
"Superior univ. completa (068)",107,38,69
"De 30 a 44 años (070)",415,74,341
"Sin nivel (071)",9,1,8
"Primaria (073)",74,13,61
"Secundaria (074)",128,24,104
"Superior no univ. incompleta (075)",24,5,19
"Superior no univ. completa (076)",43,8,35
"Superior univ. incompleta (077)",44,5,39
"Superior univ. completa (078)",93,18,75
"De 45 a 64 años (080)",155,11,144
"Sin nivel (081)",12,,12
"Primaria (083)",49,5,44
"Secundaria (084)",49,4,45
"Superior no univ. incompleta (085)",7,,7
"Superior no univ. completa (086)",9,,9
"Superior univ. incompleta (087)",10,,10
"Superior univ. completa (088)",19,2,17
"De 65 y más años (090)",15,,15
"Sin nivel (091)",1,,1
"Primaria (093)",8,,8
"Secundaria (094)",4,,4
"Superior no univ. completa (096)",1,,1
"Superior univ. completa (098)",1,,1
,,,
"AREA RURAL (100)",315,44,271
"Sin nivel (101)",21,1,20
"Primaria (103)",124,6,118
"Secundaria (104)",142,29,113
"Superior no univ. incompleta (105)",11,1,10
"Superior no univ. completa (106)",4,1,3
"Superior univ. incompleta (107)",4,2,2
"Superior univ. completa (108)",9,4,5
"De 14 a 29 años (110)",139,41,98
"Primaria (113)",30,6,24
"Secundaria (114)",93,28,65
"Superior no univ. incompleta (115)",6,,6
"Superior no univ. completa (116)",3,1,2
"Superior univ. incompleta (117)",2,2,
"Superior univ. completa (118)",5,4,1
"De 30 a 44 años (120)",87,3,84
"Sin nivel (121)",3,1,2
"Primaria (123)",45,,45
"Secundaria (124)",27,1,26
"Superior no univ. incompleta (125)",5,1,4
"Superior no univ. completa (126)",1,,1
"Superior univ. incompleta (127)",2,,2
"Superior univ. completa (128)",4,,4
"De 45 a 64 años (130)",71,,71
"Sin nivel (131)",11,,11
"Primaria (133)",41,,41
"Secundaria (134)",19,,19
"De 65 y más años (140)",18,,18
"Sin nivel (141)",7,,7
"Primaria (143)",8,,8
"Secundaria (144)",3,,3
