"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MAYNAS (000)",454800,116134,75081,29155,236204
"Quechua (001)",2612,894,190,142,1406
"Aymara (002)",140,33,40,27,52
"Asháninka (003)",80,33,12,26,24
"Otra lengua nativa (004)",4466,2201,163,74,2039
"Castellano (005)",446809,112834,74596,28780,232314
"Idioma Extranjero (006)",266,10,36,90,131
"Es Sordomudo/a (007)",427,129,44,16,238
"Hombres (009)",229097,53612,36391,16740,123396
"Quechua (010)",1434,465,131,95,753
"Aymara (011)",92,17,29,16,37
"Asháninka (012)",38,14,4,15,13
"Otra lengua nativa (013)",2291,1076,86,44,1091
"Castellano (014)",224859,51970,36097,16509,121294
"Idioma Extranjero (015)",148,3,19,51,75
"Es Sordomudo/a (016)",235,67,25,10,133
"Mujeres (018)",225703,62522,38690,12415,112808
"Quechua (019)",1178,429,59,47,653
"Aymara (020)",48,16,11,11,15
"Asháninka (021)",42,19,8,11,11
"Otra lengua nativa (022)",2175,1125,77,30,948
"Castellano (023)",221950,60864,38499,12271,111020
"Idioma Extranjero (024)",118,7,17,39,56
"Es Sordomudo/a (025)",192,62,19,6,105
,,,,,
"URBANA (027)",364258,75640,72023,27549,190642
"Quechua (028)",787,109,143,88,461
"Aymara (029)",106,14,37,20,42
"Asháninka (030)",65,24,11,21,19
"Otra lengua nativa (031)",507,140,47,37,289
"Castellano (032)",362214,75272,71708,27280,189512
"Idioma Extranjero (033)",257,8,34,90,126
"Es Sordomudo/a (034)",322,73,43,13,193
"Hombres (036)",179646,33538,34745,15583,96680
"Quechua (037)",466,53,100,65,254
"Aymara (038)",70,6,27,12,29
"Asháninka (039)",30,9,4,12,10
"Otra lengua nativa (040)",262,64,24,25,152
"Castellano (041)",178488,33359,34548,15410,96053
"Idioma Extranjero (042)",143,3,18,51,71
"Es Sordomudo/a (043)",187,44,24,8,111
"Mujeres (045)",184612,42102,37278,11966,93962
"Quechua (046)",321,56,43,23,207
"Aymara (047)",36,8,10,8,13
"Asháninka (048)",35,15,7,9,9
"Otra lengua nativa (049)",245,76,23,12,137
"Castellano (050)",183726,41913,37160,11870,93459
"Idioma Extranjero (051)",114,5,16,39,55
"Es Sordomudo/a (052)",135,29,19,5,82
,,,,,
"RURAL (054)",90542,40494,3058,1606,45562
"Quechua (055)",1825,785,47,54,945
"Aymara (056)",34,19,3,7,10
"Asháninka (057)",15,9,1,5,5
"Otra lengua nativa (058)",3959,2061,116,37,1750
"Castellano (059)",84595,37562,2888,1500,42802
"Idioma Extranjero (060)",9,2,2,,5
"Es Sordomudo/a (061)",105,56,1,3,45
"Hombres (063)",49451,20074,1646,1157,26716
"Quechua (064)",968,412,31,30,499
"Aymara (065)",22,11,2,4,8
"Asháninka (066)",8,5,,3,3
"Otra lengua nativa (067)",2029,1012,62,19,939
"Castellano (068)",46371,18611,1549,1099,25241
"Idioma Extranjero (069)",5,,1,,4
"Es Sordomudo/a (070)",48,23,1,2,22
"Mujeres (072)",41091,20420,1412,449,18846
"Quechua (073)",857,373,16,24,446
"Aymara (074)",12,8,1,3,2
"Asháninka (075)",7,4,1,2,2
"Otra lengua nativa (076)",1930,1049,54,18,811
"Castellano (077)",38224,18951,1339,401,17561
"Idioma Extranjero (078)",4,2,1,,1
"Es Sordomudo/a (079)",57,33,,1,23
