"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PACASMAYO (000)",83925,5957,1208,28302,27117,4941,8431,2967,5002
"Hombres (001)",41375,1926,584,13830,14396,2502,3921,1582,2634
"Mujeres (002)",42550,4031,624,14472,12721,2439,4510,1385,2368
"PEA (003)",33298,1865,33,7975,11435,2432,5160,1235,3163
"Hombres (004)",24085,1084,22,5965,9058,1745,3256,883,2072
"Mujeres (005)",9213,781,11,2010,2377,687,1904,352,1091
"Ocupada (006)",31502,1757,31,7514,10806,2304,4904,1176,3010
"Hombres (007)",22765,1011,22,5599,8559,1655,3101,843,1975
"Mujeres (008)",8737,746,9,1915,2247,649,1803,333,1035
"Desocupada (009)",1796,108,2,461,629,128,256,59,153
"Hombres (010)",1320,73,,366,499,90,155,40,97
"Mujeres (011)",476,35,2,95,130,38,101,19,56
"No PEA (012)",50627,4092,1175,20327,15682,2509,3271,1732,1839
"Hombres (013)",17290,842,562,7865,5338,757,665,699,562
"Mujeres (014)",33337,3250,613,12462,10344,1752,2606,1033,1277
,,,,,,,,,
"URBANA (018)",78089,5203,1129,25548,25436,4741,8175,2901,4956
"Hombres (019)",38364,1666,540,12399,13434,2388,3796,1546,2595
"Mujeres (020)",39725,3537,589,13149,12002,2353,4379,1355,2361
"PEA (021)",30939,1600,28,6993,10634,2346,5003,1210,3125
"Hombres (022)",22097,896,19,5138,8340,1665,3142,861,2036
"Mujeres (023)",8842,704,9,1855,2294,681,1861,349,1089
"Ocupada (024)",29336,1519,26,6617,10070,2223,4757,1152,2972
"Hombres (025)",20921,842,19,4834,7891,1580,2994,822,1939
"Mujeres (026)",8415,677,7,1783,2179,643,1763,330,1033
"Desocupada (027)",1603,81,2,376,564,123,246,58,153
"Hombres (028)",1176,54,,304,449,85,148,39,97
"Mujeres (029)",427,27,2,72,115,38,98,19,56
"No PEA (030)",47150,3603,1101,18555,14802,2395,3172,1691,1831
"Hombres (031)",16267,770,521,7261,5094,723,654,685,559
"Mujeres (032)",30883,2833,580,11294,9708,1672,2518,1006,1272
,,,,,,,,,
"RURAL (036)",5836,754,79,2754,1681,200,256,66,46
"Hombres (037)",3011,260,44,1431,962,114,125,36,39
"Mujeres (038)",2825,494,35,1323,719,86,131,30,7
"PEA (039)",2359,265,5,982,801,86,157,25,38
"Hombres (040)",1988,188,3,827,718,80,114,22,36
"Mujeres (041)",371,77,2,155,83,6,43,3,2
"Ocupada (042)",2166,238,5,897,736,81,147,24,38
"Hombres (043)",1844,169,3,765,668,75,107,21,36
"Mujeres (044)",322,69,2,132,68,6,40,3,2
"Desocupada (045)",193,27,,85,65,5,10,1,
"Hombres (046)",144,19,,62,50,5,7,1,
"Mujeres (047)",49,8,,23,15,,3,,
"No PEA (048)",3477,489,74,1772,880,114,99,41,8
"Hombres (049)",1023,72,41,604,244,34,11,14,3
"Mujeres (050)",2454,417,33,1168,636,80,88,27,5
