"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUAMANGA (000)",161394,26562,36614,34419,25189,16265,22345
"Católica (001)",132406,21416,29975,28592,20891,13420,18112
"Cristiana/Evangélica (002)",23454,4381,4946,4510,3550,2416,3651
"Otra (003)",2480,330,557,544,384,253,412
"Ninguna (004)",3054,435,1136,773,364,176,170
"Hombres (006)",77398,13129,18103,16504,11964,7686,10012
"Católica (007)",63880,10694,14786,13780,9966,6421,8233
"Cristiana/Evangélica (008)",10279,2037,2262,1939,1550,1021,1470
"Otra (009)",1175,141,284,262,188,117,183
"Ninguna (010)",2064,257,771,523,260,127,126
"Mujeres (012)",83996,13433,18511,17915,13225,8579,12333
"Católica (013)",68526,10722,15189,14812,10925,6999,9879
"Cristiana/Evangélica (014)",13175,2344,2684,2571,2000,1395,2181
"Otra (015)",1305,189,273,282,196,136,229
"Ninguna (016)",990,178,365,250,104,49,44
,,,,,,,
"URBANA (018)",120880,19194,28752,26855,19188,12089,14802
"Católica (019)",101908,15886,23933,22926,16402,10337,12424
"Cristiana/Evangélica (020)",14224,2672,3292,2768,2151,1388,1953
"Otra (021)",1902,241,441,440,302,203,275
"Ninguna (022)",2846,395,1086,721,333,161,150
"Hombres (024)",57936,9403,14185,12844,9047,5747,6710
"Católica (025)",48815,7815,11687,10935,7737,4954,5687
"Cristiana/Evangélica (026)",6264,1252,1531,1197,926,576,782
"Otra (027)",917,106,225,219,145,96,126
"Ninguna (028)",1940,230,742,493,239,121,115
"Mujeres (030)",62944,9791,14567,14011,10141,6342,8092
"Católica (031)",53093,8071,12246,11991,8665,5383,6737
"Cristiana/Evangélica (032)",7960,1420,1761,1571,1225,812,1171
"Otra (033)",985,135,216,221,157,107,149
"Ninguna (034)",906,165,344,228,94,40,35
,,,,,,,
"RURAL (036)",40514,7368,7862,7564,6001,4176,7543
"Católica (037)",30498,5530,6042,5666,4489,3083,5688
"Cristiana/Evangélica (038)",9230,1709,1654,1742,1399,1028,1698
"Otra (039)",578,89,116,104,82,50,137
"Ninguna (040)",208,40,50,52,31,15,20
"Hombres (042)",19462,3726,3918,3660,2917,1939,3302
"Católica (043)",15065,2879,3099,2845,2229,1467,2546
"Cristiana/Evangélica (044)",4015,785,731,742,624,445,688
"Otra (045)",258,35,59,43,43,21,57
"Ninguna (046)",124,27,29,30,21,6,11
"Mujeres (048)",21052,3642,3944,3904,3084,2237,4241
"Católica (049)",15433,2651,2943,2821,2260,1616,3142
"Cristiana/Evangélica (050)",5215,924,923,1000,775,583,1010
"Otra (051)",320,54,57,61,39,29,80
"Ninguna (052)",84,13,21,22,10,9,9
