"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CARAVELI (000)",8597,53,194,451,835,1837,3127,2100
"De 12 a 14 años (001)",10,,,,,,,10
"De 15 a 19 años (002)",236,,,,,,146,90
"De 20 a 24 años (003)",1071,,,,,2,660,409
"De 25 a 29 años (004)",1217,,,,,72,794,351
"De 30 a 34 años (005)",1195,,,,2,230,670,293
"De 35 a 39 años (006)",1102,,,,10,423,493,176
"De 40 a 44 años (007)",868,,,,77,410,249,132
"De 45 a 49 años (008)",687,,,4,128,363,99,93
"De 50 y más años (009)",2211,53,194,447,618,337,16,546
"PEA (010)",3366,11,25,111,344,885,1144,846
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",74,,,,,,47,27
"De 20 a 24 años (013)",363,,,,,2,198,163
"De 25 a 29 años (014)",461,,,,,27,268,166
"De 30 a 34 años (015)",509,,,,,112,247,150
"De 35 a 39 años (016)",521,,,,8,217,213,83
"De 40 a 44 años (017)",438,,,,43,207,117,71
"De 45 a 49 años (018)",344,,,1,74,174,47,48
"De 50 y más años (019)",654,11,25,110,219,146,7,136
"Ocupada (020)",3290,11,25,110,339,866,1117,822
"De 12 a 14 años (021)",2,,,,,,,2
"De 15 a 19 años (022)",68,,,,,,46,22
"De 20 a 24 años (023)",349,,,,,2,187,160
"De 25 a 29 años (024)",443,,,,,25,260,158
"De 30 a 34 años (025)",502,,,,,111,244,147
"De 35 a 39 años (026)",506,,,,8,209,209,80
"De 40 a 44 años (027)",432,,,,43,203,117,69
"De 45 a 49 años (028)",342,,,1,74,172,47,48
"De 50 y más años (029)",646,11,25,109,214,144,7,136
"Desocupada (030)",76,,,1,5,19,27,24
"De 15 a 19 años (032)",6,,,,,,1,5
"De 20 a 24 años (033)",14,,,,,,11,3
"De 25 a 29 años (034)",18,,,,,2,8,8
"De 30 a 34 años (035)",7,,,,,1,3,3
"De 35 a 39 años (036)",15,,,,,8,4,3
"De 40 a 44 años (037)",6,,,,,4,,2
"De 45 a 49 años (038)",2,,,,,2,,
"De 50 y más años (039)",8,,,1,5,2,,
"No PEA (040)",5231,42,169,340,491,952,1983,1254
"De 12 a 14 años (041)",8,,,,,,,8
"De 15 a 19 años (042)",162,,,,,,99,63
"De 20 a 24 años (043)",708,,,,,,462,246
"De 25 a 29 años (044)",756,,,,,45,526,185
"De 30 a 34 años (045)",686,,,,2,118,423,143
"De 35 a 39 años (046)",581,,,,2,206,280,93
"De 40 a 44 años (047)",430,,,,34,203,132,61
"De 45 a 49 años (048)",343,,,3,54,189,52,45
