"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ISLAY (000)",49848,1709,9212,8668,8286,7477,5671,4004,4821
"Quechua (001)",5280,13,130,516,828,954,1042,882,915
"Aymara (002)",1614,1,39,162,252,293,321,287,259
"Ashaninca (003)",9,,1,1,3,1,,2,1
"Otra lengua nativa (004)",110,7,38,34,8,13,6,3,1
"Castellano (005)",42427,1688,8989,7936,7101,6130,4253,2772,3558
"Idioma extranjero (006)",362,,3,9,85,81,45,55,84
"Es sordomudo/a (007)",46,,12,10,9,5,4,3,3
"Hombres (009)",25619,876,4610,4440,4140,3833,2986,2183,2551
"Quechua (010)",2681,4,62,235,374,442,508,496,560
"Aymara (011)",797,1,18,59,123,130,167,157,142
"Ashaninca (012)",5,,1,,1,1,,1,1
"Otra lengua nativa (013)",60,5,18,18,5,7,3,3,1
"Castellano (014)",21806,866,4504,4116,3568,3180,2271,1497,1804
"Idioma extranjero (015)",251,,3,6,65,71,36,27,43
"Es sordomudo/a (016)",19,,4,6,4,2,1,2,
"Mujeres (018)",24229,833,4602,4228,4146,3644,2685,1821,2270
"Quechua (019)",2599,9,68,281,454,512,534,386,355
"Aymara (020)",817,,21,103,129,163,154,130,117
"Ashaninca (021)",4,,,1,2,,,1,
"Otra lengua nativa (022)",50,2,20,16,3,6,3,,
"Castellano (023)",20621,822,4485,3820,3533,2950,1982,1275,1754
"Idioma extranjero (024)",111,,,3,20,10,9,28,41
"Es sordomudo/a (025)",27,,8,4,5,3,3,1,3
,,,,,,,,,
"URBANA (027)",45187,1567,8408,7823,7469,6712,5165,3627,4416
"Quechua (028)",4624,11,113,428,699,815,933,796,829
"Aymara (029)",1398,1,34,136,220,252,279,249,227
"Ashaninca (030)",8,,1,1,2,1,,2,1
"Otra lengua nativa (031)",108,7,37,33,8,13,6,3,1
"Castellano (032)",38647,1548,8210,7206,6447,5546,3899,2520,3271
"Idioma extranjero (033)",362,,3,9,85,81,45,55,84
"Es sordomudo/a (034)",40,,10,10,8,4,3,2,3
"Hombres (036)",22852,797,4196,3944,3617,3364,2667,1951,2316
"Quechua (037)",2307,3,54,185,301,364,451,442,507
"Aymara (038)",669,1,14,48,107,107,139,132,121
"Ashaninca (039)",5,,1,,1,1,,1,1
"Otra lengua nativa (040)",59,5,18,17,5,7,3,3,1
"Castellano (041)",19544,788,4102,3682,3135,2812,2037,1345,1643
"Idioma extranjero (042)",251,,3,6,65,71,36,27,43
"Es sordomudo/a (043)",17,,4,6,3,2,1,1,
"Mujeres (045)",22335,770,4212,3879,3852,3348,2498,1676,2100
"Quechua (046)",2317,8,59,243,398,451,482,354,322
"Aymara (047)",729,,20,88,113,145,140,117,106
"Ashaninca (048)",3,,,1,1,,,1,
"Otra lengua nativa (049)",49,2,19,16,3,6,3,,
"Castellano (050)",19103,760,4108,3524,3312,2734,1862,1175,1628
"Idioma extranjero (051)",111,,,3,20,10,9,28,41
"Es sordomudo/a (052)",23,,6,4,5,2,2,1,3
,,,,,,,,,
"RURAL (054)",4661,142,804,845,817,765,506,377,405
"Quechua (055)",656,2,17,88,129,139,109,86,86
"Aymara (056)",216,,5,26,32,41,42,38,32
"Ashaninca (057)",1,,,,1,,,,
"Otra lengua nativa (058)",2,,1,1,,,,,
"Castellano (059)",3780,140,779,730,654,584,354,252,287
"Es sordomudo/a (061)",6,,2,,1,1,1,1,
"Hombres (063)",2767,79,414,496,523,469,319,232,235
"Quechua (064)",374,1,8,50,73,78,57,54,53
"Aymara (065)",128,,4,11,16,23,28,25,21
"Otra lengua nativa (067)",1,,,1,,,,,
"Castellano (068)",2262,78,402,434,433,368,234,152,161
"Es sordomudo/a (070)",2,,,,1,,,1,
"Mujeres (072)",1894,63,390,349,294,296,187,145,170
"Quechua (073)",282,1,9,38,56,61,52,32,33
"Aymara (074)",88,,1,15,16,18,14,13,11
"Ashaninca (075)",1,,,,1,,,,
"Otra lengua nativa (076)",1,,1,,,,,,
"Castellano (077)",1518,62,377,296,221,216,120,100,126
"Es sordomudo/a (079)",4,,2,,,1,1,,
