"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SAN PABLO (000)",19910,3029,209,11252,4131,338,643,80,228
"Hombres (001)",9631,682,83,5624,2491,193,347,53,158
"Mujeres (002)",10279,2347,126,5628,1640,145,296,27,70
"PEA (003)",6729,641,8,3606,1592,120,510,50,202
"Hombres (004)",5211,393,3,2932,1312,77,309,39,146
"Mujeres (005)",1518,248,5,674,280,43,201,11,56
"Ocupada (006)",5923,582,8,3178,1353,109,457,48,188
"Hombres (007)",4604,352,3,2616,1111,70,277,37,138
"Mujeres (008)",1319,230,5,562,242,39,180,11,50
"Desocupada (009)",806,59,,428,239,11,53,2,14
"Hombres (010)",607,41,,316,201,7,32,2,8
"Mujeres (011)",199,18,,112,38,4,21,,6
"No PEA (012)",13181,2388,201,7646,2539,218,133,30,26
"Hombres (013)",4420,289,80,2692,1179,116,38,14,12
"Mujeres (014)",8761,2099,121,4954,1360,102,95,16,14
,,,,,,,,,
"URBANA (018)",3122,199,29,1124,933,187,445,47,158
"Hombres (019)",1511,41,13,512,496,92,225,30,102
"Mujeres (020)",1611,158,16,612,437,95,220,17,56
"PEA (021)",1316,53,1,289,370,68,363,31,141
"Hombres (022)",844,22,1,200,266,35,203,22,95
"Mujeres (023)",472,31,,89,104,33,160,9,46
"Ocupada (024)",1184,51,1,257,322,61,328,30,134
"Hombres (025)",748,20,1,173,227,31,183,21,92
"Mujeres (026)",436,31,,84,95,30,145,9,42
"Desocupada (027)",132,2,,32,48,7,35,1,7
"Hombres (028)",96,2,,27,39,4,20,1,3
"Mujeres (029)",36,,,5,9,3,15,,4
"No PEA (030)",1806,146,28,835,563,119,82,16,17
"Hombres (031)",667,19,12,312,230,57,22,8,7
"Mujeres (032)",1139,127,16,523,333,62,60,8,10
,,,,,,,,,
"RURAL (036)",16788,2830,180,10128,3198,151,198,33,70
"Hombres (037)",8120,641,70,5112,1995,101,122,23,56
"Mujeres (038)",8668,2189,110,5016,1203,50,76,10,14
"PEA (039)",5413,588,7,3317,1222,52,147,19,61
"Hombres (040)",4367,371,2,2732,1046,42,106,17,51
"Mujeres (041)",1046,217,5,585,176,10,41,2,10
"Ocupada (042)",4739,531,7,2921,1031,48,129,18,54
"Hombres (043)",3856,332,2,2443,884,39,94,16,46
"Mujeres (044)",883,199,5,478,147,9,35,2,8
"Desocupada (045)",674,57,,396,191,4,18,1,7
"Hombres (046)",511,39,,289,162,3,12,1,5
"Mujeres (047)",163,18,,107,29,1,6,,2
"No PEA (048)",11375,2242,173,6811,1976,99,51,14,9
"Hombres (049)",3753,270,68,2380,949,59,16,6,5
"Mujeres (050)",7622,1972,105,4431,1027,40,35,8,4
