"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUANCAVELICA (000)",141005,2916,52090,37959,22489,17373,8178
"Jefe o Jefa (001)",34145,,105,6914,11104,10468,5554
"Esposa(o) / compañera(o) (002)",20660,,44,5441,7851,5745,1579
"Hijo(a) / hijastro(a) (003)",70500,2183,44493,21122,2366,331,5
"Yerno / nuera (004)",1389,,20,1017,296,53,3
"Nieto(a) (005)",6468,593,5002,842,31,,
"Padres / suegros (006)",1180,,,2,21,346,811
"Otro(a) pariente (007)",5604,129,2280,2077,609,331,178
"Trabajador(a) del hogar (008)",69,,6,53,5,3,2
"Pensionistas (009)",20,,,13,4,2,1
"Otro(a) no pariente (010)",970,11,140,478,202,94,45
"Hombres (011)",68394,1444,26396,18191,10536,8161,3666
"Jefe o Jefa (012)",23898,,53,4943,8328,7340,3234
"Esposa(o) / compañera(o) (013)",1267,,34,399,452,280,102
"Hijo(a) / hijastro(a) (014)",35718,1082,22563,10798,1118,155,2
"Yerno / nuera (015)",540,,7,333,165,33,2
"Nieto(a) (016)",3231,288,2494,433,16,,
"Padres / suegros (017)",387,,,1,5,140,241
"Otro(a) pariente (018)",2810,70,1165,1030,325,154,66
"Trabajador(a) del hogar (019)",11,,2,6,2,,1
"Pensionistas (020)",8,,,4,3,,1
"Otro(a) no pariente (021)",524,4,78,244,122,59,17
"Mujeres (022)",72611,1472,25694,19768,11953,9212,4512
"Jefe o Jefa (023)",10247,,52,1971,2776,3128,2320
"Esposa(o) / compañera(o) (024)",19393,,10,5042,7399,5465,1477
"Hijo(a) / hijastro(a) (025)",34782,1101,21930,10324,1248,176,3
"Yerno / nuera (026)",849,,13,684,131,20,1
"Nieto(a) (027)",3237,305,2508,409,15,,
"Padres / suegros (028)",793,,,1,16,206,570
"Otro(a) pariente (029)",2794,59,1115,1047,284,177,112
"Trabajador(a) del hogar (030)",58,,4,47,3,3,1
"Pensionistas (031)",12,,,9,1,2,
"Otro(a) no pariente (032)",446,7,62,234,80,35,28
,,,,,,,
"URBANA (033)",58144,982,18756,17411,10656,7245,3094
"Jefe o Jefa (034)",14863,,77,2993,5174,4534,2085
"Esposa(o) / compañera(o) (035)",7845,,21,1929,3278,2115,502
"Hijo(a) / hijastro(a) (036)",27204,637,15184,9766,1423,191,3
"Yerno / nuera (037)",675,,6,445,190,33,1
"Nieto(a) (038)",2871,276,2191,386,18,,
"Padres / suegros (039)",512,,,1,12,118,381
"Otro(a) pariente (040)",3359,60,1172,1441,404,191,91
"Trabajador(a) del hogar (041)",64,,5,52,4,2,1
"Pensionistas (042)",18,,,13,2,2,1
"Otro(a) no pariente (043)",733,9,100,385,151,59,29
"Hombres (044)",27949,486,9579,8335,4909,3345,1295
"Jefe o Jefa (045)",9555,,41,1877,3583,2934,1120
"Esposa(o) / compañera(o) (046)",636,,18,231,213,129,45
"Hijo(a) / hijastro(a) (047)",13785,320,7780,4922,664,98,1
"Yerno / nuera (048)",313,,3,165,122,22,1
"Nieto(a) (049)",1458,134,1113,200,11,,
"Padres / suegros (050)",121,,,,2,36,83
"Otro(a) pariente (051)",1672,28,567,728,227,88,34
"Trabajador(a) del hogar (052)",8,,1,6,1,,
"Pensionistas (053)",6,,,4,1,,1
"Otro(a) no pariente (054)",395,4,56,202,85,38,10
"Mujeres (055)",30195,496,9177,9076,5747,3900,1799
"Jefe o Jefa (056)",5308,,36,1116,1591,1600,965
"Esposa(o) / compañera(o) (057)",7209,,3,1698,3065,1986,457
"Hijo(a) / hijastro(a) (058)",13419,317,7404,4844,759,93,2
"Yerno / nuera (059)",362,,3,280,68,11,
"Nieto(a) (060)",1413,142,1078,186,7,,
"Padres / suegros (061)",391,,,1,10,82,298
"Otro(a) pariente (062)",1687,32,605,713,177,103,57
"Trabajador(a) del hogar (063)",56,,4,46,3,2,1
"Pensionistas (064)",12,,,9,1,2,
"Otro(a) no pariente (065)",338,5,44,183,66,21,19
,,,,,,,
"RURAL (066)",82861,1934,33334,20548,11833,10128,5084
"Jefe o Jefa (067)",19282,,28,3921,5930,5934,3469
"Esposa(o) / compañera(o) (068)",12815,,23,3512,4573,3630,1077
"Hijo(a) / hijastro(a) (069)",43296,1546,29309,11356,943,140,2
"Yerno / nuera (070)",714,,14,572,106,20,2
"Nieto(a) (071)",3597,317,2811,456,13,,
"Padres / suegros (072)",668,,,1,9,228,430
"Otro(a) pariente (073)",2245,69,1108,636,205,140,87
"Trabajador(a) del hogar (074)",5,,1,1,1,1,1
"Pensionistas (075)",2,,,,2,,
"Otro(a) no pariente (076)",237,2,40,93,51,35,16
"Hombres (077)",40445,958,16817,9856,5627,4816,2371
"Jefe o Jefa (078)",14343,,12,3066,4745,4406,2114
"Esposa(o) / compañera(o) (079)",631,,16,168,239,151,57
"Hijo(a) / hijastro(a) (080)",21933,762,14783,5876,454,57,1
"Yerno / nuera (081)",227,,4,168,43,11,1
"Nieto(a) (082)",1773,154,1381,233,5,,
"Padres / suegros (083)",266,,,1,3,104,158
"Otro(a) pariente (084)",1138,42,598,302,98,66,32
"Trabajador(a) del hogar (085)",3,,1,,1,,1
"Pensionistas (086)",2,,,,2,,
"Otro(a) no pariente (087)",129,,22,42,37,21,7
"Mujeres (088)",42416,976,16517,10692,6206,5312,2713
"Jefe o Jefa (089)",4939,,16,855,1185,1528,1355
"Esposa(o) / compañera(o) (090)",12184,,7,3344,4334,3479,1020
"Hijo(a) / hijastro(a) (091)",21363,784,14526,5480,489,83,1
"Yerno / nuera (092)",487,,10,404,63,9,1
"Nieto(a) (093)",1824,163,1430,223,8,,
"Padres / suegros (094)",402,,,,6,124,272
"Otro(a) pariente (095)",1107,27,510,334,107,74,55
