"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SAN ROMAN (000)",90010,1270,30533,34105,20684,3418
"Empleado (001)",20280,140,7074,8777,4121,168
"Obrero (002)",10709,132,4790,3663,1892,232
"Trabajador independiente (003)",48918,316,14492,18858,12771,2481
"Empleador o patrono (004)",1596,2,556,633,359,46
"Trabajador familiar no remunerado (005)",7228,610,2820,1904,1425,469
"Trabajador del hogar (006)",1279,70,801,270,116,22
"Hombres (008)",52209,715,17481,19630,12362,2021
"Empleado (009)",11991,70,3571,5328,2901,121
"Obrero (010)",9206,106,3985,3214,1698,203
"Trabajador independiente (011)",27495,200,8282,10278,7237,1498
"Empleador o patrono (012)",1058,2,359,419,245,33
"Trabajador familiar no remunerado (013)",2325,320,1200,374,270,161
"Trabajador del hogar (014)",134,17,84,17,11,5
"Mujeres (016)",37801,555,13052,14475,8322,1397
"Empleado (017)",8289,70,3503,3449,1220,47
"Obrero (018)",1503,26,805,449,194,29
"Trabajador independiente (019)",21423,116,6210,8580,5534,983
"Empleador o patrono (020)",538,,197,214,114,13
"Trabajador familiar no remunerado (021)",4903,290,1620,1530,1155,308
"Trabajador del hogar (022)",1145,53,717,253,105,17
,,,,,,
"URBANA (024)",81535,1103,28155,31792,18226,2259
"Empleado (025)",20002,139,6963,8679,4060,161
"Obrero (026)",9822,116,4400,3387,1726,193
"Trabajador independiente (027)",43838,299,13429,17401,11055,1654
"Empleador o patrono (028)",1562,2,540,626,350,44
"Trabajador familiar no remunerado (029)",5062,478,2042,1436,920,186
"Trabajador del hogar (030)",1249,69,781,263,115,21
"Hombres (032)",47389,625,16103,18317,10988,1356
"Empleado (033)",11813,69,3520,5262,2847,115
"Obrero (034)",8472,94,3657,2986,1560,175
"Trabajador independiente (035)",24312,193,7632,9367,6158,962
"Empleador o patrono (036)",1036,2,349,413,240,32
"Trabajador familiar no remunerado (037)",1623,250,862,272,172,67
"Trabajador del hogar (038)",133,17,83,17,11,5
"Mujeres (040)",34146,478,12052,13475,7238,903
"Empleado (041)",8189,70,3443,3417,1213,46
"Obrero (042)",1350,22,743,401,166,18
"Trabajador independiente (043)",19526,106,5797,8034,4897,692
"Empleador o patrono (044)",526,,191,213,110,12
"Trabajador familiar no remunerado (045)",3439,228,1180,1164,748,119
"Trabajador del hogar (046)",1116,52,698,246,104,16
,,,,,,
"RURAL (048)",8475,167,2378,2313,2458,1159
"Empleado (049)",278,1,111,98,61,7
"Obrero (050)",887,16,390,276,166,39
"Trabajador independiente (051)",5080,17,1063,1457,1716,827
"Empleador o patrono (052)",34,,16,7,9,2
"Trabajador familiar no remunerado (053)",2166,132,778,468,505,283
"Trabajador del hogar (054)",30,1,20,7,1,1
"Hombres (056)",4820,90,1378,1313,1374,665
"Empleado (057)",178,1,51,66,54,6
"Obrero (058)",734,12,328,228,138,28
"Trabajador independiente (059)",3183,7,650,911,1079,536
"Empleador o patrono (060)",22,,10,6,5,1
"Trabajador familiar no remunerado (061)",702,70,338,102,98,94
"Trabajador del hogar (062)",1,,1,,,
"Mujeres (064)",3655,77,1000,1000,1084,494
"Empleado (065)",100,,60,32,7,1
"Obrero (066)",153,4,62,48,28,11
"Trabajador independiente (067)",1897,10,413,546,637,291
"Empleador o patrono (068)",12,,6,1,4,1
"Trabajador familiar no remunerado (069)",1464,62,440,366,407,189
"Trabajador del hogar (070)",29,1,19,7,1,1
