"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia BONGARA (000)",10293,231,3456,3567,2345,694
"Empleado (001)",1305,3,412,620,257,13
"Obrero (002)",1348,22,560,467,247,52
"Trabajador independiente (003)",5494,42,1403,1988,1535,526
"Empleador o patrono (004)",203,,41,72,66,24
"Trabajador familiar no remunerado (005)",1506,146,809,310,176,65
"Trabajador del hogar (006)",181,3,99,38,34,7
"Desocupado (008)",256,15,132,72,30,7
"Hombres (009)",7692,183,2669,2581,1739,520
"Empleado (010)",800,2,241,369,178,10
"Obrero (011)",1140,17,492,394,197,40
"Trabajador independiente (012)",4460,37,1169,1589,1240,425
"Empleador o patrono (013)",170,,39,59,54,18
"Trabajador familiar no remunerado (014)",933,117,631,117,46,22
"Trabajador del hogar (015)",2,,1,,1,
"Desocupado (017)",187,10,96,53,23,5
"Mujeres (018)",2601,48,787,986,606,174
"Empleado (019)",505,1,171,251,79,3
"Obrero (020)",208,5,68,73,50,12
"Trabajador independiente (021)",1034,5,234,399,295,101
"Empleador o patrono (022)",33,,2,13,12,6
"Trabajador familiar no remunerado (023)",573,29,178,193,130,43
"Trabajador del hogar (024)",179,3,98,38,33,7
"Desocupado (026)",69,5,36,19,7,2
,,,,,,
"URBANA (027)",6448,115,1971,2386,1562,414
"Empleado (028)",1157,3,349,556,236,13
"Obrero (029)",716,9,272,271,133,31
"Trabajador independiente (030)",3297,26,774,1234,967,296
"Empleador o patrono (031)",152,,32,50,55,15
"Trabajador familiar no remunerado (032)",769,63,361,185,115,45
"Trabajador del hogar (033)",157,3,82,36,29,7
"Desocupado (035)",200,11,101,54,27,7
"Hombres (036)",4484,90,1412,1599,1092,291
"Empleado (037)",700,2,205,319,164,10
"Obrero (038)",594,8,235,224,105,22
"Trabajador independiente (039)",2504,22,612,915,728,227
"Empleador o patrono (040)",127,,31,40,46,10
"Trabajador familiar no remunerado (041)",415,51,258,60,29,17
"Trabajador del hogar (042)",1,,1,,,
"Desocupado (044)",143,7,70,41,20,5
"Mujeres (045)",1964,25,559,787,470,123
"Empleado (046)",457,1,144,237,72,3
"Obrero (047)",122,1,37,47,28,9
"Trabajador independiente (048)",793,4,162,319,239,69
"Empleador o patrono (049)",25,,1,10,9,5
"Trabajador familiar no remunerado (050)",354,12,103,125,86,28
"Trabajador del hogar (051)",156,3,81,36,29,7
"Desocupado (053)",57,4,31,13,7,2
,,,,,,
"RURAL (054)",3845,116,1485,1181,783,280
"Empleado (055)",148,,63,64,21,
"Obrero (056)",632,13,288,196,114,21
"Trabajador independiente (057)",2197,16,629,754,568,230
"Empleador o patrono (058)",51,,9,22,11,9
"Trabajador familiar no remunerado (059)",737,83,448,125,61,20
"Trabajador del hogar (060)",24,,17,2,5,
"Desocupado (062)",56,4,31,18,3,
"Hombres (063)",3208,93,1257,982,647,229
"Empleado (064)",100,,36,50,14,
"Obrero (065)",546,9,257,170,92,18
"Trabajador independiente (066)",1956,15,557,674,512,198
"Empleador o patrono (067)",43,,8,19,8,8
"Trabajador familiar no remunerado (068)",518,66,373,57,17,5
"Trabajador del hogar (069)",1,,,,1,
"Desocupado (071)",44,3,26,12,3,
"Mujeres (072)",637,23,228,199,136,51
"Empleado (073)",48,,27,14,7,
"Obrero (074)",86,4,31,26,22,3
"Trabajador independiente (075)",241,1,72,80,56,32
"Empleador o patrono (076)",8,,1,3,3,1
"Trabajador familiar no remunerado (077)",219,17,75,68,44,15
"Trabajador del hogar (078)",23,,17,2,4,
"Desocupado (080)",12,1,5,6,,
