"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CANGALLO (000)",9334,1031,967,5048,128,2115,45
"Sin nivel (001)",1408,6,79,815,15,487,6
"Educación inicial (002)",14,,2,8,,4,
"Primaria (003)",4082,59,448,2519,54,987,15
"Secundaria (004)",2690,173,372,1492,46,584,23
"Superior no univ. incompleta (005)",211,103,21,67,4,16,
"Superior no univ. completa (006)",490,342,27,90,3,27,1
"Superior univ. incompleta (007)",84,49,12,16,1,6,
"Superior univ. completa (008)",355,299,6,41,5,4,
"Hombres (010)",6026,654,834,3655,88,790,5
"Sin nivel (011)",453,1,39,357,4,51,1
"Educación inicial (012)",5,,,3,,2,
"Primaria (013)",2690,33,386,1910,39,321,1
"Secundaria (014)",2124,121,345,1238,35,383,2
"Superior no univ. incompleta (015)",159,70,21,51,4,13,
"Superior no univ. completa (016)",290,198,26,52,1,12,1
"Superior univ. incompleta (017)",66,36,11,12,1,6,
"Superior univ. completa (018)",239,195,6,32,4,2,
"Mujeres (020)",3308,377,133,1393,40,1325,40
"Sin nivel (021)",955,5,40,458,11,436,5
"Educación inicial (022)",9,,2,5,,2,
"Primaria (023)",1392,26,62,609,15,666,14
"Secundaria (024)",566,52,27,254,11,201,21
"Superior no univ. incompleta (025)",52,33,,16,,3,
"Superior no univ. completa (026)",200,144,1,38,2,15,
"Superior univ. incompleta (027)",18,13,1,4,,,
"Superior univ. completa (028)",116,104,,9,1,2,
,,,,,,,
"URBANA (030)",3552,807,291,1848,41,543,22
"Sin nivel (031)",363,5,20,214,2,119,3
"Educación inicial (032)",3,,1,2,,,
"Primaria (033)",1231,31,115,852,16,212,5
"Secundaria (034)",1089,118,117,643,15,183,13
"Superior no univ. incompleta (035)",142,81,14,37,,10,
"Superior no univ. completa (036)",365,277,14,60,2,11,1
"Superior univ. incompleta (037)",66,42,7,11,1,5,
"Superior univ. completa (038)",293,253,3,29,5,3,
"Hombres (040)",2278,492,241,1309,30,202,4
"Sin nivel (041)",107,1,10,89,,7,
"Educación inicial (042)",1,,,1,,,
"Primaria (043)",822,14,89,636,14,68,1
"Secundaria (044)",803,78,106,498,10,109,2
"Superior no univ. incompleta (045)",101,54,14,24,,9,
"Superior no univ. completa (046)",203,155,13,30,1,3,1
"Superior univ. incompleta (047)",51,31,6,8,1,5,
"Superior univ. completa (048)",190,159,3,23,4,1,
"Mujeres (050)",1274,315,50,539,11,341,18
"Sin nivel (051)",256,4,10,125,2,112,3
"Educación inicial (052)",2,,1,1,,,
"Primaria (053)",409,17,26,216,2,144,4
"Secundaria (054)",286,40,11,145,5,74,11
"Superior no univ. incompleta (055)",41,27,,13,,1,
"Superior no univ. completa (056)",162,122,1,30,1,8,
"Superior univ. incompleta (057)",15,11,1,3,,,
"Superior univ. completa (058)",103,94,,6,1,2,
,,,,,,,
"RURAL (060)",5782,224,676,3200,87,1572,23
"Sin nivel (061)",1045,1,59,601,13,368,3
"Educación inicial (062)",11,,1,6,,4,
"Primaria (063)",2851,28,333,1667,38,775,10
"Secundaria (064)",1601,55,255,849,31,401,10
"Superior no univ. incompleta (065)",69,22,7,30,4,6,
"Superior no univ. completa (066)",125,65,13,30,1,16,
"Superior univ. incompleta (067)",18,7,5,5,,1,
"Superior univ. completa (068)",62,46,3,12,,1,
"Hombres (070)",3748,162,593,2346,58,588,1
"Sin nivel (071)",346,,29,268,4,44,1
"Educación inicial (072)",4,,,2,,2,
"Primaria (073)",1868,19,297,1274,25,253,
"Secundaria (074)",1321,43,239,740,25,274,
"Superior no univ. incompleta (075)",58,16,7,27,4,4,
"Superior no univ. completa (076)",87,43,13,22,,9,
"Superior univ. incompleta (077)",15,5,5,4,,1,
"Superior univ. completa (078)",49,36,3,9,,1,
"Mujeres (080)",2034,62,83,854,29,984,22
"Sin nivel (081)",699,1,30,333,9,324,2
"Educación inicial (082)",7,,1,4,,2,
"Primaria (083)",983,9,36,393,13,522,10
"Secundaria (084)",280,12,16,109,6,127,10
"Superior no univ. incompleta (085)",11,6,,3,,2,
"Superior no univ. completa (086)",38,22,,8,1,7,
"Superior univ. incompleta (087)",3,2,,1,,,
"Superior univ. completa (088)",13,10,,3,,,
