"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia BONGARA (000)",247,60,187
"De 14 a 29 años (001)",138,44,94
"De 30 a 44 años (002)",72,13,59
"De 45 a 64 años (003)",30,3,27
"De 65 y más años (004)",7,,7
"Hombres (005)",179,40,139
"De 14 a 29 años (006)",98,26,72
"De 30 a 44 años (007)",53,12,41
"De 45 a 64 años (008)",23,2,21
"De 65 y más años (009)",5,,5
"Mujeres (010)",68,20,48
"De 14 a 29 años (011)",40,18,22
"De 30 a 44 años (012)",19,1,18
"De 45 a 64 años (013)",7,1,6
"De 65 y más años (014)",2,,2
,,,
"AREA URBANA (015)",193,45,148
"De 14 a 29 años (016)",105,34,71
"De 30 a 44 años (017)",54,9,45
"De 45 a 64 años (018)",27,2,25
"De 65 y más años (019)",7,,7
"Hombres (020)",136,28,108
"De 14 a 29 años (021)",70,19,51
"De 30 a 44 años (022)",41,8,33
"De 45 a 64 años (023)",20,1,19
"De 65 y más años (024)",5,,5
"Mujeres (025)",57,17,40
"De 14 a 29 años (026)",35,15,20
"De 30 a 44 años (027)",13,1,12
"De 45 a 64 años (028)",7,1,6
"De 65 y más años (029)",2,,2
,,,
"AREA RURAL (030)",54,15,39
"De 14 a 29 años (031)",33,10,23
"De 30 a 44 años (032)",18,4,14
"De 45 a 64 años (033)",3,1,2
"Hombres (035)",43,12,31
"De 14 a 29 años (036)",28,7,21
"De 30 a 44 años (037)",12,4,8
"De 45 a 64 años (038)",3,1,2
"Mujeres (040)",11,3,8
"De 14 a 29 años (041)",5,3,2
"De 30 a 44 años (042)",6,,6
