"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUANCAVELICA (000)",122668,32548,15978,2910,71469
"Hombres (001)",59474,15550,8074,1769,34221
"Mujeres (002)",63194,16998,7904,1141,37248
"PEA (003)",48354,3608,7192,1427,36254
"Hombres (004)",29967,1841,4321,1066,22825
"Mujeres (005)",18387,1767,2871,361,13429
"Ocupada (006)",45014,3379,7020,1380,33361
"Hombres (007)",27589,1699,4201,1030,20744
"Mujeres (008)",17425,1680,2819,350,12617
"Desocupada (009)",3340,229,172,47,2893
"Hombres (010)",2378,142,120,36,2081
"Mujeres (011)",962,87,52,11,812
"No PEA (012)",74314,28940,8786,1483,35215
"Hombres (013)",29507,13709,3753,703,11396
"Mujeres (014)",44807,15231,5033,780,23819
,,,,,
"URBANA (018)",52991,7311,13916,2485,29441
"Hombres (019)",25679,3508,6891,1508,13873
"Mujeres (020)",27312,3803,7025,977,15568
"PEA (021)",20218,833,6265,1213,12016
"Hombres (022)",12224,426,3617,893,7361
"Mujeres (023)",7994,407,2648,320,4655
"Ocupada (024)",18471,771,6109,1173,10526
"Hombres (025)",11058,396,3511,864,6359
"Mujeres (026)",7413,375,2598,309,4167
"Desocupada (027)",1747,62,156,40,1490
"Hombres (028)",1166,30,106,29,1002
"Mujeres (029)",581,32,50,11,488
"No PEA (030)",32773,6478,7651,1272,17425
"Hombres (031)",13455,3082,3274,615,6512
"Mujeres (032)",19318,3396,4377,657,10913
,,,,,
"RURAL (036)",69677,25237,2062,425,42028
"Hombres (037)",33795,12042,1183,261,20348
"Mujeres (038)",35882,13195,879,164,21680
"PEA (039)",28136,2775,927,214,24238
"Hombres (040)",17743,1415,704,173,15464
"Mujeres (041)",10393,1360,223,41,8774
"Ocupada (042)",26543,2608,911,207,22835
"Hombres (043)",16531,1303,690,166,14385
"Mujeres (044)",10012,1305,221,41,8450
"Desocupada (045)",1593,167,16,7,1403
"Hombres (046)",1212,112,14,7,1079
"Mujeres (047)",381,55,2,,324
"No PEA (048)",41541,22462,1135,211,17790
"Hombres (049)",16052,10627,479,88,4884
"Mujeres (050)",25489,11835,656,123,12906
