"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia RIOJA (000)",25466,570,12186,6777,1866,660,311,108,10,,2978
"Sin Nivel (001)",3779,118,1877,901,232,98,80,35,3,,435
"Educación Inicial (002)",52,3,27,13,2,,,,,,7
"Primaria (003)",13337,365,7153,3306,718,277,154,52,4,,1308
"Secundaria (004)",5873,79,2728,1698,410,124,38,9,2,,785
"Sup. no Univ. Incompleta (005)",479,2,113,189,67,18,1,1,,,88
"Sup. no Univ. Completa (006)",858,,133,322,195,63,11,2,,,132
"Sup. Univ. Incompleta (007)",280,,61,93,49,8,6,,,,63
"Sup. Univ. Completa (008)",808,3,94,255,193,72,21,9,1,,160
,,,,,,,,,,,
"URBANA (010)",18937,382,8593,5218,1534,557,256,87,6,,2304
"Sin Nivel (011)",2281,68,1096,542,136,67,54,20,1,,297
"Educación Inicial (012)",42,2,21,12,1,,,,,,6
"Primaria (013)",9214,242,4789,2341,533,214,129,47,3,,916
"Secundaria (014)",5051,65,2298,1493,375,117,35,8,1,,659
"Sup. no Univ. Incompleta (015)",451,2,108,178,64,18,1,1,,,79
"Sup. no Univ. Completa (016)",831,,129,315,188,61,11,2,,,125
"Sup. Univ. Incompleta (017)",270,,58,88,48,8,6,,,,62
"Sup. Univ. Completa (018)",797,3,94,249,189,72,20,9,1,,160
,,,,,,,,,,,
"RURAL (020)",6529,188,3593,1559,332,103,55,21,4,,674
"Sin Nivel (021)",1498,50,781,359,96,31,26,15,2,,138
"Educación Inicial (022)",10,1,6,1,1,,,,,,1
"Primaria (023)",4123,123,2364,965,185,63,25,5,1,,392
"Secundaria (024)",822,14,430,205,35,7,3,1,1,,126
"Sup. no Univ. Incompleta (025)",28,,5,11,3,,,,,,9
"Sup. no Univ. Completa (026)",27,,4,7,7,2,,,,,7
"Sup. Univ. Incompleta (027)",10,,3,5,1,,,,,,1
"Sup. Univ. Completa (028)",11,,,6,4,,1,,,,
