"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia YUNGAY (000)",866,28,464,235,103,36
"Sin nivel (001)",110,5,23,29,34,19
"Educación inicial (002)",1,,1,,,
"Primaria (003)",389,20,167,136,51,15
"Secundaria (004)",241,3,199,27,11,1
"Superior no univ. incompleta (005)",20,,14,5,1,
"Superior no univ. completa (006)",67,,36,27,3,1
"Superior univ. incompleta (007)",11,,7,4,,
"Superior univ. completa (008)",27,,17,7,3,
"Hombres (010)",657,18,316,196,92,35
"Sin nivel (011)",90,4,16,23,29,18
"Primaria (013)",323,12,125,123,48,15
"Secundaria (014)",178,2,143,24,8,1
"Superior no univ. incompleta (015)",14,,8,5,1,
"Superior no univ. completa (016)",31,,13,14,3,1
"Superior univ. incompleta (017)",6,,4,2,,
"Superior univ. completa (018)",15,,7,5,3,
"Mujeres (020)",209,10,148,39,11,1
"Sin nivel (021)",20,1,7,6,5,1
"Educación inicial (022)",1,,1,,,
"Primaria (023)",66,8,42,13,3,
"Secundaria (024)",63,1,56,3,3,
"Superior no univ. incompleta (025)",6,,6,,,
"Superior no univ. completa (026)",36,,23,13,,
"Superior univ. incompleta (027)",5,,3,2,,
"Superior univ. completa (028)",12,,10,2,,
,,,,,,
"Area Urbana (030)",268,7,144,81,31,5
"Sin nivel (031)",21,1,6,6,8,
"Primaria (033)",81,3,27,37,11,3
"Secundaria (034)",80,3,60,11,5,1
"Superior no univ. incompleta (035)",13,,8,4,1,
"Superior no univ. completa (036)",43,,24,15,3,1
"Superior univ. incompleta (037)",9,,5,4,,
"Superior univ. completa (038)",21,,14,4,3,
"Hombres (040)",187,6,90,61,25,5
"Sin nivel (041)",14,1,5,3,5,
"Primaria (043)",69,3,21,32,10,3
"Secundaria (044)",59,2,44,9,3,1
"Superior no univ. incompleta (045)",9,,4,4,1,
"Superior no univ. completa (046)",21,,9,8,3,1
"Superior univ. incompleta (047)",4,,2,2,,
"Superior univ. completa (048)",11,,5,3,3,
"Mujeres (050)",81,1,54,20,6,
"Sin nivel (051)",7,,1,3,3,
"Primaria (053)",12,,6,5,1,
"Secundaria (054)",21,1,16,2,2,
"Superior no univ. incompleta (055)",4,,4,,,
"Superior no univ. completa (056)",22,,15,7,,
"Superior univ. incompleta (057)",5,,3,2,,
"Superior univ. completa (058)",10,,9,1,,
,,,,,,
"Area Rural (060)",598,21,320,154,72,31
"Sin nivel (061)",89,4,17,23,26,19
"Educación inicial (062)",1,,1,,,
"Primaria (063)",308,17,140,99,40,12
"Secundaria (064)",161,,139,16,6,
"Superior no univ. incompleta (065)",7,,6,1,,
"Superior no univ. completa (066)",24,,12,12,,
"Superior univ. incompleta (067)",2,,2,,,
"Superior univ. completa (068)",6,,3,3,,
"Hombres (070)",470,12,226,135,67,30
"Sin nivel (071)",76,3,11,20,24,18
"Primaria (073)",254,9,104,91,38,12
"Secundaria (074)",119,,99,15,5,
"Superior no univ. incompleta (075)",5,,4,1,,
"Superior no univ. completa (076)",10,,4,6,,
"Superior univ. incompleta (077)",2,,2,,,
"Superior univ. completa (078)",4,,2,2,,
"Mujeres (080)",128,9,94,19,5,1
"Sin nivel (081)",13,1,6,3,2,1
"Educación inicial (082)",1,,1,,,
"Primaria (083)",54,8,36,8,2,
"Secundaria (084)",42,,40,1,1,
"Superior no univ. incompleta (085)",2,,2,,,
"Superior no univ. completa (086)",14,,8,6,,
"Superior univ. completa (088)",2,,1,1,,
