"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia CORONGO",,,,,,,,,
"Viviendas particulares (001)",1904,35,1849,1,6,,13,,
"Ocupantes presentes (002)",8310,136,8087,3,30,,54,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1890,35,1840,1,1,,13,,
"Ocupantes presentes (005)",8237,136,8040,3,4,,54,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",6,,6,,,,,,
"Ocupantes presentes (014)",26,,26,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",6,,1,,5,,,,
"Ocupantes presentes (017)",31,,5,,26,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,,2,,,,,,
"Ocupantes presentes (023)",16,,16,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1015,27,985,1,1,,1,,
"Ocupantes presentes (029)",4094,95,3991,3,4,,1,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1008,27,978,1,1,,1,,
"Ocupantes presentes (032)",4067,95,3964,3,4,,1,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",6,,6,,,,,,
"Ocupantes presentes (041)",26,,26,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,1,,,,,,
"Ocupantes presentes (050)",1,,1,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",889,8,864,,5,,12,,
"Ocupantes presentes (056)",4216,41,4096,,26,,53,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",882,8,862,,,,12,,
"Ocupantes presentes (059)",4170,41,4076,,,,53,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",6,,1,,5,,,,
"Ocupantes presentes (071)",31,,5,,26,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,1,,,,,,
"Ocupantes presentes (077)",15,,15,,,,,,
"Otro tipo",,,,,,,,,
