"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHINCHEROS (000)",12310,172,3504,4471,3120,1043
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",39,,4,16,19,
"Profes., científicos e intelectuales (002)",1167,,264,655,243,5
"Técnicos de nivel medio y trab.asimilados (003)",179,,58,96,24,1
"Jefes y empleados de oficina (004)",201,,58,103,39,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",773,13,234,314,167,45
"Agricult.trabaj. calif. agrop. y pesqueros (006)",4032,2,703,1403,1303,621
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",374,5,136,141,77,15
"Obreros construc., conf., papel, fab., instr. (008)",448,,134,208,100,6
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",4246,143,1566,1252,1001,284
"Otra (010)",68,,19,41,8,
"Ocupación no especificada (011)",330,,96,103,82,49
"Desocupado (012)",453,9,232,139,57,16
"Hombres (013)",9746,137,2701,3448,2560,900
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",34,,3,14,17,
"Profes., científicos e intelectuales (015)",620,,110,344,161,5
"Técnicos de nivel medio y trab.asimilados (016)",118,,33,63,22,
"Jefes y empleados de oficina (017)",134,,27,70,36,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",246,5,70,91,58,22
"Agricult.trabaj. calif. agrop. y pesqueros (019)",3819,2,665,1354,1215,583
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",304,3,106,120,62,13
"Obreros construc., conf., papel, fab., instr. (021)",441,,133,207,96,5
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",3469,121,1321,990,800,237
"Otra (023)",67,,19,40,8,
"Ocupación no especificada (024)",125,,38,38,31,18
"Desocupado (025)",369,6,176,117,54,16
"Mujeres (026)",2564,35,803,1023,560,143
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",5,,1,2,2,
"Profes., científicos e intelectuales (028)",547,,154,311,82,
"Técnicos de nivel medio y trab.asimilados (029)",61,,25,33,2,1
"Jefes y empleados de oficina (030)",67,,31,33,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",527,8,164,223,109,23
"Agricult.trabaj. calif. agrop. y pesqueros (032)",213,,38,49,88,38
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",70,2,30,21,15,2
"Obreros construc., conf., papel, fab., instr. (034)",7,,1,1,4,1
