"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia PARINACOCHAS",,,,,,,
"Viviendas particulares (001)",8040,1268,423,155,5609,232,353
"Ocupantes presentes (002)",29306,4490,1632,658,20382,898,1246
"Casa independiente",,,,,,,
"Viviendas particulares (004)",7320,1196,349,150,5156,206,263
"Ocupantes presentes (005)",27090,4259,1393,640,18984,820,994
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",28,15,,1,12,,
"Ocupantes presentes (011)",127,68,,2,57,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",35,14,,,19,,2
"Ocupantes presentes (014)",117,39,,,73,,5
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",552,25,20,3,419,19,66
"Ocupantes presentes (017)",1606,66,47,11,1237,56,189
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",85,15,54,1,2,,13
"Ocupantes presentes (020)",319,54,192,5,27,,41
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",10,2,,,1,7,
"Ocupantes presentes (023)",29,3,,,4,22,
"Otro tipo",,,,,,,
"Viviendas particulares (025)",10,1,,,,,9
"Ocupantes presentes (026)",18,1,,,,,17
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",4328,958,221,114,2782,74,179
"Ocupantes presentes (029)",17079,3479,1001,505,11156,260,678
"Casa independiente",,,,,,,
"Viviendas particulares (031)",4173,912,167,112,2749,69,164
"Ocupantes presentes (032)",16495,3315,809,498,10999,242,632
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",28,15,,1,12,,
"Ocupantes presentes (038)",127,68,,2,57,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",35,14,,,19,,2
"Ocupantes presentes (041)",117,39,,,73,,5
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",85,15,54,1,2,,13
"Ocupantes presentes (047)",319,54,192,5,27,,41
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",7,2,,,,5,
"Ocupantes presentes (050)",21,3,,,,18,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",3712,310,202,41,2827,158,174
"Ocupantes presentes (056)",12227,1011,631,153,9226,638,568
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3147,284,182,38,2407,137,99
"Ocupantes presentes (059)",10595,944,584,142,7985,578,362
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",552,25,20,3,419,19,66
"Ocupantes presentes (071)",1606,66,47,11,1237,56,189
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",3,,,,1,2,
"Ocupantes presentes (077)",8,,,,4,4,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",10,1,,,,,9
"Ocupantes presentes (080)",18,1,,,,,17
