"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CAYLLOMA (000)",45663,44416,1247
"Hombres (001)",23381,22861,520
"Mujeres (002)",22282,21555,727
"De 18 a 29 años (003)",15325,14688,637
"Hombres (004)",7660,7331,329
"Mujeres (005)",7665,7357,308
"De 30 a 44 años (006)",15080,14941,139
"Hombres (007)",7745,7680,65
"Mujeres (008)",7335,7261,74
"De 45 a 64 años (009)",10532,10424,108
"Hombres (010)",5614,5573,41
"Mujeres (011)",4918,4851,67
"De 65 y más años (012)",4726,4363,363
"Hombres (013)",2362,2277,85
"Mujeres (014)",2364,2086,278
,,,
"URBANA (015)",29578,28762,816
"Hombres (016)",14644,14315,329
"Mujeres (017)",14934,14447,487
"De 18 a 29 años (018)",10233,9803,430
"Hombres (019)",4931,4715,216
"Mujeres (020)",5302,5088,214
"De 30 a 44 años (021)",10228,10131,97
"Hombres (022)",5056,5011,45
"Mujeres (023)",5172,5120,52
"De 45 a 64 años (024)",6397,6340,57
"Hombres (025)",3361,3342,19
"Mujeres (026)",3036,2998,38
"De 65 y más años (027)",2720,2488,232
"Hombres (028)",1296,1247,49
"Mujeres (029)",1424,1241,183
,,,
"RURAL (030)",16085,15654,431
"Hombres (031)",8737,8546,191
"Mujeres (032)",7348,7108,240
"De 18 a 29 años (033)",5092,4885,207
"Hombres (034)",2729,2616,113
"Mujeres (035)",2363,2269,94
"De 30 a 44 años (036)",4852,4810,42
"Hombres (037)",2689,2669,20
"Mujeres (038)",2163,2141,22
"De 45 a 64 años (039)",4135,4084,51
"Hombres (040)",2253,2231,22
"Mujeres (041)",1882,1853,29
"De 65 y más años (042)",2006,1875,131
"Hombres (043)",1066,1030,36
"Mujeres (044)",940,845,95
