"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia PURUS (000)",1876,1249,627
"De 3 a 5 años (001)",368,10,358
"De 6 a 11 años (002)",505,334,171
"De 12 a 16 años (003)",456,411,45
"De 17 a 24 años (004)",547,494,53
"Hombres (005)",989,673,316
"De 3 a 5 años (006)",195,4,191
"De 6 a 11 años (007)",271,177,94
"De 12 a 16 años (008)",230,215,15
"De 17 a 24 años (009)",293,277,16
"Mujeres (010)",887,576,311
"De 3 a 5 años (011)",173,6,167
"De 6 a 11 años (012)",234,157,77
"De 12 a 16 años (013)",226,196,30
"De 17 a 24 años (014)",254,217,37
,,,
"URBANA (015)",578,431,147
"De 3 a 5 años (016)",100,6,94
"De 6 a 11 años (017)",135,100,35
"De 12 a 16 años (018)",148,139,9
"De 17 a 24 años (019)",195,186,9
"Hombres (020)",317,245,72
"De 3 a 5 años (021)",49,3,46
"De 6 a 11 años (022)",81,59,22
"De 12 a 16 años (023)",76,73,3
"De 17 a 24 años (024)",111,110,1
"Mujeres (025)",261,186,75
"De 3 a 5 años (026)",51,3,48
"De 6 a 11 años (027)",54,41,13
"De 12 a 16 años (028)",72,66,6
"De 17 a 24 años (029)",84,76,8
,,,
"RURAL (030)",1298,818,480
"De 3 a 5 años (031)",268,4,264
"De 6 a 11 años (032)",370,234,136
"De 12 a 16 años (033)",308,272,36
"De 17 a 24 años (034)",352,308,44
"Hombres (035)",672,428,244
"De 3 a 5 años (036)",146,1,145
"De 6 a 11 años (037)",190,118,72
"De 12 a 16 años (038)",154,142,12
"De 17 a 24 años (039)",182,167,15
"Mujeres (040)",626,390,236
"De 3 a 5 años (041)",122,3,119
"De 6 a 11 años (042)",180,116,64
"De 12 a 16 años (043)",154,130,24
"De 17 a 24 años (044)",170,141,29
