"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia ICA (000)",129879,117945,33134,21234,20873,14718,15078,7063,5845,11934
"Católica (001)",115409,104730,29271,19032,18763,13197,13254,6127,5086,10679
"Cristiana/Evangélica (002)",9986,9206,2551,1471,1457,1103,1330,688,606,780
"Otra (003)",2813,2537,776,392,415,292,356,183,123,276
"Ninguna (004)",1671,1472,536,339,238,126,138,65,30,199
,,,,,,,,,,
"URBANA (006)",119346,108337,30656,19571,19317,13653,13797,6299,5044,11009
"Católica (007)",105774,95949,26983,17528,17354,12207,12092,5431,4354,9825
"Cristiana/Evangélica (008)",9295,8561,2414,1354,1344,1038,1236,632,543,734
"Otra (009)",2728,2461,756,373,403,287,346,177,119,267
"Ninguna (010)",1549,1366,503,316,216,121,123,59,28,183
,,,,,,,,,,
"RURAL (012)",10533,9608,2478,1663,1556,1065,1281,764,801,925
"Católica (013)",9635,8781,2288,1504,1409,990,1162,696,732,854
"Cristiana/Evangélica (014)",691,645,137,117,113,65,94,56,63,46
"Otra (015)",85,76,20,19,12,5,10,6,4,9
"Ninguna (016)",122,106,33,23,22,5,15,6,2,16
