"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia JULCAN (000)",27871,8061,7595,5769,4221,2225
"Hombres (001)",13949,4104,3770,2866,2097,1112
"Mujeres (002)",13922,3957,3825,2903,2124,1113
"PEA (003)",8808,233,3019,2802,1938,816
"Hombres (004)",7766,190,2617,2458,1742,759
"Mujeres (005)",1042,43,402,344,196,57
"Ocupada (006)",7873,175,2594,2569,1786,749
"Hombres (007)",6988,160,2291,2245,1597,695
"Mujeres (008)",885,15,303,324,189,54
"Desocupada (009)",935,58,425,233,152,67
"Hombres (010)",778,30,326,213,145,64
"Mujeres (011)",157,28,99,20,7,3
"No PEA (012)",19063,7828,4576,2967,2283,1409
"Hombres (013)",6183,3914,1153,408,355,353
"Mujeres (014)",12880,3914,3423,2559,1928,1056
,,,,,,
"URBANA (018)",4256,1104,1071,1013,756,312
"Hombres (019)",2051,576,487,485,356,147
"Mujeres (020)",2205,528,584,528,400,165
"PEA (021)",1357,36,383,512,340,86
"Hombres (022)",1005,28,277,367,261,72
"Mujeres (023)",352,8,106,145,79,14
"Ocupada (024)",1164,28,302,450,305,79
"Hombres (025)",848,22,216,315,229,66
"Mujeres (026)",316,6,86,135,76,13
"Desocupada (027)",193,8,81,62,35,7
"Hombres (028)",157,6,61,52,32,6
"Mujeres (029)",36,2,20,10,3,1
"No PEA (030)",2899,1068,688,501,416,226
"Hombres (031)",1046,548,210,118,95,75
"Mujeres (032)",1853,520,478,383,321,151
,,,,,,
"RURAL (036)",23615,6957,6524,4756,3465,1913
"Hombres (037)",11898,3528,3283,2381,1741,965
"Mujeres (038)",11717,3429,3241,2375,1724,948
"PEA (039)",7451,197,2636,2290,1598,730
"Hombres (040)",6761,162,2340,2091,1481,687
"Mujeres (041)",690,35,296,199,117,43
"Ocupada (042)",6709,147,2292,2119,1481,670
"Hombres (043)",6140,138,2075,1930,1368,629
"Mujeres (044)",569,9,217,189,113,41
"Desocupada (045)",742,50,344,171,117,60
"Hombres (046)",621,24,265,161,113,58
"Mujeres (047)",121,26,79,10,4,2
"No PEA (048)",16164,6760,3888,2466,1867,1183
"Hombres (049)",5137,3366,943,290,260,278
"Mujeres (050)",11027,3394,2945,2176,1607,905
