"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia AYABACA (000)",138403,3393,53163,31814,22089,18490,9454
"Hombres (001)",70777,1710,27035,16756,11025,9334,4917
"Mujeres (002)",67626,1683,26128,15058,11064,9156,4537
"Viviendas particulares (003)",137605,3389,53104,31521,21843,18316,9432
"Hombres (004)",70230,1709,27005,16528,10857,9230,4901
"Mujeres (005)",67375,1680,26099,14993,10986,9086,4531
"Viviendas colectivas (006)",377,,13,185,118,56,5
"Hombres (007)",290,,8,159,82,36,5
"Mujeres (008)",87,,5,26,36,20,
"Otro tipo (009)",421,4,46,108,128,118,17
"Hombres (010)",257,1,22,69,86,68,11
"Mujeres (011)",164,3,24,39,42,50,6
,,,,,,,
"URBANA (012)",15845,293,4574,4104,3215,2510,1149
"Hombres (013)",7888,152,2251,2052,1583,1268,582
"Mujeres (014)",7957,141,2323,2052,1632,1242,567
"Viviendas particulares (015)",15093,289,4519,3823,2992,2343,1127
"Hombres (016)",7368,151,2224,1832,1427,1168,566
"Mujeres (017)",7725,138,2295,1991,1565,1175,561
"Viviendas colectivas (018)",331,,9,173,95,49,5
"Hombres (019)",263,,5,151,70,32,5
"Mujeres (020)",68,,4,22,25,17,
"Otro tipo (021)",421,4,46,108,128,118,17
"Hombres (022)",257,1,22,69,86,68,11
"Mujeres (023)",164,3,24,39,42,50,6
,,,,,,,
"RURAL (024)",122558,3100,48589,27710,18874,15980,8305
"Hombres (025)",62889,1558,24784,14704,9442,8066,4335
"Mujeres (026)",59669,1542,23805,13006,9432,7914,3970
"Viviendas particulares (027)",122512,3100,48585,27698,18851,15973,8305
"Hombres (028)",62862,1558,24781,14696,9430,8062,4335
"Mujeres (029)",59650,1542,23804,13002,9421,7911,3970
"Viviendas colectivas (030)",46,,4,12,23,7,
"Hombres (031)",27,,3,8,12,4,
"Mujeres (032)",19,,1,4,11,3,
