"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia HUALLAGA (000)",11540,5351,155,126,5365,175,31,28,1,308
"Hombres (001)",3755,2714,92,70,546,100,22,18,,193
"Mujeres (002)",7785,2637,63,56,4819,75,9,10,1,115
"De 06 a 14 años (003)",4691,4331,,,163,83,3,5,,106
"Hombres (004)",2343,2190,,,47,49,1,5,,51
"Mujeres (005)",2348,2141,,,116,34,2,,,55
"De 15 a 29 años (006)",3059,995,6,28,1934,,14,8,1,73
"Hombres (007)",753,510,4,11,163,,10,3,,52
"Mujeres (008)",2306,485,2,17,1771,,4,5,1,21
"De 30 a 44 años (009)",1700,18,13,25,1586,,7,3,,48
"Hombres (010)",190,9,8,14,114,,6,2,,37
"Mujeres (011)",1510,9,5,11,1472,,1,1,,11
"De 45 a 64 años (012)",1234,5,38,37,1093,2,6,4,,49
"Hombres (013)",202,4,24,19,112,,4,3,,36
"Mujeres (014)",1032,1,14,18,981,2,2,1,,13
"De 65 y más años (015)",856,2,98,36,589,90,1,8,,32
"Hombres (016)",267,1,56,26,110,51,1,5,,17
"Mujeres (017)",589,1,42,10,479,39,,3,,15
,,,,,,,,,,
"AREA URBANA (018)",6704,3147,152,108,3062,88,2,22,1,122
"Hombres (019)",2288,1562,90,66,423,48,1,15,,83
"Mujeres (020)",4416,1585,62,42,2639,40,1,7,1,39
"De 06 a 14 años (021)",2421,2329,,,57,16,,4,,15
"Hombres (022)",1198,1157,,,19,9,,4,,9
"Mujeres (023)",1223,1172,,,38,7,,,,6
"De 15 a 29 años (024)",1748,806,5,20,881,,,6,1,29
"Hombres (025)",562,396,4,11,127,,,3,,21
"Mujeres (026)",1186,410,1,9,754,,,3,1,8
"De 30 a 44 años (027)",1049,10,11,23,974,,2,1,,28
"Hombres (028)",145,7,6,14,94,,1,1,,22
"Mujeres (029)",904,3,5,9,880,,1,,,6
"De 45 a 64 años (030)",816,2,38,33,711,1,,4,,27
"Hombres (031)",168,2,24,18,101,,,3,,20
"Mujeres (032)",648,,14,15,610,1,,1,,7
"De 65 y más años (033)",670,,98,32,439,71,,7,,23
"Hombres (034)",215,,56,23,82,39,,4,,11
"Mujeres (035)",455,,42,9,357,32,,3,,12
,,,,,,,,,,
"AREA RURAL (036)",4836,2204,3,18,2303,87,29,6,,186
"Hombres (037)",1467,1152,2,4,123,52,21,3,,110
"Mujeres (038)",3369,1052,1,14,2180,35,8,3,,76
"De 06 a 14 años (039)",2270,2002,,,106,67,3,1,,91
"Hombres (040)",1145,1033,,,28,40,1,1,,42
"Mujeres (041)",1125,969,,,78,27,2,,,49
"De 15 a 29 años (042)",1311,189,1,8,1053,,14,2,,44
"Hombres (043)",191,114,,,36,,10,,,31
"Mujeres (044)",1120,75,1,8,1017,,4,2,,13
"De 30 a 44 años (045)",651,8,2,2,612,,5,2,,20
"Hombres (046)",45,2,2,,20,,5,1,,15
"Mujeres (047)",606,6,,2,592,,,1,,5
"De 45 a 64 años (048)",418,3,,4,382,1,6,,,22
"Hombres (049)",34,2,,1,11,,4,,,16
"Mujeres (050)",384,1,,3,371,1,2,,,6
"De 65 y más años (051)",186,2,,4,150,19,1,1,,9
"Hombres (052)",52,1,,3,28,12,1,1,,6
"Mujeres (053)",134,1,,1,122,7,,,,3
