"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia OYON (000)",15318,2238,2578,3313,2707,1776,2706
"Conviviente (001)",4080,60,707,1459,1006,464,384
"Separado(a) (002)",339,2,38,80,86,63,70
"Casado(a) (003)",5027,11,188,977,1302,1026,1523
"Viudo(a) (004)",728,,4,18,41,89,576
"Divorciado(a) (005)",54,,3,7,7,14,23
"Soltero(a) (006)",5090,2165,1638,772,265,120,130
"Hombres (008)",8169,1158,1321,1905,1504,970,1311
"Conviviente (009)",2168,28,275,819,571,260,215
"Separado(a) (010)",114,,5,27,29,28,25
"Casado(a) (011)",2765,5,53,534,732,586,855
"Viudo(a) (012)",185,,1,5,11,25,143
"Divorciado(a) (013)",29,,2,4,2,7,14
"Soltero(a) (014)",2908,1125,985,516,159,64,59
"Mujeres (016)",7149,1080,1257,1408,1203,806,1395
"Conviviente (017)",1912,32,432,640,435,204,169
"Separado(a) (018)",225,2,33,53,57,35,45
"Casado(a) (019)",2262,6,135,443,570,440,668
"Viudo(a) (020)",543,,3,13,30,64,433
"Divorciado(a) (021)",25,,1,3,5,7,9
"Soltero(a) (022)",2182,1040,653,256,106,56,71
,,,,,,,
"URBANA (024)",9554,1552,1634,1975,1633,1028,1732
"Conviviente (025)",2393,42,456,863,548,271,213
"Separado(a) (026)",221,1,26,43,62,35,54
"Casado(a) (027)",3258,9,147,667,853,580,1002
"Viudo(a) (028)",466,,2,11,26,57,370
"Divorciado(a) (029)",34,,1,3,5,10,15
"Soltero(a) (030)",3182,1500,1002,388,139,75,78
"Hombres (032)",4574,771,753,946,797,502,805
"Conviviente (033)",1153,17,165,406,289,151,125
"Separado(a) (034)",55,,2,8,18,10,17
"Casado(a) (035)",1575,4,30,293,422,286,540
"Viudo(a) (036)",100,,1,2,2,14,81
"Divorciado(a) (037)",16,,1,2,,4,9
"Soltero(a) (038)",1675,750,554,235,66,37,33
"Mujeres (040)",4980,781,881,1029,836,526,927
"Conviviente (041)",1240,25,291,457,259,120,88
"Separado(a) (042)",166,1,24,35,44,25,37
"Casado(a) (043)",1683,5,117,374,431,294,462
"Viudo(a) (044)",366,,1,9,24,43,289
"Divorciado(a) (045)",18,,,1,5,6,6
"Soltero(a) (046)",1507,750,448,153,73,38,45
,,,,,,,
"RURAL (048)",5764,686,944,1338,1074,748,974
"Conviviente (049)",1687,18,251,596,458,193,171
"Separado(a) (050)",118,1,12,37,24,28,16
"Casado(a) (051)",1769,2,41,310,449,446,521
"Viudo(a) (052)",262,,2,7,15,32,206
"Divorciado(a) (053)",20,,2,4,2,4,8
"Soltero(a) (054)",1908,665,636,384,126,45,52
"Hombres (056)",3595,387,568,959,707,468,506
"Conviviente (057)",1015,11,110,413,282,109,90
"Separado(a) (058)",59,,3,19,11,18,8
"Casado(a) (059)",1190,1,23,241,310,300,315
"Viudo(a) (060)",85,,,3,9,11,62
"Divorciado(a) (061)",13,,1,2,2,3,5
"Soltero(a) (062)",1233,375,431,281,93,27,26
"Mujeres (064)",2169,299,376,379,367,280,468
"Conviviente (065)",672,7,141,183,176,84,81
"Separado(a) (066)",59,1,9,18,13,10,8
"Casado(a) (067)",579,1,18,69,139,146,206
"Viudo(a) (068)",177,,2,4,6,21,144
"Divorciado(a) (069)",7,,1,2,,1,3
"Soltero(a) (070)",675,290,205,103,33,18,26
