"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CANDARAVE (000)",6762,770,1019,1375,1196,906,1496
"Católica (001)",5618,646,860,1142,1033,755,1182
"Cristiana/Evangélica (002)",341,30,40,66,48,57,100
"Otra (003)",613,66,83,122,89,75,178
"Ninguna (004)",190,28,36,45,26,19,36
"Hombres (006)",3582,408,552,727,642,495,758
"Católica (007)",2998,364,455,601,550,425,603
"Cristiana/Evangélica (008)",174,9,27,35,30,25,48
"Otra (009)",293,24,44,61,43,32,89
"Ninguna (010)",117,11,26,30,19,13,18
"Mujeres (012)",3180,362,467,648,554,411,738
"Católica (013)",2620,282,405,541,483,330,579
"Cristiana/Evangélica (014)",167,21,13,31,18,32,52
"Otra (015)",320,42,39,61,46,43,89
"Ninguna (016)",73,17,10,15,7,6,18
,,,,,,,
"URBANA (018)",4443,488,655,889,801,583,1027
"Católica (019)",3670,402,555,735,686,481,811
"Cristiana/Evangélica (020)",219,21,22,42,32,35,67
"Otra (021)",422,44,54,84,63,52,125
"Ninguna (022)",132,21,24,28,20,15,24
"Hombres (024)",2293,247,348,458,431,316,493
"Católica (025)",1909,221,285,375,365,270,393
"Cristiana/Evangélica (026)",107,4,15,25,18,14,31
"Otra (027)",196,14,31,41,31,21,58
"Ninguna (028)",81,8,17,17,17,11,11
"Mujeres (030)",2150,241,307,431,370,267,534
"Católica (031)",1761,181,270,360,321,211,418
"Cristiana/Evangélica (032)",112,17,7,17,14,21,36
"Otra (033)",226,30,23,43,32,31,67
"Ninguna (034)",51,13,7,11,3,4,13
,,,,,,,
"RURAL (036)",2319,282,364,486,395,323,469
"Católica (037)",1948,244,305,407,347,274,371
"Cristiana/Evangélica (038)",122,9,18,24,16,22,33
"Otra (039)",191,22,29,38,26,23,53
"Ninguna (040)",58,7,12,17,6,4,12
"Hombres (042)",1289,161,204,269,211,179,265
"Católica (043)",1089,143,170,226,185,155,210
"Cristiana/Evangélica (044)",67,5,12,10,12,11,17
"Otra (045)",97,10,13,20,12,11,31
"Ninguna (046)",36,3,9,13,2,2,7
"Mujeres (048)",1030,121,160,217,184,144,204
"Católica (049)",859,101,135,181,162,119,161
"Cristiana/Evangélica (050)",55,4,6,14,4,11,16
"Otra (051)",94,12,16,18,14,12,22
"Ninguna (052)",22,4,3,4,4,2,5
