"CUADRO Nº 7: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PADECIMIENTO DE ALGUNA DIFICULTAD O LIMITACIÓN FÍSICA O MENTAL PERMANENTE DE ALGÚN MIEMBRO DEL HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISCAPACIDAD FÍSICA O MENTAL",,,,,"NINGUNA PERSONA CON DISCAPACIDAD"
,,"PARA VER, AÚN USANDO LENTES","PARA OÍR, AÚN USANDO AUDÍ-FONOS PARA SORDERA","PARA HABLAR (ENTONAR / VOCALIZAR)","PARA USAR BRAZOS Y MANOS / PIERNAS Y PIES","ALGUNA OTRA DIFICULTAD O LIMITACIÓN",
,,,,,,,
"Provincia PUERTO INCA",,,,,,,
"Hogares (001)",7178,113,51,71,85,104,6791
"Ocupantes presentes (002)",30810,519,229,384,426,551,28886
"Casa independiente",,,,,,,
"Hogares (004)",4577,60,29,41,55,60,4352
"Ocupantes presentes (005)",19746,289,148,234,297,340,18568
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Hogares (010)",6,,,,,,6
"Ocupantes presentes (011)",11,,,,,,11
"Vivienda en casa de vecindad",,,,,,,
"Hogares (013)",13,,,,,,13
"Ocupantes presentes (014)",41,,,,,,41
"Choza o cabaña",,,,,,,
"Hogares (016)",2560,52,22,30,30,44,2399
"Ocupantes presentes (017)",10944,223,81,150,129,211,10205
"Vivienda improvisada",,,,,,,
"Hogares (019)",9,1,,,,,8
"Ocupantes presentes (020)",31,7,,,,,24
"Local no dest.para hab. humana",,,,,,,
"Hogares (022)",7,,,,,,7
"Ocupantes presentes (023)",19,,,,,,19
"Otro tipo",,,,,,,
"Hogares (025)",6,,,,,,6
"Ocupantes presentes (026)",18,,,,,,18
,,,,,,,
URBANA,,,,,,,
"Hogares (028)",1398,25,5,6,23,17,1327
"Ocupantes presentes (029)",5982,130,27,33,112,83,5635
"Casa independiente",,,,,,,
"Hogares (031)",1368,24,5,6,23,17,1298
"Ocupantes presentes (032)",5886,123,27,33,112,83,5546
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Hogares (037)",6,,,,,,6
"Ocupantes presentes (038)",11,,,,,,11
"Vivienda en casa de vecindad",,,,,,,
"Hogares (040)",13,,,,,,13
"Ocupantes presentes (041)",41,,,,,,41
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Hogares (046)",9,1,,,,,8
"Ocupantes presentes (047)",31,7,,,,,24
"Local no dest.para hab. humana",,,,,,,
"Hogares (049)",2,,,,,,2
"Ocupantes presentes (050)",13,,,,,,13
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Hogares (055)",5780,88,46,65,62,87,5464
"Ocupantes presentes (056)",24828,389,202,351,314,468,23251
"Casa independiente",,,,,,,
"Hogares (058)",3209,36,24,35,32,43,3054
"Ocupantes presentes (059)",13860,166,121,201,185,257,13022
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Hogares (070)",2560,52,22,30,30,44,2399
"Ocupantes presentes (071)",10944,223,81,150,129,211,10205
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Hogares (076)",5,,,,,,5
"Ocupantes presentes (077)",6,,,,,,6
"Otro tipo",,,,,,,
"Hogares (079)",6,,,,,,6
"Ocupantes presentes (080)",18,,,,,,18
