"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia ACOBAMBA (000)",34494,28194,6300
"De 3 a 5 años (001)",5207,436,4771
"De 6 a 11 años (002)",11400,10236,1164
"De 12 a 16 años (003)",8470,8395,75
"De 17 a 24 años (004)",9417,9127,290
"Hombres (005)",17315,14231,3084
"De 3 a 5 años (006)",2619,199,2420
"De 6 a 11 años (007)",5759,5167,592
"De 12 a 16 años (008)",4277,4254,23
"De 17 a 24 años (009)",4660,4611,49
"Mujeres (010)",17179,13963,3216
"De 3 a 5 años (011)",2588,237,2351
"De 6 a 11 años (012)",5641,5069,572
"De 12 a 16 años (013)",4193,4141,52
"De 17 a 24 años (014)",4757,4516,241
,,,
"URBANA (015)",9789,8238,1551
"De 3 a 5 años (016)",1399,151,1248
"De 6 a 11 años (017)",3103,2863,240
"De 12 a 16 años (018)",2417,2407,10
"De 17 a 24 años (019)",2870,2817,53
"Hombres (020)",4864,4090,774
"De 3 a 5 años (021)",710,71,639
"De 6 a 11 años (022)",1536,1415,121
"De 12 a 16 años (023)",1204,1199,5
"De 17 a 24 años (024)",1414,1405,9
"Mujeres (025)",4925,4148,777
"De 3 a 5 años (026)",689,80,609
"De 6 a 11 años (027)",1567,1448,119
"De 12 a 16 años (028)",1213,1208,5
"De 17 a 24 años (029)",1456,1412,44
,,,
"RURAL (030)",24705,19956,4749
"De 3 a 5 años (031)",3808,285,3523
"De 6 a 11 años (032)",8297,7373,924
"De 12 a 16 años (033)",6053,5988,65
"De 17 a 24 años (034)",6547,6310,237
"Hombres (035)",12451,10141,2310
"De 3 a 5 años (036)",1909,128,1781
"De 6 a 11 años (037)",4223,3752,471
"De 12 a 16 años (038)",3073,3055,18
"De 17 a 24 años (039)",3246,3206,40
"Mujeres (040)",12254,9815,2439
"De 3 a 5 años (041)",1899,157,1742
"De 6 a 11 años (042)",4074,3621,453
"De 12 a 16 años (043)",2980,2933,47
"De 17 a 24 años (044)",3301,3104,197
