"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia HUANCA SANCOS",,,,,,,,,
"Viviendas particulares (001)",260,88,65,37,41,13,2,4,10
"Ocupantes presentes (002)",940,289,229,124,170,69,9,17,33
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",257,88,65,37,38,13,2,4,10
"Ocupantes presentes (005)",923,289,229,124,153,69,9,17,33
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",3,,,,3,,,,
"Ocupantes presentes (011)",17,,,,17,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",258,86,65,37,41,13,2,4,10
"Ocupantes presentes (029)",936,285,229,124,170,69,9,17,33
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",255,86,65,37,38,13,2,4,10
"Ocupantes presentes (032)",919,285,229,124,153,69,9,17,33
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",3,,,,3,,,,
"Ocupantes presentes (038)",17,,,,17,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2,2,,,,,,,
"Ocupantes presentes (056)",4,4,,,,,,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2,2,,,,,,,
"Ocupantes presentes (059)",4,4,,,,,,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
