"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LAMAS (000)",32666,2753,62,19639,7873,499,972,238,630
"Empleado (001)",2082,16,,149,480,181,686,132,438
"Obrero (002)",4761,341,6,2970,1295,67,48,14,20
"Trabajador independiente (003)",16544,1335,17,10620,3991,186,196,71,128
"Empleador o patrono (004)",1064,90,1,699,229,14,10,4,17
"Trabajador familiar no remunerado (005)",7271,876,37,4703,1575,30,24,12,14
"Trabajador del hogar (006)",944,95,1,498,303,21,8,5,13
"Hombres (008)",23680,1293,37,14720,6168,329,564,167,402
"Empleado (009)",1173,1,,78,303,94,354,82,261
"Obrero (010)",3876,170,5,2391,1173,62,43,13,19
"Trabajador independiente (011)",13836,885,11,9133,3365,140,141,60,101
"Empleador o patrono (012)",960,73,1,640,207,14,10,3,12
"Trabajador familiar no remunerado (013)",3800,157,20,2461,1110,19,16,8,9
"Trabajador del hogar (014)",35,7,,17,10,,,1,
"Mujeres (016)",8986,1460,25,4919,1705,170,408,71,228
"Empleado (017)",909,15,,71,177,87,332,50,177
"Obrero (018)",885,171,1,579,122,5,5,1,1
"Trabajador independiente (019)",2708,450,6,1487,626,46,55,11,27
"Empleador o patrono (020)",104,17,,59,22,,,1,5
"Trabajador familiar no remunerado (021)",3471,719,17,2242,465,11,8,4,5
"Trabajador del hogar (022)",909,88,1,481,293,21,8,4,13
,,,,,,,,,
"URBANA (024)",15840,886,25,7854,5008,423,858,211,575
"Empleado (025)",1900,13,,130,450,155,615,125,412
"Obrero (026)",2146,110,2,1092,813,59,42,12,16
"Trabajador independiente (027)",8011,426,11,4555,2530,155,168,57,109
"Empleador o patrono (028)",313,14,,155,105,11,10,4,14
"Trabajador familiar no remunerado (029)",2687,257,11,1524,836,24,15,9,11
"Trabajador del hogar (030)",783,66,1,398,274,19,8,4,13
"Hombres (032)",10696,312,13,5400,3702,273,490,142,364
"Empleado (033)",1074,1,,69,281,80,317,77,249
"Obrero (034)",1760,42,1,864,735,55,37,11,15
"Trabajador independiente (035)",6244,224,6,3637,2016,113,118,46,84
"Empleador o patrono (036)",261,8,,133,87,11,10,3,9
"Trabajador familiar no remunerado (037)",1336,32,6,688,576,14,8,5,7
"Trabajador del hogar (038)",21,5,,9,7,,,,
"Mujeres (040)",5144,574,12,2454,1306,150,368,69,211
"Empleado (041)",826,12,,61,169,75,298,48,163
"Obrero (042)",386,68,1,228,78,4,5,1,1
"Trabajador independiente (043)",1767,202,5,918,514,42,50,11,25
"Empleador o patrono (044)",52,6,,22,18,,,1,5
"Trabajador familiar no remunerado (045)",1351,225,5,836,260,10,7,4,4
"Trabajador del hogar (046)",762,61,1,389,267,19,8,4,13
,,,,,,,,,
"RURAL (048)",16826,1867,37,11785,2865,76,114,27,55
"Empleado (049)",182,3,,19,30,26,71,7,26
"Obrero (050)",2615,231,4,1878,482,8,6,2,4
"Trabajador independiente (051)",8533,909,6,6065,1461,31,28,14,19
"Empleador o patrono (052)",751,76,1,544,124,3,,,3
"Trabajador familiar no remunerado (053)",4584,619,26,3179,739,6,9,3,3
"Trabajador del hogar (054)",161,29,,100,29,2,,1,
"Hombres (056)",12984,981,24,9320,2466,56,74,25,38
"Empleado (057)",99,,,9,22,14,37,5,12
"Obrero (058)",2116,128,4,1527,438,7,6,2,4
"Trabajador independiente (059)",7592,661,5,5496,1349,27,23,14,17
"Empleador o patrono (060)",699,65,1,507,120,3,,,3
"Trabajador familiar no remunerado (061)",2464,125,14,1773,534,5,8,3,2
"Trabajador del hogar (062)",14,2,,8,3,,,1,
"Mujeres (064)",3842,886,13,2465,399,20,40,2,17
"Empleado (065)",83,3,,10,8,12,34,2,14
"Obrero (066)",499,103,,351,44,1,,,
"Trabajador independiente (067)",941,248,1,569,112,4,5,,2
"Empleador o patrono (068)",52,11,,37,4,,,,
"Trabajador familiar no remunerado (069)",2120,494,12,1406,205,1,1,,1
"Trabajador del hogar (070)",147,27,,92,26,2,,,
