"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia OYON (000)",7550,354,7,1736,2944,551,630,325,1003
"Empleado (001)",1588,17,2,89,367,143,238,100,632
"Obrero (002)",2826,84,2,548,1448,235,231,109,169
"Trabajador independiente (003)",2463,199,1,869,860,142,138,99,155
"Empleador o patrono (004)",85,4,,14,30,5,6,7,19
"Trabajador familiar no remunerado (005)",510,44,2,190,202,21,15,9,27
"Trabajador del hogar (006)",78,6,,26,37,5,2,1,1
"Hombres (008)",5609,116,4,1182,2407,445,497,273,685
"Empleado (009)",1063,8,1,44,270,103,164,73,400
"Obrero (010)",2545,40,2,446,1356,218,223,106,154
"Trabajador independiente (011)",1694,57,,599,645,110,102,84,97
"Empleador o patrono (012)",66,3,,11,22,5,5,5,15
"Trabajador familiar no remunerado (013)",234,7,1,81,109,9,3,5,19
"Trabajador del hogar (014)",7,1,,1,5,,,,
"Mujeres (016)",1941,238,3,554,537,106,133,52,318
"Empleado (017)",525,9,1,45,97,40,74,27,232
"Obrero (018)",281,44,,102,92,17,8,3,15
"Trabajador independiente (019)",769,142,1,270,215,32,36,15,58
"Empleador o patrono (020)",19,1,,3,8,,1,2,4
"Trabajador familiar no remunerado (021)",276,37,1,109,93,12,12,4,8
"Trabajador del hogar (022)",71,5,,25,32,5,2,1,1
,,,,,,,,,
"URBANA (024)",4175,202,5,910,1723,279,316,168,572
"Empleado (025)",955,15,,67,247,76,122,50,378
"Obrero (026)",1315,48,2,263,751,89,59,41,62
"Trabajador independiente (027)",1585,119,1,490,578,92,123,67,115
"Empleador o patrono (028)",45,4,,4,16,3,4,4,10
"Trabajador familiar no remunerado (029)",217,12,2,68,102,16,6,5,6
"Trabajador del hogar (030)",58,4,,18,29,3,2,1,1
"Hombres (032)",2889,54,3,601,1342,205,222,130,332
"Empleado (033)",548,6,,31,158,49,68,33,203
"Obrero (034)",1188,15,2,225,711,82,57,39,57
"Trabajador independiente (035)",1022,27,,312,409,65,92,54,63
"Empleador o patrono (036)",31,3,,2,10,3,4,2,7
"Trabajador familiar no remunerado (037)",96,3,1,30,51,6,1,2,2
"Trabajador del hogar (038)",4,,,1,3,,,,
"Mujeres (040)",1286,148,2,309,381,74,94,38,240
"Empleado (041)",407,9,,36,89,27,54,17,175
"Obrero (042)",127,33,,38,40,7,2,2,5
"Trabajador independiente (043)",563,92,1,178,169,27,31,13,52
"Empleador o patrono (044)",14,1,,2,6,,,2,3
"Trabajador familiar no remunerado (045)",121,9,1,38,51,10,5,3,4
"Trabajador del hogar (046)",54,4,,17,26,3,2,1,1
,,,,,,,,,
"RURAL (048)",3375,152,2,826,1221,272,314,157,431
"Empleado (049)",633,2,2,22,120,67,116,50,254
"Obrero (050)",1511,36,,285,697,146,172,68,107
"Trabajador independiente (051)",878,80,,379,282,50,15,32,40
"Empleador o patrono (052)",40,,,10,14,2,2,3,9
"Trabajador familiar no remunerado (053)",293,32,,122,100,5,9,4,21
"Trabajador del hogar (054)",20,2,,8,8,2,,,
"Hombres (056)",2720,62,1,581,1065,240,275,143,353
"Empleado (057)",515,2,1,13,112,54,96,40,197
"Obrero (058)",1357,25,,221,645,136,166,67,97
"Trabajador independiente (059)",672,30,,287,236,45,10,30,34
"Empleador o patrono (060)",35,,,9,12,2,1,3,8
"Trabajador familiar no remunerado (061)",138,4,,51,58,3,2,3,17
"Trabajador del hogar (062)",3,1,,,2,,,,
"Mujeres (064)",655,90,1,245,156,32,39,14,78
"Empleado (065)",118,,1,9,8,13,20,10,57
"Obrero (066)",154,11,,64,52,10,6,1,10
"Trabajador independiente (067)",206,50,,92,46,5,5,2,6
"Empleador o patrono (068)",5,,,1,2,,1,,1
"Trabajador familiar no remunerado (069)",155,28,,71,42,2,7,1,4
"Trabajador del hogar (070)",17,1,,8,6,2,,,
