"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia YAULI (000)",901,234,667
"Sin nivel (001)",8,2,6
"Educación inicial (002)",1,,1
"Primaria (003)",91,25,66
"Secundaria (004)",490,126,364
"Superior no univ. incompleta (005)",93,31,62
"Superior no univ. completa (006)",109,20,89
"Superior univ. incompleta (007)",33,13,20
"Superior univ. completa (008)",76,17,59
"De 14 a 29 años (010)",499,186,313
"Sin nivel (011)",2,2,
"Primaria (013)",37,17,20
"Secundaria (014)",271,100,171
"Superior no univ. incompleta (015)",62,27,35
"Superior no univ. completa (016)",68,17,51
"Superior univ. incompleta (017)",19,10,9
"Superior univ. completa (018)",40,13,27
"De 30 a 44 años (020)",278,40,238
"Sin nivel (021)",1,,1
"Educación inicial (022)",1,,1
"Primaria (023)",27,7,20
"Secundaria (024)",153,20,133
"Superior no univ. incompleta (025)",24,4,20
"Superior no univ. completa (026)",34,3,31
"Superior univ. incompleta (027)",9,3,6
"Superior univ. completa (028)",29,3,26
"De 45 a 64 años (030)",118,8,110
"Sin nivel (031)",4,,4
"Primaria (033)",26,1,25
"Secundaria (034)",62,6,56
"Superior no univ. incompleta (035)",7,,7
"Superior no univ. completa (036)",7,,7
"Superior univ. incompleta (037)",5,,5
"Superior univ. completa (038)",7,1,6
"De 65 y más años (040)",6,,6
"Sin nivel (041)",1,,1
"Primaria (043)",1,,1
"Secundaria (044)",4,,4
,,,
"AREA URBANA (050)",810,210,600
"Sin nivel (051)",6,,6
"Educación inicial (052)",1,,1
"Primaria (053)",78,20,58
"Secundaria (054)",436,116,320
"Superior no univ. incompleta (055)",86,28,58
"Superior no univ. completa (056)",100,19,81
"Superior univ. incompleta (057)",31,13,18
"Superior univ. completa (058)",72,14,58
"De 14 a 29 años (060)",448,166,282
"Primaria (063)",30,14,16
"Secundaria (064)",242,92,150
"Superior no univ. incompleta (065)",58,24,34
"Superior no univ. completa (066)",63,16,47
"Superior univ. incompleta (067)",18,10,8
"Superior univ. completa (068)",37,10,27
"De 30 a 44 años (070)",251,37,214
"Sin nivel (071)",1,,1
"Educación inicial (072)",1,,1
"Primaria (073)",25,6,19
"Secundaria (074)",136,18,118
"Superior no univ. incompleta (075)",22,4,18
"Superior no univ. completa (076)",30,3,27
"Superior univ. incompleta (077)",8,3,5
"Superior univ. completa (078)",28,3,25
"De 45 a 64 años (080)",105,7,98
"Sin nivel (081)",4,,4
"Primaria (083)",22,,22
"Secundaria (084)",54,6,48
"Superior no univ. incompleta (085)",6,,6
"Superior no univ. completa (086)",7,,7
"Superior univ. incompleta (087)",5,,5
"Superior univ. completa (088)",7,1,6
"De 65 y más años (090)",6,,6
"Sin nivel (091)",1,,1
"Primaria (093)",1,,1
"Secundaria (094)",4,,4
,,,
"AREA RURAL (100)",91,24,67
"Sin nivel (101)",2,2,
"Primaria (103)",13,5,8
"Secundaria (104)",54,10,44
"Superior no univ. incompleta (105)",7,3,4
"Superior no univ. completa (106)",9,1,8
"Superior univ. incompleta (107)",2,,2
"Superior univ. completa (108)",4,3,1
"De 14 a 29 años (110)",51,20,31
"Sin nivel (111)",2,2,
"Primaria (113)",7,3,4
"Secundaria (114)",29,8,21
"Superior no univ. incompleta (115)",4,3,1
"Superior no univ. completa (116)",5,1,4
"Superior univ. incompleta (117)",1,,1
"Superior univ. completa (118)",3,3,
"De 30 a 44 años (120)",27,3,24
"Primaria (123)",2,1,1
"Secundaria (124)",17,2,15
"Superior no univ. incompleta (125)",2,,2
"Superior no univ. completa (126)",4,,4
"Superior univ. incompleta (127)",1,,1
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",13,1,12
"Primaria (133)",4,1,3
"Secundaria (134)",8,,8
"Superior no univ. incompleta (135)",1,,1
