"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUACAYBAMBA (000)",4660,549,532,2615,22,622,83,237
"Agric., ganadería, caza y silvicultura (001)",3138,3,387,2187,18,543,,
"Pesca (002)",2,,,2,,,,
"Explotación de minas y canteras (003)",10,,10,,,,,
"Industrias manufactureras (004)",59,,8,48,1,2,,
"Suministro de electricidad, gas y agua (005)",1,,1,,,,,
"Construcción (006)",140,,92,29,,19,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",248,4,3,204,,37,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",2,,,2,,,,
"Comercio al por mayor (009)",13,,,12,,1,,
"Comercio al por menor (010)",233,4,3,190,,36,,
"Hoteles y restaurantes (011)",37,,,35,1,1,,
"Trans., almac. y comunicaciones (012)",34,12,4,17,1,,,
"Intermediación financiera (013)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (014)",13,9,1,3,,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",125,110,15,,,,,
"Enseñanza (016)",386,371,,14,,1,,
"Servicios sociales y de salud (017)",37,35,,2,,,,
"Otras activ. serv.comun.soc y personales (018)",14,3,1,8,,2,,
"Hogares privados con servicio doméstico (019)",83,,,,,,83,
"Actividad economica no especificada (021)",94,,10,66,1,17,,
"Desocupado (022)",237,,,,,,,237
"Hombres (023)",3857,359,503,2314,19,458,17,187
"Agric., ganadería, caza y silvicultura (024)",2886,2,366,2075,18,425,,
"Pesca (025)",2,,,2,,,,
"Explotación de minas y canteras (026)",9,,9,,,,,
"Industrias manufactureras (027)",54,,8,44,,2,,
"Suministro de electricidad, gas y agua (028)",1,,1,,,,,
"Construcción (029)",140,,92,29,,19,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",127,1,3,115,,8,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",2,,,2,,,,
"Comercio al por mayor (032)",10,,,10,,,,
"Comercio al por menor (033)",115,1,3,103,,8,,
"Hoteles y restaurantes (034)",5,,,5,,,,
"Trans., almac. y comunicaciones (035)",29,10,3,16,,,,
"Intermediación financiera (036)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (037)",11,7,1,3,,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",112,98,14,,,,,
"Enseñanza (039)",229,219,,9,,1,,
"Servicios sociales y de salud (040)",20,18,,2,,,,
"Otras activ. serv.comun.soc y personales (041)",4,2,,2,,,,
"Hogares privados con servicio doméstico (042)",17,,,,,,17,
"Actividad economica no especificada (044)",22,,6,12,1,3,,
"Desocupado (045)",187,,,,,,,187
"Mujeres (046)",803,190,29,301,3,164,66,50
"Agric., ganadería, caza y silvicultura (047)",252,1,21,112,,118,,
"Explotación de minas y canteras (049)",1,,1,,,,,
"Industrias manufactureras (050)",5,,,4,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",121,3,,89,,29,,
"Comercio al por mayor (055)",3,,,2,,1,,
"Comercio al por menor (056)",118,3,,87,,28,,
"Hoteles y restaurantes (057)",32,,,30,1,1,,
"Trans., almac. y comunicaciones (058)",5,2,1,1,1,,,
"Activid.inmobil., empres. y alquileres (060)",2,2,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",13,12,1,,,,,
"Enseñanza (062)",157,152,,5,,,,
"Servicios sociales y de salud (063)",17,17,,,,,,
"Otras activ. serv.comun.soc y personales (064)",10,1,1,6,,2,,
"Hogares privados con servicio doméstico (065)",66,,,,,,66,
"Actividad economica no especificada (067)",72,,4,54,,14,,
"Desocupado (068)",50,,,,,,,50
,,,,,,,,
"URBANA (069)",1122,359,121,428,10,109,42,53
"Agric., ganadería, caza y silvicultura (070)",353,1,61,223,7,61,,
"Explotación de minas y canteras (072)",1,,1,,,,,
"Industrias manufactureras (073)",28,,3,24,1,,,
"Construcción (075)",46,,38,4,,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",145,3,2,113,,27,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",1,,,1,,,,
"Comercio al por mayor (078)",9,,,8,,1,,
"Comercio al por menor (079)",135,3,2,104,,26,,
"Hoteles y restaurantes (080)",25,,,23,1,1,,
"Trans., almac. y comunicaciones (081)",23,7,1,14,1,,,
"Intermediación financiera (082)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (083)",10,6,1,3,,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",94,88,6,,,,,
"Enseñanza (085)",234,228,,5,,1,,
"Servicios sociales y de salud (086)",23,22,,1,,,,
"Otras activ. serv.comun.soc y personales (087)",8,2,1,3,,2,,
"Hogares privados con servicio doméstico (088)",42,,,,,,42,
"Actividad economica no especificada (090)",35,,7,15,,13,,
"Desocupado (091)",53,,,,,,,53
"Hombres (092)",812,240,115,331,7,65,8,46
"Agric., ganadería, caza y silvicultura (093)",332,1,59,211,7,54,,
"Explotación de minas y canteras (095)",1,,1,,,,,
"Industrias manufactureras (096)",27,,3,24,,,,
"Construcción (098)",46,,38,4,,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",69,1,2,62,,4,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",1,,,1,,,,
"Comercio al por mayor (101)",6,,,6,,,,
"Comercio al por menor (102)",62,1,2,55,,4,,
"Hoteles y restaurantes (103)",3,,,3,,,,
"Trans., almac. y comunicaciones (104)",18,5,,13,,,,
"Intermediación financiera (105)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (106)",10,6,1,3,,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",84,78,6,,,,,
"Enseñanza (108)",136,132,,3,,1,,
"Servicios sociales y de salud (109)",15,14,,1,,,,
"Otras activ. serv.comun.soc y personales (110)",2,1,,1,,,,
"Hogares privados con servicio doméstico (111)",8,,,,,,8,
"Actividad economica no especificada (113)",13,,5,6,,2,,
"Desocupado (114)",46,,,,,,,46
"Mujeres (115)",310,119,6,97,3,44,34,7
"Agric., ganadería, caza y silvicultura (116)",21,,2,12,,7,,
"Industrias manufactureras (119)",1,,,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",76,2,,51,,23,,
"Comercio al por mayor (124)",3,,,2,,1,,
"Comercio al por menor (125)",73,2,,49,,22,,
"Hoteles y restaurantes (126)",22,,,20,1,1,,
"Trans., almac. y comunicaciones (127)",5,2,1,1,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",10,10,,,,,,
"Enseñanza (131)",98,96,,2,,,,
"Servicios sociales y de salud (132)",8,8,,,,,,
"Otras activ. serv.comun.soc y personales (133)",6,1,1,2,,2,,
"Hogares privados con servicio doméstico (134)",34,,,,,,34,
"Actividad economica no especificada (136)",22,,2,9,,11,,
"Desocupado (137)",7,,,,,,,7
,,,,,,,,
"RURAL (138)",3538,190,411,2187,12,513,41,184
