"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia PADRE ABAD",,,,
"Viviendas particulares (001)",2033,1430,440,163
"Ocupantes presentes (002)",8819,6175,1968,676
"Casa independiente",,,,
"Viviendas particulares (004)",1580,1101,335,144
"Ocupantes presentes (005)",7221,5023,1596,602
"Departamento en edificio",,,,
"Viviendas particulares (007)",78,51,27,
"Ocupantes presentes (008)",273,176,97,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",327,252,75,
"Ocupantes presentes (011)",1126,856,270,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",26,16,2,8
"Ocupantes presentes (014)",118,78,2,38
"Choza o cabaña",,,,
"Viviendas particulares (016)",10,,,10
"Ocupantes presentes (017)",33,,,33
"Vivienda improvisada",,,,
"Viviendas particulares (019)",8,8,,
"Ocupantes presentes (020)",27,27,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",4,2,1,1
"Ocupantes presentes (023)",21,15,3,3
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",1625,1168,337,120
"Ocupantes presentes (029)",6857,4882,1508,467
"Casa independiente",,,,
"Viviendas particulares (031)",1241,868,265,108
"Ocupantes presentes (032)",5526,3844,1258,424
"Departamento en edificio",,,,
"Viviendas particulares (034)",70,50,20,
"Ocupantes presentes (035)",237,174,63,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",279,229,50,
"Ocupantes presentes (038)",955,770,185,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",18,14,2,2
"Ocupantes presentes (041)",83,71,2,10
"Choza o cabaña",,,,
"Viviendas particulares (043)",10,,,10
"Ocupantes presentes (044)",33,,,33
"Vivienda improvisada",,,,
"Viviendas particulares (046)",7,7,,
"Ocupantes presentes (047)",23,23,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",408,262,103,43
"Ocupantes presentes (056)",1962,1293,460,209
"Casa independiente",,,,
"Viviendas particulares (058)",339,233,70,36
"Ocupantes presentes (059)",1695,1179,338,178
"Departamento en edificio",,,,
"Viviendas particulares (061)",8,1,7,
"Ocupantes presentes (062)",36,2,34,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",48,23,25,
"Ocupantes presentes (065)",171,86,85,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",8,2,,6
"Ocupantes presentes (068)",35,7,,28
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (073)",1,1,,
"Ocupantes presentes (074)",4,4,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",4,2,1,1
"Ocupantes presentes (077)",21,15,3,3
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",1886,1320,434,132
"Ocupantes presentes (110)",8205,5731,1933,541
"Casa independiente",,,,
"Viviendas particulares (112)",1443,991,329,123
"Ocupantes presentes (113)",6640,4579,1561,500
"Departamento en edificio",,,,
"Viviendas particulares (115)",78,51,27,
"Ocupantes presentes (116)",273,176,97,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",327,252,75,
"Ocupantes presentes (119)",1126,856,270,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",26,16,2,8
"Ocupantes presentes (122)",118,78,2,38
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",8,8,,
"Ocupantes presentes (128)",27,27,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",4,2,1,1
"Ocupantes presentes (131)",21,15,3,3
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",1484,1063,332,89
"Ocupantes presentes (137)",6265,4456,1477,332
"Casa independiente",,,,
"Viviendas particulares (139)",1110,763,260,87
"Ocupantes presentes (140)",4967,3418,1227,322
"Departamento en edificio",,,,
"Viviendas particulares (142)",70,50,20,
"Ocupantes presentes (143)",237,174,63,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",279,229,50,
"Ocupantes presentes (146)",955,770,185,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",18,14,2,2
"Ocupantes presentes (149)",83,71,2,10
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",7,7,,
"Ocupantes presentes (155)",23,23,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",402,257,102,43
"Ocupantes presentes (164)",1940,1275,456,209
"Casa independiente",,,,
"Viviendas particulares (166)",333,228,69,36
"Ocupantes presentes (167)",1673,1161,334,178
"Departamento en edificio",,,,
"Viviendas particulares (169)",8,1,7,
"Ocupantes presentes (170)",36,2,34,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",48,23,25,
"Ocupantes presentes (173)",171,86,85,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",8,2,,6
"Ocupantes presentes (176)",35,7,,28
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",1,1,,
"Ocupantes presentes (182)",4,4,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",4,2,1,1
"Ocupantes presentes (185)",21,15,3,3
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",147,110,6,31
"Ocupantes presentes (218)",614,444,35,135
"Casa independiente",,,,
"Viviendas particulares (220)",137,110,6,21
"Ocupantes presentes (221)",581,444,35,102
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",10,,,10
"Ocupantes presentes (233)",33,,,33
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",141,105,5,31
"Ocupantes presentes (245)",592,426,31,135
"Casa independiente",,,,
"Viviendas particulares (247)",131,105,5,21
"Ocupantes presentes (248)",559,426,31,102
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",10,,,10
"Ocupantes presentes (260)",33,,,33
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",6,5,1,
"Ocupantes presentes (272)",22,18,4,
"Casa independiente",,,,
"Viviendas particulares (274)",6,5,1,
"Ocupantes presentes (275)",22,18,4,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
