"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",3092,47,1126,997,353,145,65,27,1,,331
"Conviviente (001)",892,13,349,297,108,24,17,4,,,80
"Separado(a) (002)",149,4,66,36,22,5,6,,,,10
"Casado(a) (003)",1261,17,442,444,147,76,23,9,,,103
"Viudo(a) (004)",408,10,172,108,31,15,9,9,,,54
"Divorciado(a) (005)",17,,5,9,2,,,,,,1
"Soltero(a) (006)",365,3,92,103,43,25,10,5,1,,83
,,,,,,,,,,,
"URBANA (008)",2101,21,730,681,276,104,45,20,1,,223
"Conviviente (009)",642,9,239,218,91,20,11,3,,,51
"Separado(a) (010)",110,1,52,23,18,3,5,,,,8
"Casado(a) (011)",818,4,275,283,111,53,17,8,,,67
"Viudo(a) (012)",262,5,100,72,22,10,7,6,,,40
"Divorciado(a) (013)",11,,5,5,1,,,,,,
"Soltero(a) (014)",258,2,59,80,33,18,5,3,1,,57
,,,,,,,,,,,
"RURAL (016)",991,26,396,316,77,41,20,7,,,108
"Conviviente (017)",250,4,110,79,17,4,6,1,,,29
"Separado(a) (018)",39,3,14,13,4,2,1,,,,2
"Casado(a) (019)",443,13,167,161,36,23,6,1,,,36
"Viudo(a) (020)",146,5,72,36,9,5,2,3,,,14
"Divorciado(a) (021)",6,,,4,1,,,,,,1
"Soltero(a) (022)",107,1,33,23,10,7,5,2,,,26
