"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PURUS (000)",2984,1802,347,74,765
"Hombres (001)",1610,876,212,66,458
"Mujeres (002)",1374,926,135,8,307
"PEA (003)",1090,452,234,44,362
"Hombres (004)",855,365,161,40,291
"Mujeres (005)",235,87,73,4,71
"Ocupada (006)",1053,437,229,44,345
"Hombres (007)",824,352,157,40,277
"Mujeres (008)",229,85,72,4,68
"Desocupada (009)",37,15,5,,17
"Hombres (010)",31,13,4,,14
"Mujeres (011)",6,2,1,,3
"No PEA (012)",1894,1350,113,30,403
"Hombres (013)",755,511,51,26,167
"Mujeres (014)",1139,839,62,4,236
,,,,,
"URBANA (018)",1043,337,243,55,411
"Hombres (019)",598,165,141,50,244
"Mujeres (020)",445,172,102,5,167
"PEA (021)",501,92,165,26,220
"Hombres (022)",357,65,106,24,164
"Mujeres (023)",144,27,59,2,56
"Ocupada (024)",470,82,160,26,204
"Hombres (025)",332,57,102,24,151
"Mujeres (026)",138,25,58,2,53
"Desocupada (027)",31,10,5,,16
"Hombres (028)",25,8,4,,13
"Mujeres (029)",6,2,1,,3
"No PEA (030)",542,245,78,29,191
"Hombres (031)",241,100,35,26,80
"Mujeres (032)",301,145,43,3,111
,,,,,
"RURAL (036)",1941,1465,104,19,354
"Hombres (037)",1012,711,71,16,214
"Mujeres (038)",929,754,33,3,140
"PEA (039)",589,360,69,18,142
"Hombres (040)",498,300,55,16,127
"Mujeres (041)",91,60,14,2,15
"Ocupada (042)",583,355,69,18,141
"Hombres (043)",492,295,55,16,126
"Mujeres (044)",91,60,14,2,15
"Desocupada (045)",6,5,,,1
"Hombres (046)",6,5,,,1
"No PEA (048)",1352,1105,35,1,212
"Hombres (049)",514,411,16,,87
"Mujeres (050)",838,694,19,1,125
