"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia CAJATAMBO",,,,,,
"Viviendas particulares (001)",2464,2419,44,1,,
"Ocupantes presentes (002)",8145,7807,328,10,,
"Casa independiente",,,,,,
"Viviendas particulares (004)",2251,2208,42,1,,
"Ocupantes presentes (005)",7441,7120,311,10,,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",1,1,,,,
"Ocupantes presentes (008)",5,5,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",11,11,,,,
"Ocupantes presentes (011)",32,32,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",48,46,2,,,
"Ocupantes presentes (014)",201,184,17,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",142,142,,,,
"Ocupantes presentes (017)",441,441,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",1,1,,,,
"Ocupantes presentes (020)",1,1,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",10,10,,,,
"Ocupantes presentes (023)",24,24,,,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",1475,1434,40,1,,
"Ocupantes presentes (029)",4977,4670,297,10,,
"Casa independiente",,,,,,
"Viviendas particulares (031)",1407,1368,38,1,,
"Ocupantes presentes (032)",4718,4428,280,10,,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",1,1,,,,
"Ocupantes presentes (035)",5,5,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",11,11,,,,
"Ocupantes presentes (038)",32,32,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",48,46,2,,,
"Ocupantes presentes (041)",201,184,17,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",1,1,,,,
"Ocupantes presentes (047)",1,1,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",7,7,,,,
"Ocupantes presentes (050)",20,20,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",989,985,4,,,
"Ocupantes presentes (056)",3168,3137,31,,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",844,840,4,,,
"Ocupantes presentes (059)",2723,2692,31,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",142,142,,,,
"Ocupantes presentes (071)",441,441,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",3,3,,,,
"Ocupantes presentes (077)",4,4,,,,
"Otro tipo",,,,,,
