"CUADRO Nº 17: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y TIPO DE ABASTECIMIENTO DE AGUA",,,
,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL; Y TIPO DE ABASTECIMIENTO DE AGUA",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia VIRU (000)",17228,11839,5389
"Red pública dentro de la vivienda (001)",8688,7254,1434
"Red pública fuera de la vivienda (002)",1495,1191,304
"Pilón de uso público (003)",227,127,100
"Camión - cisterna u otro similar (004)",239,168,71
"Pozo (005)",4884,2617,2267
"Río, acequia, manatial o similar (006)",816,155,661
"Vecino (007)",711,255,456
"Otro (008)",168,72,96
,,,
"URBANA (010)",12999,10347,2652
"Red pública dentro de la vivienda (011)",8258,6978,1280
"Red pública fuera de la vivienda (012)",1341,1113,228
"Pilón de uso público (013)",135,78,57
"Camión - cisterna u otro similar (014)",226,165,61
"Pozo (015)",2237,1703,534
"Río, acequia, manatial o similar (016)",61,24,37
"Vecino (017)",615,227,388
"Otro (018)",126,59,67
,,,
"RURAL (020)",4229,1492,2737
"Red pública dentro de la vivienda (021)",430,276,154
"Red pública fuera de la vivienda (022)",154,78,76
"Pilón de uso público (023)",92,49,43
"Camión - cisterna u otro similar (024)",13,3,10
"Pozo (025)",2647,914,1733
"Río, acequia, manatial o similar (026)",755,131,624
"Vecino (027)",96,28,68
"Otro (028)",42,13,29
