"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia GRAU (000)",21508,6172,4926,4183,3753,2474
"Hombres (001)",10936,3233,2551,2120,1883,1149
"Mujeres (002)",10572,2939,2375,2063,1870,1325
"PEA (003)",6167,76,1632,2206,1651,602
"Hombres (004)",4542,49,1156,1624,1266,447
"Mujeres (005)",1625,27,476,582,385,155
"Ocupada (006)",5790,73,1443,2082,1603,589
"Hombres (007)",4236,47,1016,1519,1220,434
"Mujeres (008)",1554,26,427,563,383,155
"Desocupada (009)",377,3,189,124,48,13
"Hombres (010)",306,2,140,105,46,13
"Mujeres (011)",71,1,49,19,2,
"No PEA (012)",15341,6096,3294,1977,2102,1872
"Hombres (013)",6394,3184,1395,496,617,702
"Mujeres (014)",8947,2912,1899,1481,1485,1170
,,,,,,
"URBANA (018)",8630,2396,2292,1767,1361,814
"Hombres (019)",4268,1198,1160,879,683,348
"Mujeres (020)",4362,1198,1132,888,678,466
"PEA (021)",2876,42,823,1097,713,201
"Hombres (022)",1922,31,522,738,498,133
"Mujeres (023)",954,11,301,359,215,68
"Ocupada (024)",2694,39,735,1038,688,194
"Hombres (025)",1779,29,463,688,473,126
"Mujeres (026)",915,10,272,350,215,68
"Desocupada (027)",182,3,88,59,25,7
"Hombres (028)",143,2,59,50,25,7
"Mujeres (029)",39,1,29,9,,
"No PEA (030)",5754,2354,1469,670,648,613
"Hombres (031)",2346,1167,638,141,185,215
"Mujeres (032)",3408,1187,831,529,463,398
,,,,,,
"RURAL (036)",12878,3776,2634,2416,2392,1660
"Hombres (037)",6668,2035,1391,1241,1200,801
"Mujeres (038)",6210,1741,1243,1175,1192,859
"PEA (039)",3291,34,809,1109,938,401
"Hombres (040)",2620,18,634,886,768,314
"Mujeres (041)",671,16,175,223,170,87
"Ocupada (042)",3096,34,708,1044,915,395
"Hombres (043)",2457,18,553,831,747,308
"Mujeres (044)",639,16,155,213,168,87
"Desocupada (045)",195,,101,65,23,6
"Hombres (046)",163,,81,55,21,6
"Mujeres (047)",32,,20,10,2,
"No PEA (048)",9587,3742,1825,1307,1454,1259
"Hombres (049)",4048,2017,757,355,432,487
"Mujeres (050)",5539,1725,1068,952,1022,772
