"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia CARABAYA (000)",24692,23969,7946,2836,2888,2498,3590,2291,1920,723
"Católica (001)",20443,19823,6641,2332,2412,2060,2977,1889,1512,620
"Cristiana/Evangélica (002)",1508,1466,389,186,162,158,244,150,177,42
"Otra (003)",2217,2167,692,255,253,242,310,211,204,50
"Ninguna (004)",524,513,224,63,61,38,59,41,27,11
,,,,,,,,,,
"URBANA (006)",10417,10013,3406,1244,1185,1162,1525,839,652,404
"Católica (007)",8854,8491,2913,1052,1010,973,1309,704,530,363
"Cristiana/Evangélica (008)",600,586,167,78,61,73,88,61,58,14
"Otra (009)",766,743,246,82,91,100,105,63,56,23
"Ninguna (010)",197,193,80,32,23,16,23,11,8,4
,,,,,,,,,,
"RURAL (012)",14275,13956,4540,1592,1703,1336,2065,1452,1268,319
"Católica (013)",11589,11332,3728,1280,1402,1087,1668,1185,982,257
"Cristiana/Evangélica (014)",908,880,222,108,101,85,156,89,119,28
"Otra (015)",1451,1424,446,173,162,142,205,148,148,27
"Ninguna (016)",327,320,144,31,38,22,36,30,19,7
