"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia JORGE BASADRE (000)",147,37,110
"De 14 a 29 años (001)",72,24,48
"De 30 a 44 años (002)",53,11,42
"De 45 a 64 años (003)",19,2,17
"De 65 y más años (004)",3,,3
"Hombres (005)",72,17,55
"De 14 a 29 años (006)",35,13,22
"De 30 a 44 años (007)",24,3,21
"De 45 a 64 años (008)",11,1,10
"De 65 y más años (009)",2,,2
"Mujeres (010)",75,20,55
"De 14 a 29 años (011)",37,11,26
"De 30 a 44 años (012)",29,8,21
"De 45 a 64 años (013)",8,1,7
"De 65 y más años (014)",1,,1
,,,
"AREA URBANA (015)",92,23,69
"De 14 a 29 años (016)",43,10,33
"De 30 a 44 años (017)",34,11,23
"De 45 a 64 años (018)",14,2,12
"De 65 y más años (019)",1,,1
"Hombres (020)",49,12,37
"De 14 a 29 años (021)",25,8,17
"De 30 a 44 años (022)",16,3,13
"De 45 a 64 años (023)",8,1,7
"Mujeres (025)",43,11,32
"De 14 a 29 años (026)",18,2,16
"De 30 a 44 años (027)",18,8,10
"De 45 a 64 años (028)",6,1,5
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",55,14,41
"De 14 a 29 años (031)",29,14,15
"De 30 a 44 años (032)",19,,19
"De 45 a 64 años (033)",5,,5
"De 65 y más años (034)",2,,2
"Hombres (035)",23,5,18
"De 14 a 29 años (036)",10,5,5
"De 30 a 44 años (037)",8,,8
"De 45 a 64 años (038)",3,,3
"De 65 y más años (039)",2,,2
"Mujeres (040)",32,9,23
"De 14 a 29 años (041)",19,9,10
"De 30 a 44 años (042)",11,,11
"De 45 a 64 años (043)",2,,2
