"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia TUMBES",,,,,,,
"Viviendas particulares (001)",34282,3914,5333,2529,20334,879,1293
"Ocupantes presentes (002)",139811,13053,21070,10554,86701,3311,5122
"Casa independiente",,,,,,,
"Viviendas particulares (004)",32684,2835,5285,2474,20031,816,1243
"Ocupantes presentes (005)",135232,10288,20909,10373,85639,3076,4947
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",362,235,,44,61,16,6
"Ocupantes presentes (008)",1110,631,,150,238,69,22
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",894,769,,5,96,10,14
"Ocupantes presentes (011)",2313,1895,,15,326,34,43
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",92,34,,3,39,10,6
"Ocupantes presentes (014)",357,107,,5,187,30,28
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",22,1,14,,,1,6
"Ocupantes presentes (017)",86,13,47,,,1,25
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",74,12,34,3,8,4,13
"Ocupantes presentes (020)",240,43,114,11,26,10,36
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",35,12,,,5,13,5
"Ocupantes presentes (023)",100,36,,,9,34,21
"Otro tipo",,,,,,,
"Viviendas particulares (025)",119,16,,,94,9,
"Ocupantes presentes (026)",373,40,,,276,57,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",31506,3835,4258,2399,18972,803,1239
"Ocupantes presentes (029)",128578,12762,16694,10066,81101,3041,4914
"Casa independiente",,,,,,,
"Viviendas particulares (031)",29931,2757,4224,2344,18669,742,1195
"Ocupantes presentes (032)",124089,10010,16580,9885,80039,2811,4764
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",362,235,,44,61,16,6
"Ocupantes presentes (035)",1110,631,,150,238,69,22
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",894,769,,5,96,10,14
"Ocupantes presentes (038)",2313,1895,,15,326,34,43
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",92,34,,3,39,10,6
"Ocupantes presentes (041)",357,107,,5,187,30,28
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",74,12,34,3,8,4,13
"Ocupantes presentes (047)",240,43,114,11,26,10,36
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",34,12,,,5,12,5
"Ocupantes presentes (050)",96,36,,,9,30,21
"Otro tipo",,,,,,,
"Viviendas particulares (052)",119,16,,,94,9,
"Ocupantes presentes (053)",373,40,,,276,57,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",2776,79,1075,130,1362,76,54
"Ocupantes presentes (056)",11233,291,4376,488,5600,270,208
"Casa independiente",,,,,,,
"Viviendas particulares (058)",2753,78,1061,130,1362,74,48
"Ocupantes presentes (059)",11143,278,4329,488,5600,265,183
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",22,1,14,,,1,6
"Ocupantes presentes (071)",86,13,47,,,1,25
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,,1,
"Ocupantes presentes (077)",4,,,,,4,
"Otro tipo",,,,,,,
