"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia HUAYLAS",,,,,,,
"Viviendas particulares (001)",12729,1133,69,157,8900,1712,758
"Ocupantes presentes (002)",53368,4357,328,672,37293,7629,3089
"Casa independiente",,,,,,,
"Viviendas particulares (004)",12527,1047,68,152,8845,1665,750
"Ocupantes presentes (005)",52604,4057,326,651,37079,7424,3067
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",28,16,,1,8,2,1
"Ocupantes presentes (008)",99,67,,7,17,6,2
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",45,40,,,4,1,
"Ocupantes presentes (011)",153,128,,,18,7,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",45,27,,2,13,1,2
"Ocupantes presentes (014)",172,92,,7,63,4,6
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",73,2,1,2,26,40,2
"Ocupantes presentes (017)",316,9,2,7,109,183,6
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",1,,,,,,1
"Ocupantes presentes (020)",1,,,,,,1
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",8,1,,,3,2,2
"Ocupantes presentes (023)",21,4,,,6,4,7
"Otro tipo",,,,,,,
"Viviendas particulares (025)",2,,,,1,1,
"Ocupantes presentes (026)",2,,,,1,1,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",4224,941,23,102,2559,285,314
"Ocupantes presentes (029)",17187,3579,104,438,10696,1152,1218
"Casa independiente",,,,,,,
"Viviendas particulares (031)",4103,857,23,99,2534,280,310
"Ocupantes presentes (032)",16755,3288,104,424,10598,1132,1209
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",28,16,,1,8,2,1
"Ocupantes presentes (035)",99,67,,7,17,6,2
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",45,40,,,4,1,
"Ocupantes presentes (038)",153,128,,,18,7,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",45,27,,2,13,1,2
"Ocupantes presentes (041)",172,92,,7,63,4,6
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",1,,,,,,1
"Ocupantes presentes (047)",1,,,,,,1
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",2,1,,,,1,
"Ocupantes presentes (050)",7,4,,,,3,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",8505,192,46,55,6341,1427,444
"Ocupantes presentes (056)",36181,778,224,234,26597,6477,1871
"Casa independiente",,,,,,,
"Viviendas particulares (058)",8424,190,45,53,6311,1385,440
"Ocupantes presentes (059)",35849,769,222,227,26481,6292,1858
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",73,2,1,2,26,40,2
"Ocupantes presentes (071)",316,9,2,7,109,183,6
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",6,,,,3,1,2
"Ocupantes presentes (077)",14,,,,6,1,7
"Otro tipo",,,,,,,
"Viviendas particulares (079)",2,,,,1,1,
"Ocupantes presentes (080)",2,,,,1,1,
