"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CORONGO (000)",2510,197,4,1039,736,119,186,67,162
"Empleado (001)",445,4,,31,81,53,121,27,128
"Obrero (002)",470,40,,195,185,14,17,9,10
"Trabajador independiente (003)",1177,110,2,608,337,39,35,24,22
"Empleador o patrono (004)",23,3,,9,7,,3,,1
"Trabajador familiar no remunerado (005)",353,37,2,171,115,11,10,7,
"Trabajador del hogar (006)",42,3,,25,11,2,,,1
"Hombres (008)",1998,139,2,879,617,83,122,41,115
"Empleado (009)",276,2,,23,51,34,70,14,82
"Obrero (010)",441,32,,185,176,14,16,8,10
"Trabajador independiente (011)",975,79,2,519,284,27,27,15,22
"Empleador o patrono (012)",21,3,,8,7,,2,,1
"Trabajador familiar no remunerado (013)",282,23,,143,97,8,7,4,
"Trabajador del hogar (014)",3,,,1,2,,,,
"Mujeres (016)",512,58,2,160,119,36,64,26,47
"Empleado (017)",169,2,,8,30,19,51,13,46
"Obrero (018)",29,8,,10,9,,1,1,
"Trabajador independiente (019)",202,31,,89,53,12,8,9,
"Empleador o patrono (020)",2,,,1,,,1,,
"Trabajador familiar no remunerado (021)",71,14,2,28,18,3,3,3,
"Trabajador del hogar (022)",39,3,,24,9,2,,,1
,,,,,,,,,
"URBANA (024)",1389,82,3,493,396,86,140,57,132
"Empleado (025)",338,3,,21,57,44,89,22,102
"Obrero (026)",285,24,,116,104,8,15,9,9
"Trabajador independiente (027)",584,38,2,272,177,29,28,19,19
"Empleador o patrono (028)",15,1,,5,5,,3,,1
"Trabajador familiar no remunerado (029)",134,15,1,58,44,4,5,7,
"Trabajador del hogar (030)",33,1,,21,9,1,,,1
"Hombres (032)",1036,48,2,390,316,59,91,36,94
"Empleado (033)",217,1,,16,41,30,53,11,65
"Obrero (034)",263,19,,109,96,8,14,8,9
"Trabajador independiente (035)",444,19,2,214,139,18,20,13,19
"Empleador o patrono (036)",13,1,,4,5,,2,,1
"Trabajador familiar no remunerado (037)",96,8,,46,33,3,2,4,
"Trabajador del hogar (038)",3,,,1,2,,,,
"Mujeres (040)",353,34,1,103,80,27,49,21,38
"Empleado (041)",121,2,,5,16,14,36,11,37
"Obrero (042)",22,5,,7,8,,1,1,
"Trabajador independiente (043)",140,19,,58,38,11,8,6,
"Empleador o patrono (044)",2,,,1,,,1,,
"Trabajador familiar no remunerado (045)",38,7,1,12,11,1,3,3,
"Trabajador del hogar (046)",30,1,,20,7,1,,,1
,,,,,,,,,
"RURAL (048)",1121,115,1,546,340,33,46,10,30
"Empleado (049)",107,1,,10,24,9,32,5,26
"Obrero (050)",185,16,,79,81,6,2,,1
"Trabajador independiente (051)",593,72,,336,160,10,7,5,3
"Empleador o patrono (052)",8,2,,4,2,,,,
"Trabajador familiar no remunerado (053)",219,22,1,113,71,7,5,,
"Trabajador del hogar (054)",9,2,,4,2,1,,,
"Hombres (056)",962,91,,489,301,24,31,5,21
"Empleado (057)",59,1,,7,10,4,17,3,17
"Obrero (058)",178,13,,76,80,6,2,,1
"Trabajador independiente (059)",531,60,,305,145,9,7,2,3
"Empleador o patrono (060)",8,2,,4,2,,,,
"Trabajador familiar no remunerado (061)",186,15,,97,64,5,5,,
"Mujeres (064)",159,24,1,57,39,9,15,5,9
"Empleado (065)",48,,,3,14,5,15,2,9
"Obrero (066)",7,3,,3,1,,,,
"Trabajador independiente (067)",62,12,,31,15,1,,3,
"Trabajador familiar no remunerado (069)",33,7,1,16,7,2,,,
"Trabajador del hogar (070)",9,2,,4,2,1,,,
