"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ANTONIO RAYMONDI (000)",17059,6033,1217,295,9521
"Menos de 1 año (001)",395,284,23,4,84
"De 1 a 14 años (002)",6371,4560,410,114,1287
"De 15 a 29 años (003)",3716,796,193,85,2645
"De 30 a 44 años (004)",2589,210,321,41,2019
"De 45 a 64 años (005)",2391,139,226,29,1999
"De 65 y mas años (006)",1597,44,44,22,1487
"Hombres (008)",8492,2976,616,185,4719
"Menos de 1 año (009)",201,147,7,4,43
"De 1 a 14 años (010)",3237,2309,195,72,661
"De 15 a 29 años (011)",1848,379,83,44,1343
"De 30 a 44 años (012)",1290,60,167,27,1037
"De 45 a 64 años (013)",1144,56,141,20,929
"De 65 y mas años (014)",772,25,23,18,706
"Mujeres (016)",8567,3057,601,110,4802
"Menos de 1 año (017)",194,137,16,,41
"De 1 a 14 años (018)",3134,2251,215,42,626
"De 15 a 29 años (019)",1868,417,110,41,1302
"De 30 a 44 años (020)",1299,150,154,14,982
"De 45 a 64 años (021)",1247,83,85,9,1070
"De 65 y mas años (022)",825,19,21,4,781
,,,,,
"URBANA (024)",4455,1040,854,170,2397
"Menos de 1 año (025)",87,42,15,2,28
"De 1 a 14 años (026)",1434,659,292,60,423
"De 15 a 29 años (027)",1074,171,124,54,727
"De 30 a 44 años (028)",801,68,239,26,470
"De 45 a 64 años (029)",657,74,153,16,416
"De 65 y mas años (030)",402,26,31,12,333
"Hombres (032)",2287,538,431,114,1207
"Menos de 1 año (033)",45,23,5,2,15
"De 1 a 14 años (034)",752,348,145,41,218
"De 15 a 29 años (035)",535,81,53,30,371
"De 30 a 44 años (036)",432,34,122,19,258
"De 45 a 64 años (037)",333,37,91,11,196
"De 65 y mas años (038)",190,15,15,11,149
"Mujeres (040)",2168,502,423,56,1190
"Menos de 1 año (041)",42,19,10,,13
"De 1 a 14 años (042)",682,311,147,19,205
"De 15 a 29 años (043)",539,90,71,24,356
"De 30 a 44 años (044)",369,34,117,7,212
"De 45 a 64 años (045)",324,37,62,5,220
"De 65 y mas años (046)",212,11,16,1,184
,,,,,
"RURAL (048)",12604,4993,363,125,7124
"Menos de 1 año (049)",308,242,8,2,56
"De 1 a 14 años (050)",4937,3901,118,54,864
"De 15 a 29 años (051)",2642,625,69,31,1918
"De 30 a 44 años (052)",1788,142,82,15,1549
"De 45 a 64 años (053)",1734,65,73,13,1583
"De 65 y mas años (054)",1195,18,13,10,1154
"Hombres (056)",6205,2438,185,71,3512
"Menos de 1 año (057)",156,124,2,2,28
"De 1 a 14 años (058)",2485,1961,50,31,443
"De 15 a 29 años (059)",1313,298,30,14,972
"De 30 a 44 años (060)",858,26,45,8,779
"De 45 a 64 años (061)",811,19,50,9,733
"De 65 y mas años (062)",582,10,8,7,557
"Mujeres (064)",6399,2555,178,54,3612
"Menos de 1 año (065)",152,118,6,,28
"De 1 a 14 años (066)",2452,1940,68,23,421
"De 15 a 29 años (067)",1329,327,39,17,946
"De 30 a 44 años (068)",930,116,37,7,770
"De 45 a 64 años (069)",923,46,23,4,850
"De 65 y mas años (070)",613,8,5,3,597
